#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 94179 92496 1683 162 149 7
9.00 6.36716e-06 6.36716e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 161320 157056 4264 769 525 36
9.25 1.60139e-06 1.6013e-05 -1.60109e-06 0 0 0 0 0 0 0 0 0 0 0 0 9.125 9.375 658405 624458 33947 6473 4581 247
9.50 6.27839e-05 0.00048593 4.54565e-06 0.000152619 0.00139786 0 0.00022367 0.00181393 4.92328e-06 0.000242589 0.00180367 3.86845e-06 0.000977517 0.00196078 7.58498e-06 9.375 9.625 2.23248e+06 2.02281e+06 209672 35767 20611 1023
9.75 0.000303071 0.00203938 1.17142e-05 0.000474007 0.00415578 -1.39101e-05 0.000731491 0.00600474 0 0.000639564 0.00691322 -9.79186e-05 0.000593472 0.00875778 1.27517e-05 9.625 9.875 4.38340e+06 3.85388e+06 529528 76556 35962 1685
10.00 0.00019913 0.0016381 4.72821e-07 0.000235951 0.00265595 -2.91494e-06 0.000322554 0.00337287 1.53351e-06 0.000356819 0.00390957 4.6624e-06 0 0.00263992 0 9.875 10.125 4.04068e+06 3.46005e+06 580628 83707 36433 1827
10.25 4.54393e-05 0.000467234 4.28393e-06 0.00014284 0.00105086 4.51189e-05 0.000210851 0.00152094 8.96285e-05 0.000376105 0.00116975 0.000210556 0.00120482 0.00126432 0.00120482 10.125 10.375 2.65378e+06 2.15672e+06 497058 75883 31906 1660
10.50 3.40413e-05 0.00012229 2.51626e-05 0.000664903 0.00178152 0.000619712 0.00077545 0.00230063 0.000693986 0.0013707 0.00255288 0.00118641 0.00273224 0.00429023 0.00273224 10.375 10.625 1.63686e+06 1.2338e+06 403066 69637 26264 1464
10.75 0.000157327 0.00022094 0.00015452 0.00291142 0.00466373 0.00261227 0.00338909 0.00574546 0.00298209 0.00603453 0.00823456 0.00514154 0.0102996 0.0092171 0.00843395 10.625 10.875 978088 711895 266193 55177 19057 1068
11.00 0.000979762 0.000774948 0.00094038 0.0120202 0.0121137 0.00961283 0.0116567 0.01392 0.00937288 0.0186395 0.0175772 0.0140381 0.01983 0.0181981 0.0184895 10.875 11.125 545237 406221 139016 38776 12554 706
11.25 0.00513233 0.00240169 0.00470232 0.0366539 0.025738 0.0253783 0.0336039 0.0243112 0.0235093 0.052619 0.0295961 0.0356238 0.0626305 0.0227862 0.0467575 11.125 11.375 299325 230110 69215 25622 8400 479
11.50 0.019185 0.00551986 0.0156659 0.097271 0.0409014 0.0503579 0.0693642 0.0351234 0.040123 0.133746 0.0458191 0.0629193 0.185606 0.0681818 0.0762311 11.375 11.625 163993 129841 34152 13667 5660 264
11.75 0.0651856 0.00941446 0.0427494 0.217576 0.0458685 0.0767954 0.145046 0.0395768 0.0607174 0.253581 0.050373 0.0832809 0.25974 0.0626281 0.0836396 11.625 11.875 88465 71749 16716 3916 3979 154
12.00 0.163185 0.00236771 0.068862 0.381584 0.046599 0.0627483 0.2711 0.0360596 0.0592771 0.413912 0.0546975 0.0520725 0.439252 0.024384 0.0618939 11.875 12.125 46287 38294 7993 391 2602 107
12.25 0.318598 -0.00214058 0.0797112 0.566338 0.0452432 0.0528467 0.344828 0.188506 0.0114942 0.598416 0.0450368 0.0551491 0.675325 0.0519481 0.00865799 12.125 12.375 23540 20088 3452 29 1641 77
12.50 0.526048 0.0252495 0.0688081 0.73545 0.0396162 0.0278779 1 0 0 0.726164 0.040944 0.0300857 0.849057 0.0213138 0.0527603 12.375 12.625 11532 10020 1512 4 902 53
12.75 0.729958 0.057384 0.0554852 0.844828 0.0400521 0.0373952 0 0 0 0.815498 0.0379817 0.0482255 0.861111 0 0.0277778 12.625 12.875 5320 4740 580 0 271 36
13.00 0.849853 0.063788 0.0397449 0.921182 0.0297981 0.0182697 0 0 0 0.833333 0.0666667 0.0591398 0.954545 0 0 12.875 13.125 2241 2038 203 0 30 22
13.25 0.930205 0.032491 0.0252708 0.956522 0.0217391 0.0652174 0 0 0 0 0 0 1 0 0.0714286 13.125 13.375 877 831 46 0 0 15
13.50 0.967509 0.0108303 0.00361013 1 0 0 0 0 0 0 0 0 1 0 0 13.375 13.625 295 277 18 0 0 8
13.75 0.973333 0 0 1 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 76 75 1 0 0 0
