#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 3.6075e-05 0 0 0 0 0 0 8.625 8.875 29798 2078 113 352 406
9 -4.55166e-05 4.55166e-05 0 -4.55166e-05 4.55166e-05 0 -4.55166e-05 4.55166e-05 0 -4.55166e-05 4.55166e-05 -2.27583e-05 8.875 9.125 50026 6086 384 1062 1237
9.25 5.39706e-06 2.08441e-05 2.11141e-05 -5.76348e-05 4.71568e-05 -1.04823e-05 -5.76348e-05 0.000154634 -2.09616e-05 -5.76348e-05 4.71568e-05 -1.5721e-05 9.125 9.375 222587 31730 2310 5528 6150
9.5 0.000323846 0.000172458 0.000288571 0.000132963 0.000346771 3.03712e-05 0.000213849 0.000299981 0.000233484 0.000569995 0.000249052 0.000504869 9.375 9.625 751021 69993 6469 10255 10721
9.75 0.000783989 0.000542396 0.00069124 0.000291203 0.0011243 0.000371658 0.000586931 0.001399 0.000352143 0.00311096 0.000859327 0.00274479 9.625 9.875 1.98061e+06 192038 18526 21851 21821
10 0.00533341 0.00165523 0.00407735 0.00429202 0.00219183 0.00286072 0.00555676 0.00183608 0.00388811 0.00894534 0.00128306 0.00726376 9.875 10.125 3.04218e+06 425881 45694 48864 46069
10.25 0.013924 0.00333218 0.00888873 0.0125483 0.0048601 0.00770005 0.0160327 0.00464907 0.00978597 0.0222358 0.00232807 0.0145932 10.125 10.375 2.30055e+06 423487 48133 50311 45635
