#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -3.87297e-05 3.87297e-05 3.87297e-05 -3.87297e-05 3.87297e-05 3.87297e-05 -3.87297e-05 3.87297e-05 3.87297e-05 -3.87297e-05 3.87297e-05 3.87297e-05 8.625 8.875 28291 2471 223 479 351
9 -2.34813e-05 2.34813e-05 2.34813e-05 -2.34813e-05 2.34813e-05 2.34813e-05 -2.34813e-05 2.34813e-05 2.34813e-05 -2.34813e-05 2.34813e-05 2.34813e-05 8.875 9.125 50093 7506 688 1562 1156
9.25 -1.03698e-05 2.20258e-05 -4.30191e-10 -1.03698e-05 5.18532e-06 5.1836e-06 -1.03698e-05 1.03698e-05 -1.0732e-10 -1.03698e-05 0.000143103 5.18352e-06 9.125 9.375 238383 45515 4692 9326 6988
9.5 7.48144e-05 0.000215776 1.14771e-05 -4.48888e-05 0.000194249 3.57977e-05 0.000102953 0.000529109 -9.818e-06 0.000159026 0.000254224 3.94767e-05 9.375 9.625 905015 125310 14996 20292 14712
9.75 0.000221002 0.000807836 5.14775e-05 0.000291281 0.00102299 0.000101097 0.000392503 0.00177948 -9.13421e-06 0.000498016 0.000908474 0.000276633 9.625 9.875 2.52827e+06 314973 36517 37973 25977
10 0.000879012 0.00118127 0.000444029 0.000752832 0.0015176 0.000402676 0.00119578 0.00159975 0.000468767 0.00178846 0.0015936 0.0010851 9.875 10.125 3.53673e+06 510330 62291 59657 39812
10.25 0.00346157 0.00280221 0.00142417 0.00306386 0.00338464 0.000651426 0.00478753 0.00420448 0.00191438 0.00648953 0.00336668 0.0033929 10.125 10.375 2.51646e+06 472378 61023 55788 35868
