#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 2.93807e-05 0 0 2.93807e-05 0 0 2.93807e-05 0 0 2.93807e-05 8.625 8.875 36416 2380 131 377 457
9 -7.79347e-05 5.8451e-05 1.94837e-05 -7.79347e-05 5.8451e-05 0 -7.79347e-05 5.8451e-05 1.94837e-05 -7.79347e-05 5.8451e-05 0 8.875 9.125 58161 6836 394 1204 1493
9.25 8.46414e-06 3.80495e-05 3.70763e-05 -8.10721e-05 0.000341513 -4.29192e-05 8.94309e-05 6.16498e-05 0.000118044 7.2585e-05 -1.32525e-05 0.000110735 9.125 9.375 243196 33506 2336 5865 6508
9.5 0.000374974 0.000249856 0.000360324 6.41864e-05 0.000448303 0.000104854 0.000150633 0.000142139 0.000181046 0.00039532 8.75378e-05 0.00041416 9.375 9.625 757771 67930 6207 9788 10714
9.75 0.00104775 0.000778565 0.001017 0.000294493 0.00169711 0.000368067 0.000458027 0.00197293 0.000401266 0.0032742 0.00106658 0.00314747 9.625 9.875 1.92506e+06 175787 16402 19860 20857
10 0.00717597 0.00258633 0.00582644 0.00733536 0.00320756 0.00587065 0.0075749 0.0030757 0.00593554 0.0131339 0.00155453 0.0110217 9.875 10.125 2.94919e+06 407301 42560 46797 46076
10.25 0.0177117 0.00524314 0.0125225 0.0160269 0.00739093 0.010848 0.0200064 0.0067849 0.0131466 0.0276408 0.0036734 0.019763 10.125 10.375 2.25736e+06 412657 45776 49329 46175
