#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -3.8847e-05 3.8847e-05 0 -3.8847e-05 3.8847e-05 0 -3.8847e-05 3.8847e-05 0 -3.8847e-05 3.8847e-05 0 8.625 8.875 27683 1941 120 327 351
9 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 47733 5852 387 991 1206
9.25 -4.8377e-05 4.72171e-05 -1.6127e-05 -4.8377e-05 3.76276e-05 -1.61255e-05 -4.8377e-05 3.22528e-05 -1.07518e-05 -4.8377e-05 3.76275e-05 -1.61258e-05 9.125 9.375 217557 31518 2243 5747 6203
9.5 0.000237545 0.000194585 0.000202952 0.00029043 0.000241529 0.000192792 0.000134856 0.000182298 0.000158964 0.00029704 0.000389987 0.000241778 9.375 9.625 755724 73185 6889 10718 11310
9.75 0.00061915 0.000495368 0.000578041 0.000613563 0.000619382 0.000477507 0.000579368 0.00121727 0.000506889 0.00200834 0.000279621 0.00180571 9.625 9.875 2.02098e+06 204437 20181 23228 23175
10 0.00431317 0.00125684 0.00312516 0.00344808 0.00203391 0.00209115 0.00442767 0.00166907 0.00301887 0.00698318 0.00107129 0.00501069 9.875 10.125 3.10457e+06 438351 47705 50012 47417
10.25 0.0117996 0.00296353 0.00684451 0.0101013 0.0041714 0.00544472 0.0148106 0.0041127 0.00830224 0.0187299 0.00198502 0.011196 10.125 10.375 2.32768e+06 430810 49811 50876 46255
