#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 44754 264 317 92
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 80104 893 1180 348
9.25 0 0 0 0 0 0 0 0 0 9.125 9.375 374678 6556 8483 2591
9.50 0.166667 0.111111 0.0757576 0.428571 0.171429 0.283117 0.5 0.0454546 0.25 9.375 9.625 1.47138e+06 26859 26594 7523
9.75 0.19403 0.125738 -0.015494 0.234043 0.190486 -0.00177833 0.157895 0.192105 0.00164473 9.625 9.875 3.51357e+06 61294 47119 12745
10.00 0.428571 0.227943 0.170677 0.5 0.201384 0.238562 0.75 -0.0108696 0.372222 9.875 10.125 3.96635e+06 79591 56983 15082
10.25 0.929825 -0.00844866 0.238648 0.95 -0.0380503 0.240785 0.916667 0.0245098 0.160916 10.125 10.375 2.69503e+06 73863 49891 13274
10.50 0.9163 0.020171 0.0237376 0.893855 0.0448426 0.00548267 0.938144 0.00922412 0.0577095 10.375 10.625 1.66353e+06 64879 39969 11001
10.75 0.923323 0.0191346 0.0118182 0.921986 0.0174879 0.0206603 0.949541 0.00548518 0.0435584 10.625 10.875 1.02001e+06 53839 29488 8250
11.00 0.928122 0.0105752 0.0181776 0.912892 0.0241778 0.00762182 0.928571 0.0115207 0.0272727 10.875 11.125 596282 39358 19846 5252
11.25 0.904995 0.024882 0.0073269 0.910277 0.0267164 0.00590229 0.938931 0.00309771 0.033868 11.125 11.375 339948 27257 13127 3375
11.50 0.875326 0.0385552 0.00972146 0.86401 0.0560159 0.00119877 0.894422 0.0280777 0.0234032 11.375 11.625 194158 15341 8717 2048
11.75 0.809569 0.0686154 0.00210047 0.803233 0.0809299 -0.00291955 0.853748 0.047107 0.0234819 11.625 11.875 109597 4721 6201 1394
12.00 0.773481 0.0598527 0.0105496 0.726771 0.0846094 0 0.770065 0.0655513 0.0262126 11.875 12.125 61504 513 4209 852
12.25 0.69697 0.136364 -0.0113636 0.580719 0.0808624 -0.000317633 0.617886 0.0487805 0.0272126 12.125 12.375 33509 51 2729 546
12.50 0.857143 0.031746 0.107143 0.452031 0.055227 0.00577143 0.474403 0.0594051 0.0292616 12.375 12.625 18104 8 1540 360
12.75 1 0 0 0.3025 0.0546429 0.0115069 0.331878 0.0639556 0.0296555 12.625 12.875 9352 3 484 256
13.00 0 0 0 0.307692 0.0319303 0.0854701 0.189024 0.0295187 0.0213597 12.875 13.125 4677 0 56 171
13.25 0 0 0 0 0.5 0 0.107527 0.0418984 0.0525818 13.125 13.375 2192 0 2 101
13.50 0 0 0 0 0 0 0.0892857 0 0.0375616 13.375 13.625 924 0 0 58
13.75 0 0 0 0 0 0 0.111111 0 0 13.625 13.875 360 0 0 19
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 125 0 0 2
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 20 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 2 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 1 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
