#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -3.76464e-05 0 0 -3.76464e-05 0 0 -3.76464e-05 0 0 -3.76464e-05 0 0 8.625 8.875 28905 2342 217 459 293
9 0 0 2.23529e-05 0 0 2.23529e-05 0 0 2.23529e-05 0 0 2.23529e-05 8.875 9.125 52011 7274 811 1552 1029
9.25 0 3.81596e-05 0 0 0 4.96248e-06 0 0.000103146 0 0 0 4.96248e-06 9.125 9.375 247756 46269 5121 9681 6484
9.5 6.89625e-05 0.000317959 -2.59543e-05 0.000219136 0.000309633 3.86577e-06 1.92639e-05 0.000553664 -3.19373e-05 1.09908e-06 0.000549769 -5.33995e-06 9.375 9.625 976127 137554 17343 22617 14232
9.75 0.00011459 0.00116973 -3.50573e-05 0.0001061 0.00190205 -7.05538e-06 0.000233939 0.00191056 -8.06698e-05 0.000417117 0.00204898 9.33523e-05 9.625 9.875 2.7249e+06 343632 41635 41177 24790
10 0.0006334 0.00099385 0.00025946 0.000713071 0.00141285 0.000230604 0.000705891 0.00150477 0.00018332 0.00137246 0.00169261 0.000753113 9.875 10.125 3.64061e+06 525275 66123 61154 35985
10.25 0.00239743 0.00268435 0.00104893 0.0020374 0.00359816 0.000558662 0.00339712 0.00340835 0.00151593 0.00575711 0.00377473 0.00320959 10.125 10.375 2.56237e+06 481343 64221 56185 31960
