#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 27152 2106 172 402 342
9 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 48567 6303 543 1285 1162
9.25 -5.2555e-06 1.49868e-05 5.25428e-06 -5.2555e-06 5.2555e-06 5.2566e-06 -5.2555e-06 0.000112803 5.25461e-06 -5.2555e-06 5.2555e-06 1.05088e-05 9.125 9.375 229408 39131 3695 7761 6687
9.5 0.000101611 0.000180554 5.41491e-05 -5.9295e-05 0.000179625 -2.56047e-05 0.000116854 0.000246228 8.18284e-05 0.00015248 0.00025294 6.79629e-05 9.375 9.625 847705 105652 11736 17031 14166
9.75 0.000235573 0.000608971 0.000110795 0.000181603 0.000911764 2.29737e-05 0.000432515 0.000895534 0.000196639 0.000730276 0.000699859 0.000300748 9.625 9.875 2.3421e+06 277878 30452 33685 26930
10 0.0014543 0.00122602 0.000797095 0.00110124 0.0019471 0.000400524 0.00175722 0.00134151 0.000969363 0.00278658 0.000937378 0.00182261 9.875 10.125 3.42371e+06 489745 57921 57923 44358
10.25 0.00488317 0.00310162 0.00196749 0.00442813 0.00433325 0.00155397 0.00542955 0.00495704 0.00159787 0.00948008 0.00219377 0.0050519 10.125 10.375 2.46432e+06 460550 57803 55110 40966
