#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 27445 1909 111 322 365
9 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 47315 5821 371 1014 1191
9.25 -3.23845e-05 3.69866e-05 -5.39901e-06 -3.23845e-05 0.000437552 -5.39901e-06 -3.23845e-05 1.6194e-05 -5.39596e-06 -3.23845e-05 2.15907e-05 -5.39697e-06 9.125 9.375 216892 31618 2306 5790 6203
9.5 0.000326545 0.000173648 0.000274446 0.000296248 0.000106917 0.000318171 0.000234616 0.00010726 0.000220579 0.000653895 0.000272941 0.000572876 9.375 9.625 757829 74204 7011 10921 11457
9.75 0.000660463 0.000559021 0.000584767 0.00025686 0.000963997 0.000205731 0.00104129 0.00121241 0.000703249 0.00245095 0.000220137 0.00207711 9.625 9.875 2.03231e+06 208101 20587 23628 23551
10 0.004115 0.00123428 0.00290709 0.00335457 0.00200176 0.00199399 0.0039118 0.00207223 0.00248041 0.00771631 0.000444343 0.00585389 9.875 10.125 3.12096e+06 441107 48166 50353 47648
10.25 0.011238 0.00300574 0.00625484 0.00932294 0.00420447 0.00459629 0.0138156 0.00413553 0.00762214 0.0181189 0.00180591 0.0106437 10.125 10.375 2.33489e+06 432828 50223 51002 46413
