#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 101840 162 108 2
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 172631 692 445 28
9.25 0 0 0 0 0 0 0 0 0 9.125 9.375 695762 6339 4158 174
9.50 0 0.259259 0 0.25 0.25 0.138889 0 0 0 9.375 9.625 2.31855e+06 35638 18964 734
9.75 0.26 0.0288889 0.0811765 0.238095 0.0507937 0.0807348 1 0 0.666667 9.625 9.875 4.46162e+06 76742 33676 1232
10.00 0.16129 0.189773 0.000133291 0.2 0.281928 0.0235294 0 0.111111 0 9.875 10.125 4.02727e+06 83563 33576 1311
10.25 0.733333 0.072381 0.511111 1 -0.121212 0.791667 0 0.666667 0 10.125 10.375 2.63266e+06 75625 29343 1247
10.50 0.870968 0.0449201 0.204301 0.92 0.08 0.155294 0.4 0.6 0.4 10.375 10.625 1.62389e+06 69719 24454 1122
10.75 0.880682 0.0599123 0.0583446 0.871795 0.0897436 0.0536131 1 0 1 10.625 10.875 965768 54488 17543 868
11.00 0.87027 0.0463964 0.0418071 0.848958 0.083626 0.0191711 0.833333 0.166667 0.141026 10.875 11.125 535059 37911 11545 558
11.25 0.856594 0.0410293 0.0209777 0.842784 0.0597588 0.0030399 0.764706 0.235294 0.0147059 11.125 11.375 293005 25180 7790 366
11.50 0.842397 0.04685 0.0144562 0.874636 0.0324276 0.0278965 0.844444 0.0786325 0.0349206 11.375 11.625 159260 13289 5187 222
11.75 0.818182 0.0659645 0.0199109 0.822072 0.0622653 0.0240036 0.829268 0.0731707 0.0573385 11.625 11.875 85332 3810 3618 128
12.00 0.704082 0.0816326 0.0209134 0.75823 0.09723 0.0281333 0.807692 0.0441596 0.0876923 11.875 12.125 44359 362 2401 76
12.25 0.692308 0.164835 0 0.621229 0.125372 0.0333786 0.727273 0.136364 0.0383838 12.125 12.375 22331 19 1548 62
12.50 0 1 0 0.506003 0.0929365 0.0269094 0.5 0.0714286 0.0714286 12.375 12.625 10741 1 791 37
12.75 0 0 0 0.347594 0.0695187 0.0193107 0.296296 0.220945 0.0820106 12.625 12.875 4882 0 235 32
13.00 0 1 0 0.192308 0.0934066 0.00712252 0.25 0.0166667 0.116667 12.875 13.125 2017 1 28 16
13.25 0 0 0 0 0 0 0.230769 0.153846 0 13.125 13.375 757 0 0 13
13.50 0 0 0 0 0 0 0 0 0 13.375 13.625 250 0 0 8
13.75 0 0 0 0 0 0 0 0 0 13.625 13.875 61 0 0 0
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 6 0 0 0
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 1 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
