#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 29957 240 462 258
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 53848 815 1508 937
9.25 1 0 1 0 0 0 0 0 0 9.125 9.375 256967 5390 9670 5846
9.50 0 0.333333 -0.111111 0 0.5 -0.111111 0 0.333333 0 9.375 9.625 1.03859e+06 19006 23705 13257
9.75 0.235294 0.219251 -0.0186742 0.484848 0.0627705 0.212121 0.52381 0.0932117 0.230476 9.625 9.875 2.86169e+06 45419 42963 23332
10.00 0.830189 0.0192737 0.31955 0.769231 0.0837104 0.264469 0.868421 0.0155075 0.289474 9.875 10.125 3.70969e+06 68850 61524 32653
10.25 0.967742 -0.00883782 0.0927419 0.97006 -0.0159782 0.0820045 0.955414 0.026568 0.0659909 10.125 10.375 2.59045e+06 66103 55893 29109
10.50 0.947727 0.0155081 0.00627887 0.937759 0.0303615 -0.00560349 0.957265 0.00515676 0.0280614 10.375 10.625 1.61036e+06 55685 43823 22925
10.75 0.948767 0.0145918 0.00373113 0.959816 0.00543797 0.0145608 0.953361 0.0125967 0.0152844 10.625 10.875 992899 45986 32341 17172
11.00 0.938105 0.0210724 0.0013513 0.950168 0.0127696 0.0118238 0.964358 -0.00251889 0.0216737 10.875 11.125 599465 35588 22433 11195
11.25 0.923998 0.0294899 0.00249678 0.927011 0.026719 0.00225204 0.94427 0.0112426 0.0114515 11.125 11.375 348682 25255 14558 7353
11.50 0.875862 0.0571153 0.00244051 0.885361 0.0425785 0.00637507 0.887157 0.0371854 0.00682878 11.375 11.625 202523 14715 9735 4496
11.75 0.828947 0.0668859 0.00821906 0.79676 0.0702389 0 0.830455 0.0435771 0.0178516 11.625 11.875 117426 4685 6655 2919
12.00 0.723404 0.0872467 -0.0076564 0.669775 0.0904542 -0.017535 0.714155 0.0598751 0.000661731 11.875 12.125 67297 511 4743 1791
12.25 0.741379 0.0380325 0.0151889 0.525 0.0811431 -0.0137891 0.561321 0.0389007 0.0109695 12.125 12.375 38333 74 3115 1194
12.50 0.666667 0.102564 0 0.411636 0.0480458 0.00798523 0.410016 0.0386415 0.0168916 12.375 12.625 21416 14 1803 769
12.75 1 0 0.5 0.326653 0.0539437 0.0233904 0.301318 0.0433787 0.0280841 12.625 12.875 11745 2 585 580
13.00 0 0 0 0.316667 0.038172 0.0454802 0.186747 0.0327652 0.0342543 12.875 13.125 6172 0 67 353
13.25 0 0 0 0.25 0.416667 0 0.110169 0.0242843 0.0319802 13.125 13.375 3166 0 4 238
13.50 0 0 0 0 0 0 0.070922 0.0118366 0.0280648 13.375 13.625 1540 0 0 146
13.75 0 0 0 0 0 0 0.0697674 0 0.00158563 13.625 13.875 694 0 1 45
14.00 0 0 0 0 0 0 0.166667 0 0 13.875 14.125 267 0 0 6
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 95 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 16 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 3 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 1 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
