#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 42316 226 314 87
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 76191 900 1251 389
9.25 0 0 0 0 0 0 0 0 0 9.125 9.375 357484 6558 8812 2940
9.50 0.25 0.0833333 0.138889 0.285714 0.339286 0.101504 0.333333 0.166667 0.190476 9.375 9.625 1.42024e+06 25855 26729 8251
9.75 0.192308 0.14572 -0.0233786 0.290909 0.116498 0.0328446 0.214286 0.185714 0.0191638 9.625 9.875 3.44395e+06 59575 47341 13962
10.00 0.459459 0.217011 0.13634 0.444444 0.277394 0.185408 0.461538 0.275304 0.188811 9.875 10.125 3.94565e+06 78931 58280 16864
10.25 0.893333 0.0197102 0.175083 0.928571 -0.00432897 0.206349 0.903226 0.0645161 0.117512 10.125 10.375 2.68764e+06 73212 50933 14896
10.50 0.935743 0.00828689 0.0355738 0.928571 0.0214286 0.0272261 0.963964 -0.0165955 0.088964 10.375 10.625 1.66015e+06 63899 40819 12153
10.75 0.933962 0.0115184 0.0217137 0.902326 0.0357932 -0.00249678 0.932203 0.0173764 0.0270047 10.625 10.875 1.01835e+06 53235 30087 9137
11.00 0.926606 0.00801212 0.0169175 0.91309 0.0272552 0.000549912 0.954023 -0.00389832 0.0495454 10.875 11.125 597737 39153 20418 5911
11.25 0.911655 0.0216358 0.0129914 0.908333 0.0291666 0.00281191 0.916836 0.0215932 0.0179188 11.125 11.375 341705 27120 13374 3715
11.50 0.867027 0.0532105 -0.000141382 0.884342 0.0372571 0.00940847 0.90493 0.0332818 0.0109125 11.375 11.625 195543 15260 8926 2290
11.75 0.793071 0.0759502 -0.00140488 0.815574 0.0660158 0.00493819 0.844371 0.0536554 0.0275459 11.625 11.875 110710 4809 6265 1573
12.00 0.771144 0.0511554 0.0123503 0.728513 0.077217 -0.000578701 0.74359 0.0786759 0.0128205 11.875 12.125 62277 530 4327 939
12.25 0.710526 0.0554312 0.0514354 0.577348 0.0760686 8.85725e-05 0.604317 0.0459298 0.0223304 12.125 12.375 34151 58 2790 626
12.50 0.833333 0.0238096 0.0641025 0.437815 0.0517156 0.00644258 0.465465 0.0513885 0.0342728 12.375 12.625 18561 13 1583 401
12.75 0.75 0 0 0.293839 0.0507557 0.0114859 0.342412 0.0501801 0.0397305 12.625 12.875 9638 4 503 288
13.00 0 0 0 0.333333 0.0416667 0.0606061 0.177778 0.0444444 0.0175568 12.875 13.125 4836 0 51 191
13.25 0 0 0 0.333333 0.333333 0 0.12037 0.0341751 0.0561502 13.125 13.375 2276 0 3 116
13.50 0 0 0 0 0 0 0.0606061 0 0.030303 13.375 13.625 990 0 0 67
13.75 0 0 0 0 0 0 0.142857 0 0.0476191 13.625 13.875 399 0 0 21
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 136 0 0 2
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 25 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 2 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 1 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
