#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.000979584 0.00121526 0.000545328 0.00447548 0.00470223 0.00260567 0.00422541 0.00501314 0.00248298 0.00413174 0.00482612 0.00221884 0.00491276 0.00636773 0.0033125 7.2 7.4 580482 447142 133340 21950 16013 6874
7.5 0.00131159 0.00142993 0.000800081 0.00871497 0.00765315 0.00491016 0.00816364 0.00718053 0.00449178 0.00768287 0.00710031 0.00458298 0.00886099 0.00894515 0.00497132 7.4 7.6 471667 357288 114379 20135 14281 6096
7.7 0.00198802 0.00205054 0.00121962 0.0150897 0.0108245 0.00816714 0.0143623 0.0121198 0.00800849 0.0139401 0.0103752 0.00772931 0.0174018 0.0134146 0.010119 7.6 7.8 388317 284904 103413 19086 13016 5636
7.9 0.00316028 0.0031857 0.00185899 0.0213839 0.0129829 0.0105063 0.0216802 0.0143682 0.0113973 0.022313 0.014249 0.011115 0.0247198 0.0172011 0.0122627 7.8 8 328004 227216 100788 19603 12612 5618
8.1 0.00535713 0.00417521 0.00286746 0.029544 0.0161304 0.0132529 0.030939 0.0159183 0.0136331 0.0302751 0.017762 0.0132376 0.0321394 0.022591 0.0159611 8 8.2 274522 182331 92191 18806 11526 5383
8.3 0.00795147 0.0057721 0.00380976 0.0410741 0.0195635 0.0165401 0.0437325 0.019964 0.017644 0.0409361 0.0173941 0.0164912 0.0474379 0.0264771 0.0195834 8.2 8.4 224721 147639 77082 16918 10375 4570
8.5 0.0123144 0.00715659 0.00528142 0.057721 0.0230194 0.0188821 0.0623871 0.0235369 0.0207716 0.0601752 0.0229456 0.0201321 0.0705309 0.02828 0.0262495 8.4 8.6 179510 118003 61507 14640 8762 3829
8.7 0.0198138 0.00764579 0.00751484 0.0811913 0.024581 0.0251866 0.0845423 0.0235217 0.0242479 0.0851654 0.0309049 0.0242811 0.0893531 0.0410539 0.0290418 8.6 8.8 143545 94731 48814 12837 7412 3271
8.9 0.0273103 0.00930071 0.00869595 0.112073 0.0265035 0.03045 0.107412 0.0256938 0.0275431 0.119941 0.0281386 0.0293935 0.127153 0.0407908 0.0329205 8.8 9 113012 74984 38028 10652 6078 2711
9.1 0.037152 0.0119711 0.0104304 0.145948 0.028092 0.0314177 0.136279 0.0231635 0.0331389 0.150727 0.0309516 0.0287201 0.167622 0.0387625 0.0302244 9 9.2 89655 59825 29830 8658 5129 2240
9.3 0.0531879 0.0122887 0.0121364 0.172805 0.0268764 0.0298612 0.148378 0.0223877 0.026927 0.185012 0.0335776 0.0336654 0.189024 0.0343855 0.0276166 9.2 9.4 72382 48658 23724 6611 4455 1815
9.5 0.0707672 0.0136812 0.0144182 0.223507 0.029605 0.0328367 0.184791 0.0256322 0.0294718 0.239173 0.0325476 0.0323015 0.268804 0.0459229 0.0360075 9.4 9.6 60130 40880 19250 4915 3678 1551
9.7 0.0931133 0.0164361 0.0170698 0.263846 0.0319667 0.0336241 0.199094 0.0262546 0.0273677 0.286879 0.0342308 0.0352888 0.306429 0.0444486 0.0370834 9.6 9.8 51229 35284 15945 3369 3449 1466
9.9 0.129485 0.0192936 0.0181768 0.322925 0.028921 0.0288579 0.210343 0.0300216 0.0241856 0.359363 0.0295897 0.030381 0.358367 0.0384713 0.0277104 9.8 10 45928 32135 13793 2154 3250 1359
10.1 0.177056 0.0173199 0.0223055 0.379522 0.0235154 0.0283378 0.224215 0.0196633 0.0251557 0.417356 0.0277932 0.0298099 0.426941 0.0266113 0.0288752 10 10.2 42707 30285 12422 1357 3233 1299
10.3 0.236701 0.0162584 0.0223689 0.447115 0.0245072 0.0233123 0.271557 0.0347214 0.0345825 0.487493 0.0233915 0.0234664 0.507513 0.0308881 0.028824 10.2 10.4 40366 29377 10989 695 3152 1262
10.5 0.308335 0.016991 0.0213061 0.513388 0.026904 0.0235985 0.318841 0.0200856 0.026577 0.533478 0.0297835 0.0246868 0.597061 0.0317599 0.0290611 10.4 10.6 36688 26969 9719 348 3125 1244
10.7 0.391249 0.017622 0.0197755 0.58606 0.028282 0.0212591 0.413534 0.0395912 0.0342235 0.58303 0.0304742 0.0276868 0.685958 0.0252662 0.0234824 10.6 10.8 29776 22679 7097 135 2404 1054
10.9 0.483266 0.0230213 0.0202446 0.66022 0.0222548 0.0232245 0.54902 0.0686274 0.0612147 0.622253 0.0192825 0.027591 0.760092 0.0178298 0.0254881 10.8 11 19583 15294 4289 39 1477 777
11.1 0.592288 0.0219043 0.0216908 0.720455 0.0351967 0.0306607 0.714286 0.142857 0.15873 0.648313 0.0275115 0.0293416 0.816489 0.0279551 0.0316792 11 11.2 9461 7633 1828 7 563 393
11.3 0.701162 0.0314628 0.0219529 0.77265 0.0282909 0.0242024 0.5 0.166667 0.166667 0.684211 0.0430622 0.0353556 0.867647 0.0242448 0.0307676 11.2 11.4 3229 2671 558 5 131 152
11.5 0.808307 0.0290793 0.0303655 0.875 0.0285088 0.0334159 1 0 1 0.666667 0.0833333 0.0555556 0.897436 0.0275641 0.045584 11.4 11.6 744 647 97 0 14 32
11.7 0.912281 0.0234991 0.0289474 0.833333 0.166667 0.0833333 0 0 0 0 1 0 1 0 0.333333 11.6 11.8 108 104 4 0 0 3
11.9 0.909091 0.0353535 0.0424243 0 1 0 0 0 0 0 0 0 0 1 0 11.8 12 14 13 1 0 0 1
12.1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
