#Peak halo mass range: 11.375 < log10(Mh/Msun) < 11.625
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Halos_Remaining Bestfit_Q_Halos_Remaining
1.002310 0 0 0 1 0 0 155930 42374
0.994717 0.0357083 -0.00177923 0.0130951 0.851466 0.0236702 -0.00271761 155930 42374
0.987123 0.0531521 -0.00149784 0.0177932 0.7658 0.0256495 -0.00487846 155930 42374
0.979529 0.0654268 -0.000171006 0.0216504 0.709326 0.0255516 -0.00310439 155930 42374
0.971935 0.0738088 0.000297077 0.0245846 0.661514 0.0299117 -0.00514382 155930 42374
0.964342 0.0794267 0.000540316 0.0254756 0.627484 0.0311786 -0.00455225 155930 42374
0.956748 0.0839864 0.000467338 0.026476 0.594162 0.0327732 -0.00409764 155930 42374
0.949154 0.0883217 0.00136487 0.0263581 0.566007 0.0350947 -0.00364912 155930 42374
0.941560 0.0926313 0.00137522 0.0283465 0.541157 0.0336406 -0.00327122 155930 42374
0.933967 0.0948567 0.00191548 0.0276018 0.520083 0.0346473 -0.00348997 155930 42374
0.926373 0.0961649 0.00171128 0.0285152 0.497687 0.0336027 -0.00235721 155930 42374
0.918779 0.0969602 0.00188629 0.0279448 0.476401 0.0343589 -0.000497907 155930 42374
0.911185 0.099038 0.00120119 0.028932 0.458347 0.0340384 -0.000578284 155930 42374
0.903592 0.100385 0.00107845 0.0288108 0.439444 0.0328796 0.0011768 155930 42374
0.895998 0.101911 0.000746071 0.0290734 0.424576 0.0316966 0.0025261 155930 42374
0.888404 0.104643 0 0.0301544 0.409308 0.0311151 0.004388 155930 42374
0.880810 0.105611 -0.00116897 0.0301012 0.395219 0.0284089 0.00665948 155930 42374
0.873217 0.106272 -0.00109366 0.0304404 0.378817 0.0308929 0.00622818 155930 42374
0.865623 0.106362 -0.00113211 0.0295809 0.36218 0.0320387 0.00455385 155930 42374
0.858029 0.1059 -0.00137973 0.0293541 0.350569 0.0303807 0.00574026 155930 42374
0.850435 0.104348 -0.00148265 0.0280262 0.341483 0.0301498 0.00651467 155930 42374
0.842842 0.102469 -0.000977665 0.0270803 0.330273 0.0299486 0.00595117 155930 42374
0.835248 0.101642 -0.00025592 0.0273025 0.319677 0.0300775 0.00626928 155930 42374
0.827654 0.101039 -0.000352457 0.0269673 0.308444 0.0304089 0.00562751 155930 42374
0.820060 0.0995767 0 0.0265396 0.299075 0.0297477 0.00644588 155930 42374
0.812467 0.0975438 0 0.0259663 0.288597 0.0283297 0.0063951 155930 42374
0.804873 0.0965113 0 0.025902 0.280077 0.0282234 0.00657666 155930 42374
0.797279 0.0953441 -0.000432171 0.0251185 0.270921 0.0271891 0.00715587 155930 42374
0.789685 0.0938626 -0.000182234 0.0243974 0.26075 0.0285056 0.00573525 155930 42374
0.782092 0.0934201 -0.000384085 0.0248706 0.252041 0.0281471 0.00713649 155930 42374
0.774498 0.0916501 -0.000120394 0.0238151 0.245056 0.0293468 0.00644764 155930 42374
0.766904 0.0898801 -0.000146545 0.0244451 0.238023 0.0299439 0.00645763 155930 42374
0.759310 0.0878728 0.000682771 0.0236399 0.229504 0.0308666 0.00684121 155930 42374
0.751717 0.0859488 0.000435218 0.0233296 0.222519 0.0305933 0.00762111 155930 42374
0.744123 0.0827743 0.000827521 0.0224976 0.214353 0.0320365 0.00788516 155930 42374
0.736529 0.0812608 0.000656895 0.0219995 0.205669 0.0330421 0.00876956 155930 42374
0.728935 0.0791637 0.0011991 0.0211144 0.201185 0.0321657 0.00978494 155930 42374
0.721342 0.0784839 0.00104744 0.0220581 0.191651 0.0343824 0.00780109 155930 42374
0.713748 0.0758097 0.0013392 0.020534 0.184878 0.0344678 0.00902437 155930 42374
0.706154 0.0742962 0.00173351 0.0206919 0.17827 0.0340831 0.00899555 155930 42374
0.698560 0.0707882 0.00189422 0.0194815 0.170482 0.0345136 0.00967932 155930 42374
0.690967 0.0685243 0.00174013 0.0189831 0.162317 0.033558 0.011556 155930 42374
0.683373 0.0672096 0.00193901 0.0187278 0.155308 0.034531 0.0104699 155930 42374
0.678310 0.0664016 0.00214388 0.0188114 0.151225 0.0344785 0.00909834 155930 42374
