#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.000568659 0.000711349 0.000334853 0.000886045 0.00149107 0.000561307 0.0010119 0.00157915 0.000637664 0.0010918 0.0015947 0.00064995 0.00234192 0.00523384 0.000776975 7.2 7.4 599660 457811 141849 25805 9713 468
7.5 0.000483909 0.000575259 0.000287664 0.000807056 0.00228238 0.000527296 0.000834123 0.00243327 0.000516406 0.00121568 0.00239889 0.00080893 0.00181488 0.00416121 0.00181488 7.4 7.6 493997 359660 134337 26375 9449 503
7.7 0.000397 0.00068943 0.000229184 0.000997659 0.00348549 0.000739445 0.00102463 0.00361809 0.000675682 0.00149111 0.00399675 0.00113803 0 0.00688468 0 7.6 7.8 400896 277455 123441 26324 9209 500
7.9 0.000397927 0.0010571 0.000236893 0.00166091 0.00526629 0.00131698 0.00166877 0.00631415 0.00119302 0.00199956 0.00464875 0.00170261 0 0.00824742 0 7.8 8 320857 215211 105646 24593 8753 513
8.1 0.00057076 0.0016183 0.000393957 0.00276498 0.00870986 0.00218169 0.00314479 0.00920216 0.00237119 0.00374483 0.0113949 0.0029526 0.00393701 0.0124949 0.00393701 8 8.2 250181 166517 83664 21766 7506 475
8.3 0.00111654 0.0028783 0.000905268 0.00570991 0.0128163 0.00429029 0.00711442 0.01573 0.00492733 0.00662252 0.0136647 0.00494868 0.0101266 0.0235273 0.007833 8.2 8.4 193417 130015 63402 18706 6403 355
8.5 0.00228067 0.00451476 0.00173503 0.0107582 0.0190433 0.00780536 0.0126088 0.0208167 0.0089077 0.0133571 0.0213352 0.00975413 0.0122324 0.032048 0.00852871 8.4 8.6 150360 102089 48271 15694 5404 317
8.7 0.0042555 0.0070881 0.00293152 0.0205782 0.0265222 0.0133218 0.021108 0.0249826 0.0137131 0.0253117 0.0275784 0.0172972 0.0272374 0.0320847 0.0139483 8.6 8.8 116285 80176 36109 13102 4460 257
8.9 0.00792281 0.0103457 0.00441347 0.0345436 0.0347843 0.0197521 0.0311942 0.0324701 0.0183978 0.0399286 0.0394542 0.0217612 0.044898 0.0359531 0.0229681 8.8 9 89522 62425 27097 10371 3851 235
9.1 0.0135884 0.0160929 0.0068125 0.0561793 0.0415895 0.0307988 0.0444307 0.0373772 0.0241404 0.06407 0.0504795 0.0356974 0.0555556 0.0444444 0.0286738 9 9.2 68846 49021 19825 7338 3164 174
9.3 0.0253903 0.0213524 0.0113955 0.0861574 0.0453438 0.0397278 0.0595887 0.0383158 0.0271448 0.112648 0.0544812 0.0516546 0.119497 0.0623213 0.0528302 9.2 9.4 52937 38062 14875 5069 2784 143
9.5 0.0415362 0.0251729 0.0158854 0.126411 0.0513409 0.0490271 0.0737705 0.0409627 0.032285 0.162001 0.056239 0.0596207 0.146154 0.102073 0.0731612 9.4 9.6 40647 29751 10896 3068 2279 137
9.7 0.0663032 0.0297405 0.0190368 0.184262 0.0477042 0.0608276 0.10655 0.0371432 0.0434119 0.226863 0.0534298 0.0654279 0.202899 0.0797101 0.0433241 9.6 9.8 31338 23361 7977 1731 1967 86
9.9 0.0972894 0.0301064 0.0224162 0.234652 0.0480009 0.0597183 0.129913 0.0356843 0.0446132 0.267789 0.0544515 0.0674124 0.253731 0.0702123 0.0670647 9.8 10 25038 18999 6039 879 1689 71
10.1 0.146836 0.0264476 0.0272629 0.287616 0.0535317 0.0468403 0.163728 0.0231141 0.0315318 0.330259 0.0608994 0.0464843 0.375 0.0555556 0.0365385 10 10.2 20386 15806 4580 386 1555 66
10.3 0.207392 0.0264295 0.0284232 0.359375 0.0427414 0.0397029 0.160305 0.0365451 0.0366494 0.415235 0.0505366 0.0471193 0.483871 0.0506118 0.0700778 10.2 10.4 17003 13489 3514 160 1347 63
10.5 0.274794 0.0252159 0.0256509 0.421497 0.0417301 0.0430884 0.283784 0.0495495 0.0739073 0.463851 0.0439215 0.0408657 0.612903 0.047811 0.0504032 10.4 10.6 14260 11531 2729 66 1158 63
10.7 0.338505 0.0219087 0.0223007 0.509538 0.0394002 0.0394896 0.384615 0.0528846 0.0675422 0.516393 0.040037 0.0402029 0.723077 0.0602564 0.0611051 10.6 10.8 11196 9250 1946 35 874 73
10.9 0.387092 0.0221733 0.0216088 0.534211 0.0342934 0.0337871 0.230769 0.0692308 0.0641026 0.534923 0.0389085 0.0326402 0.735294 0.0361345 0.0534759 10.8 11 7497 6274 1223 14 593 39
11.1 0.446056 0.0243051 0.0264629 0.560863 0.0329441 0.0367913 1 0 0.333333 0.501629 0.041007 0.0345234 0.740741 0.0523627 0.0621693 11 11.2 3769 3205 564 1 257 31
11.3 0.491816 0.0324558 0.0282145 0.574766 0.0502337 0.0507663 0 0 0 0.53211 0.0439768 0.0506286 0.764706 0.0686274 0.0690537 11.2 11.4 1552 1324 228 1 118 14
11.5 0.568446 0.0398019 0.0327312 0.62069 0.0658776 0.0570533 0 0 0 0.592593 0.10306 0.068783 0.833333 0.166667 0.233333 11.4 11.6 374 330 44 0 22 3
11.7 0.615385 0.051282 0.0580076 0.75 0.25 0.166667 0 0 0 1 0 0.333333 0 0 0 11.6 11.8 67 62 5 0 3 0
11.9 0.8 0.2 0.466667 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 3 3 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
