#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0 0.000158519 5.27337e-06 0 0.000235077 7.5953e-06 -2.25512e-06 2.25512e-06 1.24948e-05 -3.71173e-06 3.71173e-06 4.38459e-05 7.2 7.4 534631 90574 7503 177 0
7.5 0 0.000145497 1.2793e-05 -2.02431e-06 0.000225247 1.53036e-05 -8.2192e-06 8.2192e-06 2.48733e-05 -1.47769e-05 1.23049e-05 6.85284e-05 7.4 7.6 415020 79864 7817 213 0
7.7 -5.89847e-06 0.00023181 1.75222e-05 6.03862e-05 0.00067455 9.32376e-05 -2.3725e-05 2.07719e-05 4.08816e-05 -3.13068e-05 2.13639e-05 0.000126071 7.6 7.8 310791 66089 7606 185 0
7.9 -2.3638e-05 0.000521928 2.63273e-05 4.05748e-05 0.00123511 9.42299e-05 -4.54805e-05 3.41466e-05 6.21071e-05 -6.33673e-05 3.37015e-05 0.000238902 7.8 8 224771 50168 6926 162 0
8.1 -2.30183e-05 0.000716203 4.11002e-05 -2.60146e-05 0.00119433 6.64542e-05 -7.21527e-05 5.6659e-05 0.000100738 -9.84965e-05 5.72958e-05 0.000319082 8 8.2 158915 35259 5957 159 0
8.3 -1.32633e-05 0.00113081 5.69225e-05 -1.27604e-05 0.00236422 9.20577e-05 -9.04208e-05 7.63885e-05 0.000108855 -0.000125196 7.41701e-05 0.000398244 8.2 8.4 110523 23633 5071 125 0
8.5 9.79052e-06 0.00260898 6.36307e-05 -1.45881e-05 0.0038108 5.89273e-05 -3.74658e-05 0.01024 7.30111e-05 -7.32187e-05 5.60017e-05 0.00066946 8.4 8.6 75696 15495 4010 114 0
8.7 0.00010008 0.00312398 0.000118749 0 0.00602951 4.27716e-05 -2.26526e-05 0.0119153 9.52024e-05 -5.04325e-05 5.04325e-05 0.000865782 8.6 8.8 51330 9702 3289 75 0
8.9 0.000102536 0.00353883 0.000139518 0 0.00579694 5.88893e-05 -3.39662e-05 0.0148744 0.000192468 -8.11162e-05 5.34689e-05 0.00176104 8.8 9 34640 6130 2456 63 0
9.1 9.6523e-05 0.00756931 0.000197091 0 0.00992404 0.000110825 -8.01796e-05 0.0175146 0.000391992 -0.000142261 0.000142261 0.00386713 9 9.2 23216 3909 1887 55 0
9.3 0.00066592 0.0113075 0.00066592 0.000483519 0.0125116 0.000483519 0.0226621 0.030599 0.0226621 -8.15062e-05 8.15062e-05 0.00761947 9.2 9.4 15249 2403 1320 38 0
9.5 0.00134478 0.0175279 0.00134478 0.000659318 0.0144952 0.000659318 0 0.0580259 0.000372763 -0.000212675 0.000212675 0.0120518 9.4 9.6 9904 1354 748 38 0
9.7 0.00111483 0.0301305 0.00111483 0 0 0.00383877 0.0270187 0.0852752 0.0270187 -0.00112381 0.00112381 0.0231196 9.6 9.8 6366 800 442 37 0
9.9 0.00149196 0.0346022 0.00190502 -0.000587717 0.000587717 0.00710106 0.0317337 0.118132 0.0320432 -0.00250766 0.00250766 0.0346714 9.8 10 3999 452 224 27 0
10.1 0 0.0391994 0.00178891 -0.000457666 0.0159173 0.00903976 0.0311789 0.208962 0.0319992 -0.00728266 0.00728266 0.0439994 10 10.2 2471 245 102 20 0
10.3 0.00260944 0.0702312 0.00654335 -0.00204499 0.0302298 0.0196531 0.0815281 0.161052 0.0840619 -0.0184719 0.0175528 0.0611606 10.2 10.4 1548 173 57 26 0
10.5 0.00591477 0.0663361 0.0168459 -0.0125385 0.0125385 0.0409863 0.0800247 0.146727 0.0855268 -0.0360825 0.0331797 0.0843364 10.4 10.6 916 68 20 6 0
10.7 0.0146783 0.0613921 0.0443586 -0.015625 0.0981731 0.0639598 -0.00544959 0.155031 0.04623 -0.0501475 0.0426475 0.107747 10.6 10.8 496 28 6 8 0
10.9 -0.027027 0.0272242 0.0596782 -0.045977 0.045977 0.119826 -0.00657895 0.127352 0.0604602 -0.0763052 0.0660488 0.12112 10.8 11 264 18 2 5 0
11.1 -0.0422535 0.0422535 0.0837155 -0.0843373 0.0718373 0.114136 -0.0272727 0.172434 0.103162 -0.0843373 0.0718373 0.114136 11 11.2 117 10 1 3 0
11.3 -0.0344828 0.239611 0.126808 -0.1 0.1 0.129167 -0.0344828 0.252431 0.128308 -0.1 0.1 0.129167 11.2 11.4 43 2 0 2 0
