#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 58518 1776 221 267 37
9 -2.0256e-05 2.05546e-10 0 -2.0256e-05 2.05546e-10 0 -2.0256e-05 2.05546e-10 0 -2.0256e-05 2.05546e-10 0 8.875 9.125 103936 5200 872 964 167
9.25 -4.68903e-06 2.27629e-05 4.688e-06 -4.68903e-06 2.34479e-06 7.03226e-06 -4.68903e-06 2.34474e-06 7.03399e-06 -4.68903e-06 2.34472e-06 9.37612e-06 9.125 9.375 466305 39778 6927 7413 1414
9.5 7.20758e-05 0.000831814 -1.12608e-05 0.000137322 0.0010778 3.01089e-05 0.000101504 0.0013397 -1.40999e-05 0.00034554 0.00113319 0.000199714 9.375 9.625 1.73919e+06 191492 30819 26135 4594
9.75 0.000205197 0.00241244 -1.74693e-05 0.000450786 0.004176 4.00561e-05 0.000537735 0.00518783 -2.61772e-05 0.000982049 0.00503971 8.22411e-05 9.625 9.875 3.84993e+06 486375 68975 46300 7986
10 9.31287e-05 0.00125752 -6.74801e-05 0.000126206 0.00202918 -9.90244e-05 0.000233031 0.00247873 -8.9535e-05 0.000952077 0.00216587 9.50016e-05 9.875 10.125 4.04251e+06 582928 83174 51630 8997
10.25 0.000307994 0.00114043 0.000180414 0.00041007 0.0015093 0.000181019 0.000809773 0.00173196 0.000603983 0.000565156 0.00209007 0.000482413 10.125 10.375 2.70917e+06 507600 75569 44516 7918
