#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 132514 130695 1819 144 65 0
9.00 0 1.38475e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 220385 216644 3741 571 258 2
9.25 8.61543e-06 2.09206e-05 2.46198e-06 0 6.90155e-05 0 0 0 0 0 0 0 0 0 0 9.125 9.375 841456 812496 28960 5557 2546 40
9.50 2.98034e-05 0.000318727 5.41012e-06 4.71509e-05 0.000861405 -3.88915e-06 5.78821e-05 0.00120174 -2.78004e-05 7.49457e-05 0.00103905 -7.2384e-05 0 0.00413223 0 9.375 9.625 2.62792e+06 2.41583e+06 212085 34553 13343 242
9.75 0.000117049 0.00108378 1.41787e-05 0.000204097 0.00219514 1.92209e-05 0.000281686 0.00330482 2.92089e-05 0.000424376 0.00359295 9.76188e-05 0 0.00461894 0 9.625 9.875 4.6947e+06 4.16064e+06 534060 74551 23564 422
10.00 9.52812e-05 0.000776935 -3.5599e-06 0.000104713 0.00155944 -1.69149e-05 0.000153077 0.00206389 -3.55103e-05 0.000214786 0.00271813 2.02939e-05 0 0.00225225 0 9.875 10.125 3.94291e+06 3.37947e+06 563443 78392 23279 451
10.25 1.99771e-05 0.00026782 1.00332e-06 6.5334e-05 0.000626677 2.80549e-05 6.95246e-05 0.000998968 4.57544e-05 9.71298e-05 0.00115654 5.15738e-05 0 0 0 10.125 10.375 2.52684e+06 2.05235e+06 474485 71917 20591 381
10.50 1.37097e-05 6.48033e-05 1.28529e-05 0.000264637 0.000935308 0.000256871 0.000257947 0.00133004 0.000257947 0.000800046 0.00128665 0.000800046 0.00273973 3.80517e-05 0.00273973 10.375 10.625 1.55249e+06 1.16706e+06 385434 65905 17499 365
10.75 7.32892e-05 8.04676e-05 7.32892e-05 0.00127073 0.00290724 0.00125793 0.00150639 0.0040221 0.00150639 0.00318211 0.00471481 0.00310872 0 0.00398406 0 10.625 10.875 902308 668584 233724 49788 12256 247
11.00 0.000514251 0.000585273 0.000511588 0.00614224 0.00976337 0.00601701 0.00674438 0.0109119 0.00664035 0.0112754 0.0137638 0.0109081 0.03125 0.0342262 0.03125 10.875 11.125 491710 375303 116407 34399 7982 160
11.25 0.00285172 0.00248454 0.002818 0.0251971 0.0234144 0.0232667 0.0232068 0.0230363 0.0223882 0.0377718 0.0330563 0.0331455 0.038835 0.0223895 0.038835 11.125 11.375 263394 207594 55800 22321 5242 103
11.50 0.0122856 0.00622023 0.0118913 0.071641 0.0411424 0.057519 0.0508892 0.0321138 0.0436856 0.0998336 0.0518793 0.0721579 0.0757576 0.0648674 0.0459068 11.375 11.625 139675 114117 25558 11358 3606 66
11.75 0.0466946 0.0130963 0.0409547 0.171291 0.0578972 0.106762 0.104323 0.0486652 0.0709293 0.211833 0.066624 0.123552 0.235294 0.0218488 0.121008 11.625 11.875 72450 60628 11822 3192 2417 34
12.00 0.131501 0.0170243 0.0868722 0.315356 0.0516526 0.124062 0.155844 0.065368 0.047657 0.364932 0.0657553 0.122544 0.322581 0.0322581 0.135081 11.875 12.125 36237 30897 5340 308 1614 31
12.25 0.280638 0.0103113 0.109484 0.501169 0.0600184 0.0949333 0.5 0.136364 0.125 0.546078 0.0618919 0.0879411 0.652174 0.0144928 0.0434783 12.125 12.375 17365 15226 2139 8 1020 23
12.50 0.482797 0.0457801 0.0865047 0.663683 0.0462793 0.0651607 0 0 0 0.648111 0.0522704 0.063316 0.5 0.125 0 12.375 12.625 7903 7121 782 0 503 8
12.75 0.690772 0.0876964 0.0749345 0.830709 0.0398796 0.0581596 0 0 0 0.784173 0.0515416 0.086331 1 0 0 12.625 12.875 3310 3056 254 0 139 9
13.00 0.849741 0.074266 0.0569948 0.870588 0.0588235 0.0470588 0 0 0 0.9375 0.0625 0.1875 0.888889 0.111111 0.111111 12.875 13.125 1243 1158 85 0 16 9
13.25 0.934383 0.0524935 0.0183727 1 0 0 0 0 0 0 0 0 1 0 0 13.125 13.375 399 381 18 0 0 3
13.50 0.974138 0.00862074 0.0172414 1 0 0 0 0 0 0 0 0 1 0 0 13.375 13.625 122 116 6 0 0 2
13.75 0.95 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 20 20 0 0 0 0
