#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00262519 0.0019906 0.00118418 0.0104794 0.00752308 0.00365176 0.010515 0.00842424 0.00387012 0.0122141 0.00822227 0.00448688 0.014098 0.00770805 0.00579608 7.2 7.4 623170 483714 139456 18833 17391 13809
7.5 0.00347512 0.00251197 0.00153473 0.0151534 0.00900253 0.004938 0.0156077 0.00822203 0.00512113 0.0163247 0.00887562 0.00608796 0.0186885 0.00937092 0.00670535 7.4 7.6 526358 403768 122590 17582 15804 12810
7.7 0.00471805 0.00311736 0.00207203 0.0237789 0.0149942 0.00679106 0.0248861 0.0154798 0.00750195 0.0219715 0.013321 0.00658178 0.0281654 0.0124889 0.00864277 7.6 7.8 438334 333293 105041 15723 14276 11298
7.9 0.00709348 0.00416524 0.00278085 0.0417274 0.0208304 0.0103084 0.0422177 0.0235304 0.0114056 0.03957 0.0208384 0.00988295 0.0437407 0.0145635 0.0117888 7.8 8 363757 272107 91650 14528 12560 10037
8.1 0.0101995 0.00470147 0.00365898 0.0615565 0.023855 0.0127042 0.063571 0.0244088 0.0138233 0.0579663 0.0221455 0.0119426 0.0631657 0.0202517 0.0155711 8 8.2 304079 218432 85647 13877 11903 9467
8.3 0.0146751 0.00603753 0.00479924 0.0766117 0.0262702 0.0137484 0.0786213 0.0274299 0.0148332 0.0750126 0.0241934 0.0133123 0.0812252 0.0219315 0.0174089 8.2 8.4 256576 174301 82275 13717 11231 9266
8.5 0.0211252 0.00746965 0.00636337 0.0967594 0.0266378 0.0148506 0.0979192 0.0279896 0.0171748 0.0979949 0.0266277 0.0157125 0.110297 0.0235842 0.022296 8.4 8.6 211645 140449 71196 12781 9940 7878
8.7 0.0285383 0.008546 0.00751567 0.123429 0.0276683 0.016663 0.128566 0.0297956 0.020039 0.120299 0.0272309 0.015858 0.139233 0.0238152 0.0257901 8.6 8.8 170044 111448 58596 11229 8689 6938
8.9 0.0379255 0.00962147 0.00856344 0.152493 0.0279884 0.0191793 0.154213 0.0278873 0.0231822 0.153378 0.0285474 0.0221957 0.171803 0.0256181 0.0248723 8.8 9 137495 90289 47206 9703 7258 5668
9.1 0.0492691 0.0108463 0.00931928 0.190978 0.0247092 0.0211548 0.186096 0.0236798 0.0238508 0.19139 0.0237811 0.0201138 0.209378 0.0260017 0.0245994 9 9.2 110760 73058 37702 8119 6095 4770
