#Observed stellar mass range: 8.8 < log10(M*/Msun) < 9
#Quenched: SFR / SM < 1e-11 / yr
#Galaxies at z=0 are selected as quenched via observed SSFR.
#Quenching histories are based on true SSFR.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Galaxies_Remaining Bestfit_Q_Galaxies_Remaining
1.002310 0.00270571 0.00420247 0.000402193 0.995369 0.00121784 0.00671887 143031 20514
0.994717 0.0228202 0.00330753 0.00945979 0.830896 0.0243921 0.00155073 143031 20514
0.987123 0.0347128 0.00319336 0.0132354 0.726869 0.0337914 0.00273919 143031 20514
0.979529 0.0409911 0.00453974 0.0152226 0.654626 0.0371928 0.00478971 143031 20514
0.971935 0.0448225 0.00460723 0.0168671 0.598079 0.039564 0.0052793 143031 20514
0.964342 0.0489614 0.00478103 0.0177139 0.557229 0.0415456 0.00728571 143031 20514
0.956748 0.0512686 0.00512043 0.0185551 0.519986 0.041969 0.00997597 143031 20514
0.949154 0.0526529 0.00557264 0.0172663 0.4922 0.0395647 0.012785 143031 20514
0.941560 0.054219 0.00533413 0.0170382 0.463342 0.037799 0.0137907 143031 20514
0.933967 0.0555124 0.00551214 0.0170272 0.434191 0.0388823 0.0141554 143031 20514
0.926373 0.056666 0.00501509 0.0169637 0.409233 0.039646 0.0107156 143031 20514
0.918779 0.056701 0.00496765 0.015984 0.387248 0.0386292 0.0128613 143031 20514
0.911185 0.0568688 0.00548498 0.0158323 0.367261 0.0379776 0.014306 143031 20514
0.903592 0.0579874 0.00523368 0.0171839 0.351955 0.0339927 0.0176449 143031 20514
0.895998 0.0585118 0.00513786 0.0168057 0.333431 0.0340886 0.0184517 143031 20514
0.888404 0.0595955 0.00468248 0.0172774 0.318027 0.0327888 0.0193712 143031 20514
0.880810 0.060001 0.0039529 0.0169501 0.30038 0.0299082 0.0183069 143031 20514
0.873217 0.0594207 0.00408057 0.0168404 0.283124 0.0332278 0.0140204 143031 20514
0.865623 0.0588753 0.00411164 0.0164703 0.268158 0.0328919 0.0140189 143031 20514
0.858029 0.0572463 0.00450568 0.015537 0.256215 0.0305443 0.013548 143031 20514
0.850435 0.0561207 0.00421295 0.0151319 0.243687 0.0322129 0.0137947 143031 20514
0.842842 0.0554006 0.00411857 0.0145734 0.233548 0.0329989 0.0127131 143031 20514
0.835248 0.0543239 0.00419105 0.0136594 0.228088 0.0283007 0.0145566 143031 20514
0.827654 0.0529605 0.00449124 0.0133878 0.214195 0.0300413 0.0124936 143031 20514
0.820060 0.0521076 0.00452265 0.0122863 0.205859 0.029971 0.0131782 143031 20514
0.812467 0.0521286 0.00413056 0.012244 0.195525 0.029068 0.0121189 143031 20514
0.804873 0.0501709 0.00551539 0.0109282 0.186702 0.029628 0.0127473 143031 20514
0.797279 0.0486957 0.0053953 0.0105087 0.175441 0.0307833 0.0102762 143031 20514
0.789685 0.0479686 0.00547721 0.0102961 0.17042 0.0307973 0.0108986 143031 20514
0.782092 0.0464585 0.00638978 0.00913669 0.163254 0.0307765 0.0109405 143031 20514
0.774498 0.0454447 0.00589535 0.00964874 0.155309 0.0292065 0.0127152 143031 20514
0.766904 0.0446686 0.00632669 0.00927227 0.148971 0.0299532 0.011695 143031 20514
0.759310 0.0433403 0.00636161 0.00937802 0.142244 0.0295603 0.0115103 143031 20514
0.751717 0.0421937 0.00569347 0.00932325 0.134152 0.0324211 0.00906801 143031 20514
0.744123 0.0412498 0.00593228 0.00922268 0.13113 0.0288283 0.0109219 143031 20514
0.736529 0.0395718 0.00635289 0.00894704 0.123233 0.0311422 0.00876268 143031 20514
0.728935 0.0392782 0.00623931 0.00918497 0.118846 0.0298669 0.0103126 143031 20514
0.721342 0.0380057 0.00665372 0.00837245 0.115238 0.0295723 0.0103795 143031 20514
0.713748 0.0362019 0.00647281 0.0082454 0.109047 0.0313319 0.00965777 143031 20514
0.706154 0.0346428 0.00652174 0.00782563 0.1031 0.0322912 0.0082529 143031 20514
0.698560 0.0323986 0.00712005 0.00714522 0.0973969 0.0309392 0.00891847 143031 20514
0.690967 0.0312729 0.00707788 0.00711388 0.0933996 0.0283806 0.0105005 143031 20514
0.683373 0.0304759 0.00686961 0.00725491 0.0891586 0.0292144 0.0108098 143031 20514
0.678310 0.0290636 0.0074797 0.00666714 0.0870625 0.0283502 0.0104673 143031 20514
0.673248 0.0286581 0.00758354 0.00712059 0.0848689 0.0281361 0.0104665 143031 20514
0.668185 0.0274066 0.00753268 0.00742565 0.0813591 0.0286022 0.0099305 143031 20514
0.663123 0.0263439 0.00769733 0.00741313 0.0776055 0.0285372 0.0108981 143031 20514
0.658060 0.0251274 0.00710383 0.00673052 0.0731695 0.02916 0.00933816 143031 20514
0.652998 0.0243793 0.00771706 0.00643822 0.0728771 0.0278424 0.0115943 143031 20514
0.647935 0.0235823 0.00754498 0.00613553 0.069611 0.0284774 0.0108609 143031 20514
0.642873 0.0225126 0.00782637 0.00606074 0.0667349 0.0273377 0.010225 143031 20514
0.637810 0.022149 0.00781669 0.00591906 0.0638588 0.0280477 0.0103321 143031 20514
0.632748 0.0210654 0.00742217 0.00575792 0.061324 0.0296041 0.00822015 143031 20514
0.627685 0.0204152 0.00712756 0.00578387 0.060154 0.0280204 0.0100001 143031 20514
0.622623 0.0194783 0.0074038 0.00551718 0.0575704 0.0291228 0.00978293 143031 20514
0.617560 0.0184575 0.0075771 0.00531837 0.0538657 0.0289797 0.00823534 143031 20514
0.612498 0.018101 0.00738187 0.00538871 0.0534757 0.0269664 0.010605 143031 20514
0.607435 0.0169544 0.00783729 0.00497606 0.0519158 0.0265922 0.00994517 143031 20514
0.602373 0.0165838 0.00749344 0.00549343 0.0494297 0.0264035 0.00906304 143031 20514
0.597310 0.0158847 0.00762695 0.0053315 0.047236 0.0278813 0.00884258 143031 20514
0.592248 0.0150946 0.00785816 0.00502344 0.0450424 0.0267693 0.00951422 143031 20514
0.587185 0.014773 0.00754597 0.00522237 0.042605 0.0254411 0.00917339 143031 20514
0.582123 0.0138851 0.00746617 0.00504042 0.039144 0.0251117 0.00930637 143031 20514
0.577060 0.0134237 0.0076073 0.00512345 0.0388515 0.0247248 0.00880658 143031 20514
0.571997 0.0125987 0.00735918 0.00511573 0.0364142 0.0245089 0.00866594 143031 20514
0.566935 0.0118855 0.00729413 0.00492609 0.0332456 0.0258477 0.00681575 143031 20514
0.561872 0.0113122 0.00702177 0.00486796 0.0322219 0.025114 0.00909195 143031 20514
0.556810 0.0105222 0.00752451 0.00445022 0.030077 0.0228993 0.00901687 143031 20514
0.551747 0.0100398 0.00704094 0.00410828 0.0280296 0.0229478 0.00800897 143031 20514
0.546685 0.00982305 0.00720784 0.00404619 0.0285659 0.0203673 0.00988539 143031 20514
0.541622 0.00953639 0.0067857 0.00433051 0.0248611 0.0231425 0.0073283 143031 20514
0.536560 0.00853661 0.00721387 0.00369866 0.0239836 0.0222443 0.00683169 143031 20514
0.531497 0.0079703 0.00662287 0.00386209 0.0232524 0.0210395 0.00814486 143031 20514
0.526435 0.00727814 0.00666491 0.00339526 0.0216438 0.02032 0.00767748 143031 20514
0.521372 0.00697052 0.00628401 0.00348899 0.0200351 0.0187254 0.00718574 143031 20514
0.516310 0.00643916 0.00598776 0.0030494 0.017939 0.0176943 0.00640262 143031 20514
0.511247 0.00604065 0.00591048 0.00302809 0.0182802 0.0172102 0.00674385 143031 20514
0.506185 0.0056701 0.00532866 0.00286723 0.0170615 0.0164646 0.00641057 143031 20514
0.501122 0.00527858 0.00548325 0.00268333 0.0155016 0.0159505 0.00616664 143031 20514
0.496060 0.00513875 0.00468709 0.00280021 0.0149166 0.0139215 0.00641239 143031 20514
0.490997 0.00449553 0.0047866 0.00229328 0.0137467 0.0129351 0.00574271 143031 20514
0.485935 0.0042718 0.00435115 0.00228458 0.0120893 0.0128137 0.00522052 143031 20514
0.480872 0.00413197 0.00398091 0.00241018 0.0115043 0.0138838 0.00485031 143031 20514
0.475810 0.00371248 0.00400383 0.00224974 0.0118943 0.0132676 0.00547385 143031 20514
0.470747 0.00347477 0.00372176 0.00204205 0.0107244 0.0129374 0.0051583 143031 20514
0.465685 0.00308325 0.00356633 0.00210046 0.0100907 0.0115066 0.00524251 143031 20514
0.460622 0.00273367 0.0034477 0.0017062 0.00935946 0.0113391 0.00475716 143031 20514
0.455560 0.00269172 0.00305098 0.00185763 0.00862825 0.0106384 0.00445656 143031 20514
0.450497 0.00241206 0.0030339 0.00170354 0.00809203 0.0108042 0.00424115 143031 20514
0.445435 0.00220931 0.00274749 0.00154699 0.00799454 0.0101231 0.00480034 143031 20514
0.440372 0.00188071 0.00244226 0.00134633 0.00662962 0.00836156 0.00395633 143031 20514
0.435310 0.00173389 0.00248396 0.00123391 0.00487472 0.00821039 0.00277575 143031 20514
0.430247 0.00157309 0.00236115 0.00114947 0.0051672 0.00621578 0.00334948 143031 20514
0.425185 0.0014822 0.00207067 0.0011546 0.00409476 0.00631969 0.00230197 143031 20514
0.420122 0.00118156 0.00187028 0.00092404 0.00346105 0.00660895 0.00210016 143031 20514
0.415060 0.00102076 0.00163064 0.000805575 0.00424101 0.0056421 0.0031046 143031 20514
0.409997 0.000901902 0.00144482 0.000710966 0.00282734 0.00471743 0.00166485 143031 20514
0.404935 0.000999783 0.00112549 0.000868118 0.00297358 0.0038332 0.0018908 143031 20514
0.399872 0.000762073 0.00112311 0.000637048 0.00263235 0.00345793 0.00196278 143031 20514
0.394810 0.000727115 0.000828783 0.00064958 0.00214488 0.00352744 0.00149179 143031 20514
0.389747 0.000601268 0.00098055 0.000545388 0.0017549 0.00263056 0.00134099 143031 20514
