#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 44754 1860 264 317 92
9 -1.34387e-05 1.34387e-05 0 -1.34387e-05 1.34387e-05 0 -1.34387e-05 1.34387e-05 0 -1.34387e-05 0 0 8.875 9.125 80104 5692 893 1180 348
9.25 -9.02527e-06 4.67684e-05 3.00741e-06 -9.02527e-06 0.000149085 3.0085e-06 -9.02527e-06 3.00902e-06 1.20306e-05 -9.02527e-06 3.00908e-06 1.20306e-05 9.125 9.375 374678 42278 6556 8483 2591
9.5 0.000105792 0.000718251 0 0.000131452 0.00104154 -2.556e-05 0.000171281 0.00104029 5.62341e-06 0.000439766 0.00144006 0 9.375 9.625 1.47138e+06 177010 26859 26594 7523
9.75 0.000293284 0.00242064 -1.08907e-05 0.000567139 0.00385183 -1.47963e-05 0.000471521 0.00454571 -5.83426e-05 0.000964828 0.00511559 7.0867e-05 9.625 9.875 3.51357e+06 446757 61294 47119 12745
10 0.000166146 0.00120714 -2.11278e-05 0.000239545 0.00174323 -3.50596e-05 9.79276e-05 0.00236424 -0.000102483 0.000772715 0.00195891 0.000222538 9.875 10.125 3.96635e+06 572311 79591 56983 15082
10.25 0.000712292 0.00165035 0.000394213 0.000662114 0.00236652 0.000184338 0.00109304 0.00240968 0.00067583 0.00260248 0.00368632 0.00138478 10.125 10.375 2.69503e+06 504942 73863 49891 13274
