#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.000722929 0.000778204 0.000407146 0.00305316 0.00371891 0.00195114 0.00326556 0.00383276 0.00217997 0.00262329 0.00318639 0.00172384 0.00304491 0.00459628 0.00212269 7.2 7.4 576624 442946 133678 23699 14491 3746
7.5 0.000746618 0.00120163 0.000448467 0.00508554 0.00645308 0.00338168 0.00547286 0.00606645 0.00361282 0.0045045 0.00569147 0.0028273 0.00639777 0.00764 0.00354154 7.4 7.6 468946 349896 119050 22355 13244 3394
7.7 0.00112628 0.0018555 0.000763706 0.00794993 0.00929394 0.00530164 0.0088981 0.00965764 0.00584633 0.00751263 0.00838333 0.00527254 0.0100469 0.0121295 0.00685811 7.6 7.8 388813 276129 112684 22238 12814 3561
7.9 0.00179727 0.00254067 0.00118609 0.0121327 0.0114092 0.00762684 0.0121652 0.0118277 0.00753197 0.013326 0.0110816 0.00850929 0.0173295 0.0162031 0.0102534 7.8 8 324872 218932 105940 22247 12187 3437
8.1 0.00314524 0.00352701 0.00193104 0.0180639 0.0136221 0.0105586 0.0190497 0.0141383 0.0108784 0.0184143 0.0146149 0.0109248 0.0243812 0.0214019 0.0144612 8 8.2 265833 174754 91079 20547 10974 3117
8.3 0.00538848 0.00506377 0.00290937 0.0275918 0.0173402 0.0147372 0.0300153 0.0182612 0.0156981 0.0299087 0.0176528 0.0158843 0.0340084 0.02973 0.0183038 8.2 8.4 212361 139526 72835 17968 9362 2609
8.5 0.0087425 0.00670987 0.00418111 0.0441238 0.022481 0.0209455 0.0460662 0.023965 0.0210496 0.0488842 0.023498 0.02289 0.0480038 0.0339771 0.0230038 8.4 8.6 168761 111442 57319 15391 7904 2235
8.7 0.0141436 0.00880149 0.00636131 0.0631918 0.0280962 0.0266101 0.0629158 0.0268956 0.0277885 0.0666511 0.0307024 0.0282525 0.0741806 0.0399099 0.0358419 8.6 8.8 134191 89582 44609 13221 6624 1892
8.9 0.0211593 0.0109866 0.00782362 0.0872785 0.0310413 0.0305228 0.0859075 0.0275443 0.03139 0.0917867 0.0346044 0.0315008 0.0954545 0.0487705 0.0292986 8.8 9 105708 70704 35004 10996 5650 1542
9.1 0.0305263 0.0136427 0.00897814 0.118778 0.0345638 0.0335682 0.106208 0.0288512 0.0306095 0.131589 0.0351523 0.0382344 0.132238 0.0565527 0.0355685 9 9.2 82901 56068 26833 8580 4626 1241
9.3 0.045547 0.0165211 0.0117203 0.151367 0.0332943 0.035357 0.125895 0.0257218 0.0311013 0.163003 0.0398388 0.0381714 0.174879 0.0576789 0.0371774 9.2 9.4 65788 45119 20669 6210 3892 1078
9.5 0.0622428 0.015329 0.0140057 0.198974 0.0313627 0.0365943 0.151478 0.0220177 0.0299038 0.215849 0.0392556 0.0385318 0.221578 0.0570292 0.0455967 9.4 9.6 52335 36183 16152 4268 3326 853
9.7 0.0913195 0.016808 0.0161093 0.247959 0.0353836 0.0318981 0.16726 0.0271384 0.0251954 0.279968 0.0352838 0.0349496 0.284404 0.0493991 0.0404684 9.6 9.8 43671 30457 13214 2761 3079 743
9.9 0.125865 0.0197834 0.0178917 0.302302 0.0319978 0.0344955 0.185979 0.0266325 0.0268528 0.345043 0.0308072 0.0376038 0.362229 0.0445257 0.0356666 9.8 10 38459 27478 10981 1662 2896 711
10.1 0.174282 0.0162507 0.0194311 0.362506 0.0327261 0.0289639 0.208738 0.0234603 0.028102 0.418124 0.0359177 0.032285 0.427632 0.0240279 0.0370887 10 10.2 34865 25387 9478 966 2688 649
10.3 0.23211 0.0185743 0.018523 0.427912 0.027418 0.0277168 0.225383 0.0217566 0.0245548 0.477248 0.0259802 0.0249849 0.489583 0.031154 0.0340098 10.2 10.4 32288 23922 8366 496 2697 660
10.5 0.301358 0.0173428 0.0180282 0.488721 0.0266971 0.0241149 0.316583 0.0252538 0.0355912 0.531196 0.0320191 0.0277849 0.61746 0.0341642 0.0277167 10.4 10.6 29554 22410 7144 238 2480 650
10.7 0.377595 0.0203007 0.0202067 0.557509 0.0298246 0.0258052 0.325843 0.0741573 0.0499806 0.564297 0.0320532 0.0255103 0.661417 0.0196003 0.0247201 10.6 10.8 24037 18698 5339 89 2076 569
10.9 0.449457 0.021155 0.0196909 0.623388 0.0240326 0.0254589 0.473684 0.0679825 0.0890688 0.598491 0.0267082 0.031293 0.732782 0.0219346 0.0327824 10.8 11 15961 12698 3263 23 1241 428
11.1 0.535972 0.0251231 0.0253177 0.647823 0.0311623 0.0271558 0.5 0.1 0.166667 0.582846 0.0292398 0.0281014 0.764423 0.0252765 0.0246271 11 11.2 8070 6614 1456 12 519 214
11.3 0.626879 0.0328597 0.0273003 0.706009 0.0237211 0.0321425 0.333333 0.166667 0.0833333 0.634921 0.0290138 0.0335221 0.802198 0.0249627 0.0283883 11.2 11.4 2786 2317 469 2 125 86
11.5 0.730508 0.0314842 0.03557 0.714286 0.0645604 0.0663984 0 0 0 0.655172 0.0591133 0.0551724 0.789474 0.077193 0.101974 11.4 11.6 611 531 80 0 24 16
11.7 0.852459 0.0364299 0.0460074 0.666667 0.133333 0.166667 0 0 0 0.5 0.25 0.5 1 0 0.333333 11.6 11.8 77 74 3 0 1 1
11.9 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 11.8 12 2 2 0 0 0 0
12.1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
