#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 49850 234 279 62
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 89916 905 1086 246
9.25 0 0.617275 0 0 0 0 0 0 0 9.125 9.375 412057 6745 7998 1936
9.50 0.142857 0.0793651 0.0761905 0.111111 0.174603 0 0 0.2 0 9.375 9.625 1.58341e+06 28581 26771 6090
9.75 0.2 0.0773723 0.0136201 0.210526 0.133955 -0.0077478 0.352941 0.218487 0.127135 9.625 9.875 3.65808e+06 64610 47127 10332
10.00 0.322581 0.274319 0.0669245 0.384615 0.255385 0.134615 0.529412 0.175734 0.221719 9.875 10.125 4.00516e+06 81129 54829 12113
10.25 0.95 -0.0448276 0.345833 0.822222 0.0657088 0.155556 0.818182 0.0675325 0.246753 10.125 10.375 2.70475e+06 74801 47791 10599
10.50 0.910995 0.0283116 0.0288109 0.918239 0.0282851 0.0248221 0.919355 0.0461624 0.0582438 10.375 10.625 1.66902e+06 65886 38763 8683
10.75 0.908549 0.0266564 0.0136889 0.933333 0.00466347 0.0398422 0.942857 0.0032708 0.0576112 10.625 10.875 1.02116e+06 54716 28509 6532
11.00 0.918892 0.00978321 0.0201909 0.904624 0.02882 0.00252074 0.904167 0.0394231 0.0130376 10.875 11.125 592239 39975 19056 4208
11.25 0.884781 0.0396929 -0.00180739 0.895575 0.0299567 0.00511324 0.95302 -0.00857574 0.0548384 11.125 11.375 336164 27185 12769 2720
11.50 0.869972 0.0380608 0.00814575 0.871658 0.0446352 0.00607729 0.878866 0.040053 0.00618076 11.375 11.625 190641 15259 8326 1612
11.75 0.802243 0.0739396 -0.00524956 0.798862 0.0722632 0.00473064 0.855814 0.0550771 0.0342177 11.625 11.875 107028 4592 5984 1102
12.00 0.772455 0.0681246 0.00370508 0.735122 0.0833583 0.00443304 0.743869 0.0847023 0.0127767 11.875 12.125 59624 465 4081 675
12.25 0.78125 0.0146683 0.0729167 0.586762 0.0838611 -0.00400871 0.576271 0.0835928 0.00879711 12.125 12.375 32203 50 2639 414
12.50 0.571429 0.064935 0.025974 0.443071 0.0680397 0.0051378 0.521569 0.0508951 0.0406526 12.375 12.625 17192 8 1504 301
12.75 0 0.333333 0 0.319261 0.0469004 0.0200285 0.315508 0.0866659 0.0144876 12.625 12.875 8724 2 452 203
13.00 1 0 0 0.372093 0.0597252 0.0804264 0.146341 0.0369919 0.0235344 12.875 13.125 4286 1 48 130
13.25 0 0 0 0.333333 0.666667 0 0.138889 0.0325397 0.0555556 13.125 13.375 1951 0 3 74
13.50 0 0 0 0 0 0 0.0576923 0.00113122 0.0384615 13.375 13.625 825 0 0 52
13.75 0 0 0 0 0 0 0.133333 0 0.00833334 13.625 13.875 291 0 0 16
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 90 0 0 2
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 15 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 1 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 1 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
