#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -1.31415e-05 1.31415e-05 1.31415e-05 -1.31415e-05 0 1.31415e-05 -1.31415e-05 1.31415e-05 1.31415e-05 -1.31415e-05 0 1.31415e-05 8.625 8.875 77765 1670 216 180 10
9 0 0 7.60023e-06 0 0 0 0 0 7.60023e-06 0 0 0 8.875 9.125 136150 4576 853 732 69
9.25 -1.85962e-06 2.88488e-05 2.35104e-10 -1.85962e-06 1.85962e-06 1.48755e-05 -1.85962e-06 0.000169608 0 -1.85962e-06 1.85962e-06 1.48758e-05 9.125 9.375 574113 36369 6830 5834 600
9.5 0.000122417 0.000938552 -1.34466e-05 0.000107071 0.00126444 -4.65663e-05 0.000188839 0.00163498 -7.63655e-07 0.000824473 0.000971251 0.000398236 9.375 9.625 2.02833e+06 203127 33965 23218 2237
9.75 0.000231191 0.00227794 1.95961e-05 0.000382263 0.00374883 1.49453e-05 0.000298332 0.00484643 -3.48032e-05 0.000390525 0.0061305 4.17485e-05 9.625 9.875 4.17737e+06 516609 74881 41194 3768
10 6.2916e-05 0.00114423 -1.97094e-05 5.72734e-05 0.00196176 -4.61419e-05 0.00031552 0.00295197 5.18261e-06 -0.000239946 0.000991778 -0.000120601 9.875 10.125 4.06021e+06 584425 84113 43207 4208
10.25 0.000221988 0.00078456 0.000146791 0.000275647 0.00122192 0.000144128 0.000403189 0.00125263 0.000292221 0.0010375 0.000414083 0.00119382 10.125 10.375 2.69057e+06 503445 76273 37337 3671
