#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.000378341 0.00197847 0.000348953 0.000309804 0.00218496 0.000389473 0.000550078 0.00177181 0.000521808 0.00133869 0.00222716 0.00135236 7.2 7.4 592025 139749 25299 11267 1060
7.5 0.000772012 0.00302264 0.000732381 0.000839914 0.00319383 0.000657118 0.00076082 0.00273292 0.000578695 0.000495407 0.00346915 0.000766234 7.4 7.6 485664 131114 25756 10830 1069
7.7 0.00152228 0.00436885 0.00132222 0.00188529 0.00479009 0.00159273 0.00183667 0.00474996 0.00146326 0.0013289 0.00838693 0.00147137 7.6 7.8 398936 122755 26011 10370 1115
7.9 0.0024703 0.00608895 0.0019725 0.00264079 0.00641261 0.0019219 0.00249556 0.00740542 0.00193368 0.00550809 0.0053858 0.00386961 7.8 8 321630 106999 24552 10008 1051
8.1 0.00420423 0.00885176 0.00320043 0.00433482 0.00957772 0.00332032 0.00506453 0.0100221 0.00383523 0.00727728 0.0142892 0.00564284 8 8.2 253450 85821 21572 8740 902
8.3 0.00792684 0.0126506 0.00578529 0.00963169 0.0141925 0.0066326 0.00833493 0.0146713 0.00643705 0.00981586 0.0209475 0.00602393 8.2 8.4 198232 66038 18566 7366 807
8.5 0.013764 0.0161709 0.00895419 0.015701 0.0165605 0.00991268 0.0166542 0.0202519 0.010249 0.0129389 0.026056 0.00578061 8.4 8.6 154814 50429 15896 6258 677
8.7 0.0220406 0.020655 0.0130188 0.0215083 0.0222817 0.0128803 0.0267062 0.0222314 0.0146903 0.0396597 0.0309877 0.0232187 8.6 8.8 120882 38536 13272 5139 560
8.9 0.0342182 0.0247911 0.0191063 0.0317742 0.0232086 0.0177386 0.0424065 0.0304655 0.0225198 0.0509274 0.0539088 0.0250574 8.8 9 94417 29626 10864 4525 443
9.1 0.0493927 0.0321429 0.023304 0.0373442 0.0255486 0.017102 0.0677523 0.0359888 0.0316714 0.0549198 0.032539 0.0216508 9 9.2 72739 21845 7713 3579 376
9.3 0.0732698 0.0329968 0.0299871 0.0446403 0.0267145 0.0212986 0.0945996 0.0325607 0.0321683 0.0794384 0.0621233 0.0378792 9.2 9.4 56166 16165 5306 3002 308
9.5 0.0931217 0.0337978 0.0348685 0.0483248 0.0252502 0.0239533 0.123553 0.0368807 0.0392064 0.125146 0.0497408 0.0447923 9.4 9.6 43639 12088 3320 2607 238
9.7 0.11985 0.0387812 0.0367435 0.0466444 0.0262742 0.0263732 0.145985 0.0440889 0.0419056 0.216221 0.0502483 0.0553585 9.6 9.8 34603 9289 1914 2293 213
9.9 0.143544 0.032954 0.0351679 0.0295924 0.0265578 0.025898 0.172215 0.0414025 0.0351342 0.149282 0.0393784 0.0247595 9.8 10 27693 7143 1009 2036 176
10.1 0.158642 0.0435383 0.0403123 0.00217019 0.0261927 0.0334455 0.208952 0.0478697 0.0438582 0.214371 0.0643723 0.0567602 10 10.2 23428 5578 461 1784 152
