#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00652437 0.00460068 0.00252801 0.00670081 0.00488284 0.00279126 0.007348 0.00551291 0.00285819 0.00867147 0.00510137 0.00421549 7.2 7.4 608107 138021 19720 17223 12333
7.5 0.00973734 0.00632871 0.00312332 0.00944993 0.00582686 0.00369538 0.00971602 0.00695097 0.00324149 0.0128921 0.0065214 0.00468432 7.4 7.6 507921 119134 18167 15549 10847
7.7 0.0180536 0.0101072 0.00609484 0.0179329 0.01189 0.00679037 0.0163341 0.0088465 0.0056723 0.0194819 0.0116195 0.00697469 7.6 7.8 419192 101319 16030 13995 9681
7.9 0.0331491 0.014571 0.00948256 0.0342399 0.0163173 0.0107917 0.0299635 0.0133949 0.0086641 0.0340959 0.0133505 0.00865085 7.8 8 349215 90085 14939 12278 8856
8.1 0.0442384 0.0146206 0.00974372 0.0440796 0.0176712 0.0110884 0.0408587 0.01363 0.00978246 0.0461731 0.0164851 0.0122427 8 8.2 294482 86980 14838 11855 8562
8.3 0.0540137 0.0152815 0.0112246 0.0565747 0.0144695 0.0134352 0.0534157 0.0160071 0.0112433 0.0556661 0.0195062 0.0119436 8.2 8.4 247475 81413 14624 11104 7906
8.5 0.0671077 0.0168812 0.0134711 0.0691081 0.0181615 0.016845 0.06919 0.0160995 0.0125241 0.0738098 0.0219604 0.0145408 8.4 8.6 202340 68804 13214 9882 6856
8.7 0.0869698 0.0159883 0.0158673 0.0923338 0.0157821 0.018585 0.0835162 0.0160803 0.0148821 0.096061 0.0240825 0.0152006 8.6 8.8 162121 55776 11599 8342 5816
8.9 0.10687 0.0158679 0.0189714 0.111267 0.017545 0.0225734 0.109972 0.017334 0.0208552 0.123282 0.0204897 0.0191785 8.8 9 129665 44340 9837 6953 4912
9.1 0.131957 0.0170688 0.0207963 0.127814 0.0196458 0.025158 0.137168 0.0163961 0.0191215 0.149606 0.0224666 0.0193842 9 9.2 105535 35557 8202 5927 3962
9.3 0.155095 0.0199684 0.020997 0.147768 0.0195353 0.0261434 0.155432 0.0215109 0.023845 0.174692 0.0248698 0.0238496 9.2 9.4 86545 28809 6707 4972 3505
9.5 0.17783 0.0231394 0.0239452 0.146326 0.0244629 0.0253617 0.178943 0.0246347 0.0234215 0.204524 0.0210391 0.0246668 9.4 9.6 73566 24081 5433 4466 3039
9.7 0.200036 0.0239191 0.0251015 0.147348 0.0256455 0.0279332 0.2201 0.0286569 0.0287716 0.218699 0.0237558 0.0216771 9.6 9.8 64574 20740 4013 4057 2754
9.9 0.216448 0.0251144 0.0254715 0.128129 0.0256924 0.025227 0.244632 0.0289392 0.0268101 0.257613 0.0256301 0.0259158 9.8 10 57679 18056 2730 3730 2535
10.1 0.234095 0.0291995 0.0271128 0.116375 0.0374968 0.0394275 0.272071 0.0262657 0.025568 0.265463 0.0261867 0.0253938 10 10.2 53411 16498 1759 3713 2428
10.3 0.246618 0.0283918 0.0279811 0.111527 0.0295669 0.0282505 0.270895 0.0334416 0.0260016 0.285523 0.0248179 0.0266102 10.2 10.4 49599 14638 854 3706 2323
10.5 0.246214 0.0263176 0.0285946 0.0516846 0.0406598 0.0412436 0.257973 0.0312317 0.0298803 0.289806 0.0233424 0.0253393 10.4 10.6 43694 12144 358 3400 2053
10.7 0.234318 0.0225884 0.0230737 0.0482615 0.0617532 0.0600337 0.22271 0.0251983 0.0243421 0.282025 0.0142627 0.0166211 10.6 10.8 34615 9289 121 2722 1810
10.9 0.198777 0.0205813 0.0225801 0.1406 0.0587991 0.0793138 0.145578 0.0277073 0.0254963 0.255809 0.0143471 0.0163366 10.8 11 22660 5583 33 1537 1312
11.1 0.130724 0.0140625 0.0127134 0.0390214 0.0584646 0.0629431 0.0610383 0.0220296 0.0187066 0.181111 0.0183973 0.0174063 11 11.2 11392 2409 9 514 661
11.3 0.0927628 0.00994188 0.0124266 -0.784379 0.0172355 0.0173151 -0.00996447 0.0264993 0.0269742 0.122238 0.0137492 0.0144641 11.2 11.4 4166 668 0 91 256
11.5 0.0635548 0.0241054 0.0177159 -0.896714 0.0195206 0.0153857 -0.00307971 0.105048 0.0986713 0.0906404 0.0189038 0.0178179 11.4 11.6 1207 130 0 7 62
11.7 -0.0234286 0.0280142 0.0344651 -0.952 0.015197 0.010963 -0.156383 0.209015 0.300452 0.0454546 0.014672 0.016648 11.6 11.8 270 22 0 1 10
11.9 -0.916667 0.968391 0.0261905 -0.928571 0.0238095 0.0201465 -0.928571 0.0253456 0.0201465 -0.928571 0.0253456 0.0201465 11.8 12 36 0 0 0 0
12.1 -1 0 0 -1 0 0 -1 0 0 -1 0 0 12 12.2 6 0 0 0 0
12.3 0 0 1 0 0 1 0 0 1 0 0 1 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
