#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 303853 0 0 0
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 482107 26 0 0
9.25 0 0 0 0 0 0 0 0 0 9.125 9.375 1.38558e+06 434 5 0
9.50 0 0 0 0 0 0 0 0 0 9.375 9.625 2.8227e+06 3417 31 0
9.75 0 0 0 0 0 0 0 0 0 9.625 9.875 3.02921e+06 7184 51 0
10.00 0 0.592713 0 0 0 0 0 0 0 9.875 10.125 2.03731e+06 8681 80 0
10.25 0 0.739914 0 0 0 0 0 0 0 10.125 10.375 1.09719e+06 9069 74 0
10.50 0 0.75549 0 0 0 0 0 0 0 10.375 10.625 535002 6383 59 0
10.75 0 0.73731 0 0 0 0 0 0 0 10.625 10.875 249296 4198 41 0
11.00 0 0.875 0 0 0 0 0 0 0 10.875 11.125 110499 2815 19 0
11.25 0 0.909091 0 0 0.5 0 0 0 0 11.125 11.375 45554 1718 12 0
11.50 1 -0.0493827 1 0 0 0 0 0 0 11.375 11.625 17466 861 15 0
11.75 0.666667 0.119048 0.666667 0 0 0 0 0 0 11.625 11.875 5988 211 7 0
12.00 0 0.545455 0 1 0 1 0 0 0 11.875 12.125 1775 29 6 0
12.25 0 0 0 0 0 0 0 0 0 12.125 12.375 457 1 1 0
12.50 0 0 0 1 0 1 0 0 0 12.375 12.625 107 0 4 0
12.75 0 0 0 0 0 0 0 0 0 12.625 12.875 16 0 0 0
13.00 0 0 0 0 0 0 0 0 0 12.875 13.125 3 0 0 0
13.25 0 0 0 0 0 0 0 0 0 13.125 13.375 0 0 0 0
13.50 0 0 0 0 0 0 0 0 0 13.375 13.625 0 0 0 0
13.75 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
