#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 7.37012e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 137595 135683 1912 155 56 0
9.00 0 8.92734e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 227609 224030 3579 532 222 1
9.25 7.18706e-06 2.51522e-05 3.59381e-06 0 3.53232e-05 0 0 0 0 0 0 0 0 0 0 9.125 9.375 863115 834834 28281 5393 2345 21
9.50 2.56004e-05 0.000293013 3.66544e-06 4.2341e-05 0.000871367 -9.58794e-06 5.82072e-05 0.00109643 -2.75389e-05 7.94849e-05 0.000953163 -7.73655e-05 0 0 0 9.375 9.625 2.67346e+06 2.4609e+06 212560 34360 12581 124
9.75 9.95645e-05 0.000944428 6.76529e-06 0.000208397 0.00196511 2.73855e-05 0.000378983 0.00281411 5.97713e-05 0.00041173 0.00369974 4.6216e-05 0 0.00377358 0 9.625 9.875 4.72088e+06 4.18824e+06 532638 73882 21859 259
10.00 7.99144e-05 0.00071081 -4.18798e-06 0.00010359 0.00136538 4.99225e-07 0.000167948 0.00196404 -6.90052e-07 0.000322863 0.00211165 6.47988e-05 0 0 0 9.875 10.125 3.926e+06 3.3661e+06 559898 77405 21681 266
10.25 1.47281e-05 0.000224539 0 5.52246e-05 0.000600134 1.93902e-05 4.21888e-05 0.00085929 1.43487e-05 0 0.00124031 0 0 0 0 10.125 10.375 2.50772e+06 2.03692e+06 470805 71109 19070 253
10.50 1.21034e-05 5.079e-05 1.12412e-05 0.000232901 0.000936855 0.000226134 0.000231839 0.00124082 0.000231839 0.000671674 0.00167805 0.000671674 0 0 0 10.375 10.625 1.53884e+06 1.1567e+06 382137 64700 16377 230
10.75 5.13934e-05 8.74139e-05 5.13934e-05 0.00121977 0.00260656 0.00121105 0.00149716 0.00337212 0.00149716 0.00264108 0.00435877 0.00264108 0 0.0134228 0 10.625 10.875 890294 661563 228731 48759 11359 141
11.00 0.000507102 0.000535974 0.000507102 0.00628559 0.00896374 0.00617472 0.00733343 0.0102067 0.00720843 0.0121425 0.0123733 0.0116396 0.0285714 0.0455026 0.0285714 10.875 11.125 484168 370734 113434 33545 7412 105
11.25 0.0025983 0.00257785 0.0025983 0.0225906 0.0233278 0.0211224 0.0214644 0.0228237 0.0204993 0.03663 0.0289781 0.0325907 0.046875 0.0426772 0.046875 11.125 11.375 258413 204364 54049 21757 4914 64
11.50 0.0119315 0.00546332 0.0116274 0.0674459 0.0417978 0.0567331 0.0492174 0.033245 0.0439193 0.0969991 0.0512777 0.0744245 0.111111 0.0235043 0.111111 11.375 11.625 136358 111805 24553 11053 3299 54
11.75 0.0448554 0.0126859 0.0396132 0.166578 0.056838 0.110228 0.103792 0.0395317 0.0806189 0.214349 0.0611804 0.133503 0.28 0.0276923 0.203077 11.625 11.875 70201 58945 11256 3112 2272 25
12.00 0.126455 0.0197659 0.0890995 0.313605 0.0519506 0.135991 0.205607 0.052457 0.0944964 0.369448 0.0607549 0.148702 0.411765 0 0.235294 11.875 12.125 34935 29900 5035 321 1486 17
12.25 0.275957 0.012344 0.115633 0.495964 0.0514204 0.103504 0.6 0.0666667 0.2 0.547722 0.0591241 0.100054 0.714286 0.0857143 0.047619 12.125 12.375 16564 14582 1982 10 922 14
12.50 0.482774 0.0422556 0.101443 0.658999 0.0579573 0.0704501 0 0 0 0.649378 0.0612013 0.0629578 0.714286 0.142857 0.142857 12.375 12.625 7531 6792 739 0 482 7
12.75 0.689509 0.0936065 0.0847757 0.803419 0.0721177 0.0470086 0 0 0 0.762963 0.0518519 0.0592592 1 0 0 12.625 12.875 3065 2831 234 0 135 4
13.00 0.836773 0.0909944 0.064728 0.8625 0.0125 0.0375 0 0 0 0.583333 0.0833334 0.0833333 0.8 0 0 12.875 13.125 1146 1066 80 0 12 10
13.25 0.948718 0.025641 0.014245 0.933333 0 0.00476193 0 0 0 0 0 0 1 0 0 13.125 13.375 366 351 15 0 0 2
13.50 0.96 0.02 0 1 0 0 0 0 0 0 0 0 1 0 0 13.375 13.625 106 100 6 0 0 1
13.75 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 19 19 0 0 0 0
14.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0 0 0
