#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 53553 51665 1888 237 268 51
9.00 2.2308e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 95008 89654 5354 902 1052 214
9.25 1.02187e-05 5.10861e-06 2.55395e-06 0 4.94523e-05 0 0 0 0 0 0 0 0 0 0 9.125 9.375 431802 391439 40363 6688 7693 1695
9.50 9.40336e-05 0.000553275 1.10805e-05 0.000235334 0.00114376 8.03403e-06 0.000271868 0.00109172 3.59637e-05 0.000264111 0.00146034 3.86489e-05 0.000184706 0.0014755 0.000184706 9.375 9.625 1.64389e+06 1.45693e+06 186968 29426 26504 5414
9.75 0.000517813 0.00275703 3.10583e-05 0.000770344 0.0051758 2.65025e-05 0.00110534 0.00691118 9.2648e-05 0.00100893 0.00744456 -7.4931e-05 0.000860678 0.00941692 -0.00018787 9.625 9.875 3.73238e+06 3.25987e+06 472516 66043 46584 9295
10.00 0.000266937 0.0016814 -8.39302e-06 0.000381262 0.00274039 -5.34611e-05 0.000453059 0.00332442 -6.50574e-05 0.00060042 0.00392991 -7.40853e-05 0.00103112 0.00298344 0.000250329 9.875 10.125 4.02241e+06 3.44276e+06 579654 81667 53296 10668
10.25 8.17974e-05 0.000514986 4.80283e-06 0.000514766 0.0015042 0.000185878 0.000545713 0.00217446 0.000155606 0.000774977 0.00240709 0.000210887 0.00159405 0.00377286 0.000859603 10.125 10.375 2.70759e+06 2.20056e+06 507027 75131 46453 9410
10.50 0.000135525 0.000268824 0.000102664 0.00210614 0.00441824 0.00143664 0.0022036 0.00567429 0.00142434 0.00366524 0.00572573 0.00243113 0.00517197 0.00698259 0.00361292 10.375 10.625 1.67082e+06 1.26914e+06 401682 66709 37651 7734
10.75 0.000674734 0.000795876 0.000562547 0.00787399 0.0101224 0.00494685 0.00851172 0.0119591 0.00502371 0.0108157 0.0133806 0.00644648 0.0190278 0.0134324 0.0123355 10.625 10.875 1.02039e+06 738069 282322 54983 27645 5781
11.00 0.00283247 0.0019962 0.00230903 0.0243086 0.0207209 0.0123091 0.0230905 0.0226624 0.0112772 0.0336648 0.0243011 0.016727 0.0550532 0.0294169 0.0271501 10.875 11.125 589309 428954 160355 39800 18506 3760
11.25 0.0105045 0.00447926 0.00733517 0.0660242 0.0356623 0.0242587 0.0567204 0.0361182 0.0217495 0.0832389 0.0418605 0.0273688 0.0961459 0.0334104 0.042069 11.125 11.375 333807 249035 84772 27186 12350 2413
11.50 0.0344262 0.00674964 0.0192733 0.151544 0.047281 0.0347219 0.117833 0.0406223 0.0327239 0.176174 0.0483983 0.038867 0.228754 0.033653 0.0574249 11.375 11.625 188857 144454 44403 15191 8134 1412
11.75 0.0921425 0.00553254 0.0353566 0.286697 0.0464759 0.0363605 0.200525 0.0440881 0.0277963 0.317452 0.0468666 0.035118 0.377889 0.0268479 0.0532276 11.625 11.875 105730 82329 23401 4568 5793 995
12.00 0.201124 0.000594258 0.0516187 0.45752 0.0399331 0.0289482 0.362869 0.0509852 0.0180416 0.502504 0.0459693 0.0275624 0.562602 0.0159937 0.0523331 11.875 12.125 58406 46424 11982 474 3994 615
12.25 0.371988 0.000348687 0.0553274 0.626692 0.0307499 0.0116646 0.630435 0.0504162 0.000805199 0.62924 0.0405716 0.00830114 0.720994 0.0230688 0.021286 12.125 12.375 31647 25810 5837 46 2565 362
12.50 0.565141 0.0209926 0.0537572 0.781703 0.0290241 0.0156287 1 0 0.111111 0.758574 0.0284514 0.0140809 0.832061 0.03411 0.00678223 12.375 12.625 16578 13747 2831 8 1487 262
12.75 0.740468 0.046201 0.0523239 0.86656 0.0244088 0.0171477 0 1 0 0.796296 0.0293108 0.017983 0.897849 0.024831 0.0242231 12.625 12.875 8430 7186 1244 0 432 186
13.00 0.850696 0.0420911 0.0406685 0.941532 0.0142022 0.0158294 0 0 0 0.955556 0.0231678 0.025323 0.947368 0.00134951 0.00877196 12.875 13.125 4086 3590 496 0 45 114
13.25 0.937388 0.0238521 0.0250447 0.932515 0.0429448 0 0 0 0 0 1 0 0.952381 0.031746 0 13.125 13.375 1840 1677 163 0 1 63
13.50 0.967883 0.00729924 0.00583941 0.919355 0.016129 0 0 0 0 0 0 0 0.956522 0.0217391 0 13.375 13.625 747 685 62 0 0 46
