#Peak halo mass range: 13.375 < log10(Mh/Msun) < 13.625
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Halos_Remaining Bestfit_Q_Halos_Remaining
1.002310 0 0 0 1 0 0 271 2283
0.994717 0.369004 0.121562 0.19999 0.950504 0.0438352 -0.00854349 271 2283
0.987123 0.416974 0.142236 0.13035 0.943057 0.0465426 -0.00758171 271 2283
0.979529 0.464945 0.0735169 0.0945743 0.934297 0.0468124 -0.00546736 271 2283
0.971935 0.535055 0.0733784 0.129483 0.929041 0.0532531 -0.00781935 271 2283
0.964342 0.483395 0.0666052 0.0654382 0.928603 0.0492912 -0.00766969 271 2283
0.956748 0.512915 0.098196 0.055516 0.916776 0.0590692 -0.00843388 271 2283
0.949154 0.560886 0.139114 0.0418016 0.91809 0.0533268 -0.00681096 271 2283
0.941560 0.608856 0.101289 0.0309093 0.925099 0.0484592 -0.00182796 271 2283
0.933967 0.608856 0.0991731 0.00183856 0.920718 0.0547343 -0.00655437 271 2283
0.926373 0.686347 0.0712289 0.0326504 0.916338 0.0544618 -0.00382066 271 2283
0.918779 0.686347 0.104698 0.0233034 0.911958 0.056641 -0.00291616 271 2283
0.911185 0.697417 0.131851 0.0286472 0.91371 0.0541107 0.0007236 271 2283
0.903592 0.767528 0.0658056 0.0453055 0.916338 0.0503421 0.00271982 271 2283
0.895998 0.778598 0.0658467 0.0378571 0.916338 0.0450283 0.00420612 271 2283
0.888404 0.778598 0.0810513 0.0407701 0.926851 0.0373042 0.0142508 271 2283
0.880810 0.800738 0.0613309 0.0347806 0.929041 0.0336519 0.0177853 271 2283
0.873217 0.819188 0.0517796 0.0362424 0.92247 0.0356784 0.0156382 271 2283
0.865623 0.819188 0.0576234 0.0300316 0.930793 0.030947 0.0225475 271 2283
0.858029 0.826568 0.0647361 0.0288583 0.928603 0.0271495 0.0203776 271 2283
0.850435 0.841328 0.0618973 0.0285431 0.936925 0.0201652 0.0232673 271 2283
0.842842 0.841328 0.0555788 0.0320261 0.929917 0.0295317 0.0201728 271 2283
0.835248 0.845018 0.0508149 0.0268366 0.929917 0.0230147 0.0243878 271 2283
0.827654 0.848709 0.0293403 0.0332103 0.927289 0.0258682 0.0191987 271 2283
0.820060 0.856089 0.0305094 0.0298474 0.921156 0.0334266 0.0128686 271 2283
0.812467 0.859779 0.0464714 0.0356027 0.920718 0.0307068 0.0121009 271 2283
0.804873 0.859779 0.0291103 0.045676 0.922032 0.0210439 0.0120646 271 2283
0.797279 0.867159 0.023867 0.0481932 0.919404 0.0243509 0.0103515 271 2283
0.789685 0.856089 0.0212699 0.0514909 0.918528 0.0249518 0.00684851 271 2283
0.782092 0.859779 0.0213403 0.0410286 0.916338 0.0199599 0.00903708 271 2283
0.774498 0.848709 0.0679582 0.0144694 0.911082 0.0207086 0.00802982 271 2283
0.766904 0.859779 0.0505663 0.0256077 0.913272 0.0185462 0.0134938 271 2283
0.759310 0.859779 0.0493124 0.0224292 0.914586 0.0146909 0.00963241 271 2283
0.751717 0.874539 0.0390415 0.0376593 0.9159 0.0159181 0.0118935 271 2283
0.744123 0.874539 0.032438 0.0243515 0.914148 0.0154355 0.00719076 271 2283
0.736529 0.885609 0.0374681 0.0305364 0.910206 0.0165252 0.0088287 271 2283
0.728935 0.878229 0.0384379 0.0263769 0.91152 0.0176328 0.00834799 271 2283
0.721342 0.881919 0.0377892 0.0418026 0.916338 0.016427 0.00973588 271 2283
0.713748 0.885609 0.00524658 0.0469845 0.915024 0.0158421 0.00755656 271 2283
0.706154 0.863469 0.0171283 0.0531238 0.906702 0.0225378 0.00652343 271 2283
0.698560 0.896679 0.00496036 0.0368906 0.910644 0.0199759 0.00819492 271 2283
0.690967 0.907749 0.00688511 0.0433423 0.913272 0.0177331 0.00997436 271 2283
0.683373 0.867159 0.0174567 0.0235568 0.918528 0.0114552 0.0145981 271 2283
0.678310 0.870849 0.0120342 0.0313426 0.908454 0.0175769 0.0127286 271 2283
0.673248 0.870849 0.012363 0.0313426 0.914148 0.0122448 0.0161889 271 2283
0.668185 0.856089 0.00709552 0.0423631 0.908016 0.0185621 0.0129193 271 2283
0.663123 0.870849 0.0146934 0.0306425 0.911958 0.0147282 0.0135236 271 2283
0.658060 0.841328 0.0233332 0.0458739 0.90714 0.0168568 0.0158353 271 2283
0.652998 0.833948 0.0122055 0.0396626 0.908016 0.0159789 0.0148002 271 2283
0.647935 0.822878 0.0381083 0.0189567 0.908892 0.0156444 0.0188958 271 2283
0.642873 0.856089 0.0239114 0.0313463 0.90495 0.0194099 0.0173542 271 2283
0.637810 0.856089 0.0279694 0.0227553 0.905388 0.0179514 0.0189669 271 2283
0.632748 0.867159 0.00297123 0.0407698 0.901445 0.0196825 0.0216259 271 2283
0.627685 0.863469 0.0312682 0.0292718 0.90714 0.0164402 0.0197468 271 2283
0.622623 0.856089 0.0393659 0.0139833 0.903198 0.0183042 0.0175858 271 2283
0.617560 0.852399 0.0158185 0.0504183 0.901883 0.0188558 0.0223849 271 2283
0.612498 0.852399 0.0359735 0.0464284 0.895751 0.0144822 0.0261315 271 2283
0.607435 0.845018 0.0346112 0.0296338 0.891371 0.0220906 0.0206919 271 2283
0.602373 0.859779 0.0193881 0.0362492 0.892247 0.0191348 0.0247167 271 2283
0.597310 0.848709 0.0169631 0.0416909 0.890933 0.0200288 0.0217704 271 2283
0.592248 0.841328 0.0188114 0.0343109 0.891809 0.0186758 0.0268532 271 2283
0.587185 0.833948 0.0273656 0.0707904 0.892247 0.0216058 0.0287204 271 2283
0.582123 0.845018 0.0121244 0.0561296 0.881297 0.0213143 0.0269316 271 2283
0.577060 0.859779 0.00735426 0.109779 0.884801 0.0205932 0.02591 271 2283
0.571997 0.841328 0.0497221 0.0413284 0.883049 0.0221974 0.024771 271 2283
0.566935 0.845018 0.0221691 0.0484083 0.887867 0.0199814 0.0284472 271 2283
0.561872 0.859779 0.0190093 0.0340905 0.877354 0.023519 0.0249889 271 2283
0.556810 0.856089 0.0189114 0.0371231 0.881297 0.0208199 0.0277076 271 2283
0.551747 0.863469 0.0258594 0.0140063 0.869908 0.0295629 0.0259334 271 2283
0.546685 0.856089 0.026996 0.0170081 0.869032 0.0295126 0.0250369 271 2283
0.541622 0.856089 0.0208345 0.0447678 0.872974 0.0248664 0.0280161 271 2283
0.536560 0.863469 0.0115314 0.0521479 0.874726 0.0246745 0.026095 271 2283
0.531497 0.870849 0.0158508 0.0539473 0.863338 0.0334703 0.023852 271 2283
0.526435 0.878229 0.0236786 0.0243475 0.869908 0.0314392 0.0329109 271 2283
0.521372 0.874539 0.0215652 0.0412054 0.862462 0.0292956 0.0319887 271 2283
0.516310 0.859779 0.0402214 0.0110944 0.858519 0.0236205 0.027077 271 2283
0.511247 0.845018 0.025704 0.0600722 0.86071 0.0257649 0.0289028 271 2283
0.506185 0.830258 0.0228885 0.0802583 0.857643 0.0306271 0.032612 271 2283
0.501122 0.845018 0.00914824 0.0764999 0.855015 0.0281705 0.0269554 271 2283
0.496060 0.826568 0.0256485 0.0721823 0.857643 0.0312946 0.0318125 271 2283
0.490997 0.837638 0.0161166 0.0538546 0.855453 0.0303096 0.0363536 271 2283
0.485935 0.830258 0.0255557 0.0516323 0.843627 0.0317059 0.0277628 271 2283
0.480872 0.811808 0.014483 0.0604854 0.848007 0.0297279 0.0356334 271 2283
0.475810 0.815498 0.0302161 0.0516093 0.843627 0.0318881 0.033275 271 2283
0.470747 0.793358 0.0451036 0.054552 0.847131 0.0304201 0.039887 271 2283
0.465685 0.811808 0.00498581 0.0876702 0.835742 0.0327229 0.0316146 271 2283
0.460622 0.785978 0.0173929 0.0501288 0.82523 0.0331771 0.0312299 271 2283
0.455560 0.804428 0.0137538 0.0752614 0.82085 0.0341249 0.0308498 271 2283
0.450497 0.797048 0.0144905 0.121122 0.819974 0.0323753 0.0316289 271 2283
0.445435 0.789668 0.0187612 0.0717192 0.816032 0.0331159 0.0391619 271 2283
0.440372 0.774908 0.016929 0.112746 0.809023 0.037365 0.0434232 271 2283
0.435310 0.778598 0.00907344 0.0967796 0.807709 0.0378087 0.0421667 271 2283
0.430247 0.738007 0.0152966 0.0623317 0.800701 0.0334306 0.0411426 271 2283
0.425185 0.726937 0.04579 0.0963067 0.79194 0.0362383 0.04316 271 2283
0.420122 0.734317 0.0281348 0.0954285 0.794569 0.0340279 0.0431851 271 2283
0.415060 0.752768 0.00494176 0.121189 0.787122 0.0318508 0.0427222 271 2283
0.409997 0.723247 0.0309194 0.118309 0.777924 0.0287989 0.0450221 271 2283
0.404935 0.704797 0.0513005 0.0606253 0.766535 0.0310838 0.0432563 271 2283
0.399872 0.712177 0.0180861 0.093533 0.755585 0.032369 0.0432727 271 2283
0.394810 0.719557 0.0106754 0.0751127 0.74551 0.0374725 0.0435289 271 2283
0.389747 0.690037 0.0228344 0.0900369 0.738502 0.0376846 0.0512643 271 2283
0.384685 0.675277 0.0330566 0.052326 0.717915 0.0451783 0.040715 271 2283
0.379622 0.660517 0.0178975 0.0771833 0.706527 0.040828 0.043406 271 2283
0.374560 0.656827 0.0217448 0.0905615 0.699956 0.0444639 0.0491158 271 2283
0.369497 0.630996 0.0121962 0.119633 0.691634 0.0438159 0.0564163 271 2283
0.364435 0.608856 0.0118335 0.127843 0.674989 0.0406411 0.051789 271 2283
0.359372 0.616236 0.0349267 0.0884584 0.663601 0.0424256 0.0565445 271 2283
0.354310 0.612546 0.0212567 0.0987847 0.653526 0.0358031 0.0549684 271 2283
0.349247 0.553506 0.0234175 0.0919671 0.638633 0.034299 0.0487989 271 2283
0.344185 0.571956 -0.00489694 0.133359 0.61717 0.040237 0.0521986 271 2283
0.339122 0.564576 0.0250197 0.139576 0.602278 0.0370521 0.0623252 271 2283
0.334060 0.557196 0.0194468 0.119696 0.589137 0.039807 0.0609232 271 2283
0.328997 0.531365 0.0211461 0.0961322 0.573368 0.0381836 0.0708203 271 2283
0.323935 0.516605 0.0149264 0.120772 0.544459 0.0390919 0.0595713 271 2283
0.318873 0.476015 0.0239852 0.109348 0.525186 0.036384 0.074465 271 2283
0.313810 0.450184 0.00601989 0.150184 0.491021 0.0450978 0.0707482 271 2283
0.308748 0.431734 0.00200063 0.131734 0.487078 0.0276215 0.0737394 271 2283
0.303685 0.424354 0.00641498 0.107688 0.462987 0.0345497 0.0784325 271 2283
0.298623 0.420664 0.0141184 0.130809 0.450285 0.0295379 0.0892425 271 2283
0.293560 0.343173 0.0336381 0.0931734 0.429698 0.0282262 0.0946886 271 2283
0.288498 0.332103 0.0120525 0.12377 0.406921 0.0315278 0.0963297 271 2283
0.283435 0.291513 0.0233019 0.0974831 0.378887 0.0295222 0.0911995 271 2283
0.278373 0.302583 0.00510928 0.128271 0.355672 0.0289093 0.10182 271 2283
0.273310 0.269373 0.0409721 0.102706 0.334647 0.0284333 0.108349 271 2283
0.268248 0.254613 0.0453875 0.102439 0.310556 0.0359133 0.118388 271 2283
0.263185 0.217712 0.0576501 0.089507 0.293474 0.025762 0.11435 271 2283
0.258123 0.214022 0.0533046 0.110929 0.268068 0.0338862 0.121434 271 2283
0.253060 0.173432 0.0471565 0.0993577 0.242225 0.0360175 0.123129 271 2283
0.247998 0.147601 0.0342167 0.0830853 0.215506 0.0381567 0.121259 271 2283
0.242935 0.143911 0.0279636 0.0923241 0.187911 0.0486262 0.117605 271 2283
0.237873 0.129151 0.0375154 0.0791513 0.157249 0.0483822 0.107474 271 2283
0.232810 0.132841 0.0234087 0.104751 0.13491 0.0472204 0.0964324 271 2283
0.227748 0.099631 0.0389232 0.0881367 0.12396 0.0419686 0.0973212 271 2283
0.222685 0.0885609 0.048694 0.0760609 0.101183 0.0393731 0.0844548 271 2283
0.217623 0.0701107 0.0394783 0.0655024 0.0906702 0.0335826 0.0771395 271 2283
0.212560 0.0701107 0.0393784 0.0638214 0.0762155 0.0370673 0.0681769 271 2283
0.207498 0.0479705 0.0326747 0.0421225 0.0604468 0.0329759 0.0570148 271 2283
0.202435 0.0479705 0.0186962 0.0479705 0.043802 0.0363154 0.0424716 271 2283
0.197373 0.0405904 0.0369958 0.0405904 0.0385458 0.0285683 0.0377186 271 2283
0.192310 0.0147601 0.0248874 0.0147601 0.0297854 0.0234785 0.0297854 271 2283
0.187248 0.0221402 0.00970691 0.0221402 0.0153307 0.0210771 0.0153307 271 2283
0.182185 0.00738007 0.00595326 0.00738007 0.0131406 0.0152935 0.0131406 271 2283
0.177123 0.0110701 0.0125287 0.0110701 0.00744634 0.0168255 0.00744634 271 2283
0.172060 0.00369004 0.0154182 0.00369004 0.00350416 0.011446 0.00350416 271 2283
0.166998 0.00369004 0.00952582 0.00369004 0.00306614 0.00987884 0.00306614 271 2283
0.161935 0.0110701 0.00803817 0.0110701 0.00175208 0.005934 0.00175208 271 2283
0.156873 0 0.00862069 0 0.00043802 0.00454537 0.00043802 271 2283
0.151810 0 0 0 0.00087604 0.00318405 0.00087604 271 2283
0.146748 0 0 0 0 0.00124585 0 271 2283
0.141685 0 0 0 0 0.0020816 0 271 2283
0.136623 0 0 0 0 0.00207641 0 271 2283
0.133248 0 0 0 0 0.00130605 0 271 2283
0.129873 0 0 0 0 0.00121359 0 271 2283
0.126498 0 0 0 0 0.000445633 0 271 2283
0.123123 0 0 0 0 0 0 271 2283
0.119748 0 0 0 0 0 0 271 2283
0.116373 0 0 0 0 0 0 271 2283
0.112998 0 0 0 0 0 0 271 2283
0.109623 0 0 0 0 0 0 271 2283
0.106248 0 0 0 0 0 0 271 2283
0.102873 0 0 0 0 0 0 271 2283
0.099498 0 0 0 0 0 0 271 2283
0.096123 0 0 0 0 0 0 271 2283
0.092748 0 0 0 0 0 0 271 2283
0.089373 0 0 0 0 0 0 271 2283
0.085998 0 0 0 0 0 0 271 2283
0.082623 0 0 0 0 0 0 271 2283
0.080373 0 0 0 0 0 0 271 2283
0.078123 0 0 0 0 0 0 271 2283
0.075873 0 0 0 0 0 0 271 2283
0.073623 0 0 0 0 0 0 271 2283
0.071373 0 0 0 0 0 0 271 2283
0.069123 0 0 0 0 0 0 271 2283
0.066873 0 0 0 0 0 0 271 2283
0.064623 0 0 0 0 0 0 271 2283
0.062373 0 0 0 0 0.000402253 0 271 2283
0.060123 0 0 0 0 0 0 271 2283
0.055623 0 0 0 0 0 0 271 2283
