#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0.252228 0.0447942 0.00823265 0.193923 0.0762207 0.00531173 0.235985 0.0554041 0.00391722 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0.289037 0.0601791 -0.00758502 0.207783 0.0893307 -0.0152672 0.277592 0.0758345 -0.0100657 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0.296462 0.0680464 -0.010599 0.258642 0.0934519 -0.0114531 0.285036 0.0843652 -0.0132 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0.279552 0.0526907 -0.000169635 0.339236 0.0773947 0.00238815 0.273891 0.0687269 -0.00613707 8.625 8.875 16 0 0 0 0
9 0 0 0 0.261365 0.0348458 0.0319582 0.302563 0.0424954 0.0779816 0.251739 0.0435088 0.0235267 8.875 9.125 18 0 0 0 0
9.25 0 0 0 0.205241 0.0204338 0.0621759 0.337742 0.0150976 0.125476 0.198753 0.0233852 0.0619391 9.125 9.375 27 0 0 0 0
9.5 0 0 0 0.165409 0.00779551 0.0830383 0.24049 0.00243855 0.125136 0.13443 0.0153637 0.0924488 9.375 9.625 22 0 0 0 0
9.75 0 0 0 0.100558 0.00200897 0.0620113 -0.830369 0.000273585 0.108345 0.169631 -0.00191522 0.108345 9.625 9.875 7 0 0 0 0
10 0 0 0 0.0966696 -0.00591576 0.0642524 -0.865752 -0.00636941 0.0955414 0.134248 -0.00979912 0.0965213 9.875 10.125 0 0 0 0 0
10.25 0 0 0 0.0723461 -0.0131933 0.0660002 -0.906195 -0.0132743 0.078761 -0.906195 -0.0132743 0.078761 10.125 10.375 0 0 0 0 0
10.5 0 0 0 0.0613642 -0.0108142 0.063628 -0.907057 -0.0189329 0.0826162 -0.907057 -0.0189329 0.0826162 10.375 10.625 0 0 0 0 0
10.75 0 0 0 0.0377193 -0.0193499 0.0687135 -0.912281 -0.0140351 0.0736842 -0.912281 -0.0140351 0.0736842 10.625 10.875 0 0 0 0 0
11 0 0 0 0.0534351 -0.0229008 0.0534351 -0.946565 -0.0229008 0.0534351 -0.946565 -0.0229008 0.0534351 10.875 11.125 0 0 0 0 0
11.25 0 0 0 -0.921569 0 0.0784314 -0.921569 0 0.0784314 -0.921569 0 0.0784314 11.125 11.375 0 0 0 0 0
11.5 0 0 0 0.6 -0.2 0.6 -0.4 -0.2 0.6 -0.4 -0.2 0.6 11.375 11.625 0 0 0 0 0
11.75 0 0 0 -1 0 0 -1 0 0 -1 0 0 11.625 11.875 0 0 0 0 0
12 0 0 0 0 0 0 0 0 0 0 0 0 11.875 12.125 0 0 0 0 0
12.25 0 0 0 0 0 0 0 0 0 0 0 0 12.125 12.375 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.375 12.625 0 0 0 0 0
12.75 0 0 0 0 0 0 0 0 0 0 0 0 12.625 12.875 0 0 0 0 0
13 0 0 0 0 0 0 0 0 0 0 0 0 12.875 13.125 0 0 0 0 0
13.25 0 0 0 0.000701058 2.01155e-05 0.000721724 -4.13326e-05 4.13326e-05 0 -4.13326e-05 4.13326e-05 0 13.125 13.375 0 0 0 0 0
13.5 0 0 0 -5.89128e-05 5.89128e-05 4.41846e-05 -5.89128e-05 5.89128e-05 5.8911e-05 -5.89128e-05 5.89128e-05 0.000117833 13.375 13.625 0 0 0 0 0
13.75 0 0 0 -1.15041e-05 6.81417e-05 8.45508e-06 -0.000163705 0.000163705 -4.39396e-05 -0.000163705 0.000159714 -6.39077e-05 13.625 13.875 0 0 0 0 0
14 0 0 0 0.000266255 0.00061267 0.000238374 0.00026429 0.000913134 0.000294868 -1.70246e-05 0.000504051 2.19296e-05 13.875 14.125 0 0 0 0 0
14.25 0 0 0 0.00100904 0.00218681 0.00100096 1.00369e-05 0.00349416 -5.61038e-05 0.000627293 0.0039658 0.00057581 14.125 14.375 0 0 0 0 0
14.5 0 0 0 0.00961618 0.00602841 0.00834329 0.00764337 0.00774216 0.00643198 0.0095049 0.00733321 0.0083716 14.375 14.625 0 0 0 0 0
14.75 0 0 0 0.0230971 0.00993312 0.0180185 0.0197826 0.0120729 0.0150575 0.0261354 0.0120532 0.0198695 14.625 14.875 0 0 0 0 0
15 0 0 0 0.0461843 0.0141565 0.0282654 0.0370165 0.0240209 0.022907 0.0525185 0.0235495 0.0305978 14.875 15.125 0 0 0 0 0
15.25 0 0 0 0.0919868 0.0272366 0.0418746 0.0750074 0.0479711 0.029885 0.0960079 0.0335172 0.0434554 15.125 15.375 0 0 0 0 0
15.5 0 0 0 0.15141 0.0395743 0.0471863 0.118557 0.0622424 0.0333723 0.158369 0.0396932 0.0502586 15.375 15.625 0 0 0 0 0
15.75 0 0 0 0.203831 0.0374128 0.0342934 0.169786 0.0719534 0.0259883 0.196642 0.0410145 0.0282333 15.625 15.875 0 0 0 0 0
