#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 249840 20 0 0
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 400630 98 4 0
9.25 0 0 0 0 0 0 0 0 0 9.125 9.375 1.30327e+06 1440 69 0
9.50 0 0.5 0 0 0 0 0 0 0 9.375 9.625 3.34161e+06 12585 682 0
9.75 0 0 0 0 0 0 0 0 0 9.625 9.875 4.1917e+06 25951 1128 0
10.00 0 0 0 1 0 1 0 0 0 9.875 10.125 3.01102e+06 29271 1337 0
10.25 1 -0.0358744 1 0 0.572581 0 0 0 0 10.125 10.375 1.72935e+06 29355 1355 0
10.50 0 0.672713 0 0 0.664894 0 0 0 0 10.375 10.625 931445 23242 1074 0
10.75 1 -0.0243902 1 0 0.666667 0 0 0 0 10.625 10.875 470190 15760 717 0
11.00 1 0 1 0 0.777778 0 0 0 0 10.875 11.125 230591 10332 461 0
11.25 0.904762 0.0952381 0.904762 1 0 1 0 0 0 11.125 11.375 107174 6274 292 0
11.50 0.964286 0.0228937 0.964286 1 0 1 0 0 0 11.375 11.625 47336 3140 212 0
11.75 0.875 0.0509259 0.875 0.857143 0.142857 0.857143 0 0 0 11.625 11.875 19863 854 131 0
12.00 0.875 0.125 0.875 0.941176 0.0588235 0.941176 0 0 0 11.875 12.125 7577 100 102 0
12.25 1 0 1 0.833333 0.166667 0.833333 0 0 0 12.125 12.375 2644 6 47 0
12.50 0 0 0 0.857143 0.142857 0.238095 0 0 0 12.375 12.625 748 0 26 0
12.75 0 0 0 1 0 1 0 0 0 12.625 12.875 196 0 6 0
13.00 0 0 0 0 1 0 0 0 0 12.875 13.125 39 0 1 0
13.25 0 0 0 0 0 0 0 0 0 13.125 13.375 4 0 0 0
13.50 0 0 0 0 0 0 0 0 0 13.375 13.625 0 0 0 0
13.75 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
