#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -2.51797e-05 3.18323e-10 1.25894e-05 -2.51797e-05 3.18323e-10 1.25894e-05 -2.51797e-05 3.18323e-10 0 -2.51797e-05 3.18323e-10 1.25894e-05 8.625 8.875 81033 1604 188 180 13
9 0 0 7.32875e-06 0 0 7.32875e-06 0 0 7.32875e-06 0 0 7.32875e-06 8.875 9.125 140927 4478 857 678 68
9.25 -1.8039e-06 1.88095e-05 7.21495e-06 -1.8039e-06 1.8039e-06 1.62334e-05 -1.8039e-06 0.000169034 7.215e-06 -1.8039e-06 1.8039e-06 1.62334e-05 9.125 9.375 590220 35867 6816 5555 535
9.5 0.000109306 0.000989027 -7.18731e-06 0.000195089 0.00107632 -6.21204e-06 2.12422e-05 0.00205546 -6.36913e-05 0.000444686 0.00143946 -6.31835e-06 9.375 9.625 2.06763e+06 204699 34397 22778 1956
9.75 0.00020552 0.0023351 -2.63561e-05 0.000334398 0.00396519 -6.50576e-05 0.000261879 0.00527612 -5.00451e-05 0.000233465 0.0060799 -3.54029e-05 9.625 9.875 4.21908e+06 519897 75266 40314 3244
10 7.19105e-05 0.00113794 -1.49594e-05 3.37548e-05 0.0020157 -7.15151e-05 0.000345934 0.00273051 0 -0.000227652 0.000772816 0.000350286 9.875 10.125 4.05878e+06 584185 84160 41842 3604
10.25 0.000174031 0.000734007 0.000121411 0.000270842 0.000947756 0.000176185 0.000383801 0.00137027 0.000309978 0.000260447 0.00194721 0.000310192 10.125 10.375 2.68513e+06 502506 76300 36313 3152
