#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 8.16626e-05 8.16626e-05 8.16626e-05 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 26320 24491 1829 136 338 307
9.00 2.39762e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 47315 41708 5607 466 1092 1085
9.25 5.32141e-06 5.32045e-06 5.32141e-06 0 0 0 0 0 0 0 0 0 0 0 0 9.125 9.375 223187 187920 35267 3102 6984 6649
9.50 6.65133e-05 6.2244e-05 3.05323e-05 0.000156656 0.000228622 3.48487e-05 0 0.000387222 -9.70214e-05 6.59109e-05 0.000255096 9.58957e-07 0.000145943 0.000503502 6.57295e-07 9.375 9.625 817411 721660 95751 10069 15172 13704
9.75 0.000712299 0.000446263 0.000260362 0.00106652 0.00103766 0.000383738 0.000750456 0.00127835 0.000215106 0.00130391 0.00139872 0.000381061 0.00191261 0.00122803 0.0010018 9.625 9.875 2.24625e+06 1.98372e+06 262536 27983 31444 27188
10.00 0.00100216 0.000393202 0.000531102 0.00310585 0.00131857 0.00184634 0.00278015 0.00193551 0.00136321 0.00328393 0.00169717 0.00170736 0.0052928 0.00102065 0.00364341 9.875 10.125 3.35773e+06 2.8738e+06 483925 56112 56944 47234
10.25 0.00160944 0.000424181 0.0010905 0.00752765 0.00319534 0.00333596 0.00658373 0.00468701 0.00222213 0.00901827 0.0043578 0.0035973 0.0120794 0.00205872 0.00647555 10.125 10.375 2.43468e+06 1.9777e+06 456982 56351 54445 44042
10.50 0.00333988 0.000535574 0.00217649 0.0206039 0.00803505 0.00598632 0.0201018 0.01185 0.00496353 0.0239444 0.0108457 0.00612984 0.0343775 0.00377448 0.0147331 10.375 10.625 1.53071e+06 1.17878e+06 351924 45966 43058 34732
10.75 0.00802579 0.000935825 0.00485575 0.0516094 0.0179435 0.00989427 0.0469867 0.0257922 0.00552314 0.0558147 0.0199842 0.0102866 0.0757599 0.0076981 0.0252323 10.625 10.875 949901 702485 247416 37053 31945 25660
11.00 0.0187711 0.00128016 0.00989946 0.106025 0.02346 0.0163217 0.0934377 0.034975 0.00924932 0.117522 0.0220704 0.0189724 0.142265 0.0102432 0.0372304 10.875 11.125 584111 417556 166555 29517 22583 17608
11.25 0.0431634 0.00125234 0.0186064 0.18303 0.0278804 0.0144418 0.157471 0.0423094 0.00755489 0.189614 0.0285848 0.0117452 0.23281 0.00908592 0.0384801 11.125 11.375 345961 248567 97394 21477 14904 11460
11.50 0.0899949 -0.00185225 0.0287025 0.300926 0.0238169 0.015738 0.245465 0.0361789 0.0103975 0.308957 0.0269963 0.0117118 0.36096 0.0104725 0.0356378 11.375 11.625 204215 149464 54751 13065 9791 6998
11.75 0.170877 -0.0042309 0.0385889 0.435842 0.0275093 0.0075359 0.34417 0.0432553 0.000444978 0.444855 0.0341814 0.00609973 0.498655 0.0129776 0.0273164 11.625 11.875 119974 88988 30986 4245 6492 4462
12.00 0.286261 -0.000690669 0.0432536 0.579506 0.0282211 0.00217849 0.480687 0.0761996 -0.0086337 0.594284 0.038455 -0.00255501 0.612346 0.0144123 0.0163897 11.875 12.125 70239 52536 17703 466 4619 2835
12.25 0.433584 0.00521034 0.0410395 0.70598 0.031316 0.00145221 0.731343 0.0735348 -0.0219035 0.690832 0.0401893 -0.00281698 0.738082 0.0256887 0.0122392 12.125 12.375 40775 31092 9683 67 3076 1783
12.50 0.589363 0.0172735 0.0387868 0.81581 0.0303443 0.00228894 0.941176 -0.0126051 0.0565611 0.799448 0.0373195 0.000100076 0.840724 0.0184186 0.00663924 12.375 12.625 23300 18050 5250 17 1810 1105
12.75 0.721266 0.0285198 0.0262382 0.896154 0.0201365 0.00557929 1 0 0 0.87013 0.0250797 0.00918311 0.90493 0.0120336 0.00837785 12.625 12.875 13379 10519 2860 6 616 852
13.00 0.828853 0.0318372 0.0174909 0.931774 0.0123567 0.00395238 1 0 0 0.955224 0.00530243 -0.000658512 0.926692 0.0160564 0.00391942 12.875 13.125 7417 5878 1539 1 67 532
13.25 0.891344 0.0187231 0.0113567 0.969333 0.00325149 0.00689811 1 0 0 1 0 0 0.981132 0.00229335 0.00670028 13.125 13.375 4008 3258 750 1 9 371
