#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 -0.000103982 0.000415287 0.000134784 4.02945e-05 0.000393947 0.000189069 -0.0001289 0.00084605 0.000200289 -0.000410866 0.000287947 0.000458941 7.2 7.4 623367 144121 24476 5066 0
7.5 -0.00012765 0.00074737 0.000196856 -0.000154548 0.00074267 0.000251387 -9.1461e-05 0.00106005 0.000216972 -0.00044111 0.000270157 0.000539926 7.4 7.6 507074 133242 24649 5214 0
7.7 -2.92667e-05 0.00117989 0.000271018 -4.12882e-05 0.00170083 0.000391811 -7.01292e-06 0.00129117 0.000192396 -0.000351681 0.000218623 0.000611544 7.6 7.8 403049 117446 24127 5030 0
7.9 8.11154e-05 0.00201152 0.000142784 0.000191353 0.0026031 0.000284873 0.000336003 0.0020769 0.00046733 -0.000293077 0.000167399 0.000687279 7.8 8 313292 95881 22512 4667 0
8.1 0.000358375 0.00365036 0.000355334 0.000454174 0.00548985 0.00044623 0.000398574 0.00627447 0.00050419 -0.000255809 0.000164141 0.000788981 8 8.2 237688 73530 19511 4155 0
8.3 0.000716858 0.00531625 0.000688084 0.000880041 0.00774434 0.000847189 0.00064412 0.00718423 0.000699839 -0.000215956 0.000143865 0.00160939 8.2 8.4 178390 54330 16553 3490 0
8.5 0.00164244 0.00936432 0.00155166 0.00220048 0.0111832 0.00204338 0.00235618 0.0131463 0.00236767 -0.00033932 0.000278685 0.00307008 8.4 8.6 134014 39269 13771 2853 0
8.7 0.00384688 0.0138676 0.00353047 0.00420528 0.0146039 0.0039437 0.00438476 0.0188625 0.00379143 -0.000930354 0.000822832 0.00542237 8.6 8.8 100131 28240 11203 2396 0
8.9 0.00785423 0.022235 0.00725548 0.0070336 0.0181442 0.00653081 0.0134215 0.0282878 0.01232 -0.00221277 0.00195862 0.0091536 8.8 9 75203 20138 8414 2060 0
9.1 0.0148763 0.0301009 0.0128151 0.0118344 0.0257805 0.010998 0.0206997 0.040979 0.016974 -0.00484842 0.00417868 0.013483 9 9.2 55698 14177 6197 1619 0
9.3 0.0238867 0.037476 0.020245 0.0100876 0.0243305 0.00989586 0.0371192 0.0605889 0.0302776 -0.0105641 0.00832765 0.0217866 9.2 9.4 41458 9993 4039 1400 0
9.5 0.0380871 0.0426757 0.0306936 0.00870128 0.0224992 0.0097562 0.0649519 0.0646533 0.051056 -0.0195681 0.0143739 0.0316166 9.4 9.6 30681 6983 2416 1207 0
9.7 0.0570146 0.0413134 0.0379209 0.0103851 0.0251548 0.0149091 0.108803 0.0537175 0.0666063 -0.0384615 0.0258473 0.0410833 9.6 9.8 22694 4810 1306 973 0
9.9 0.0709132 0.0529235 0.0484226 -0.00238078 0.0314507 0.0187968 0.115451 0.0609557 0.0557144 -0.066112 0.0381749 0.0466365 9.8 10 16994 3346 628 828 0
10.1 0.10437 0.0502312 0.0582544 -0.00350697 0.0287796 0.0248745 0.155706 0.0530049 0.0668334 -0.107389 0.0460632 0.0548216 10 10.2 12280 2333 284 698 0
10.3 0.113808 0.0430571 0.0479392 -0.0574391 0.0384732 0.042607 0.183029 0.0586348 0.0565521 -0.15305 0.0486295 0.0533102 10.2 10.4 9464 1586 103 583 0
10.5 0.108503 0.0480713 0.0445828 -0.159116 0.0470093 0.0479701 0.176948 0.0477694 0.0561926 -0.215019 0.0474552 0.0457364 10.4 10.6 7009 1055 36 466 0
10.7 0.114566 0.0324964 0.0521538 0.0130901 0.13122 0.127048 0.163878 0.0438652 0.0540036 -0.274774 0.0404959 0.054318 10.6 10.8 4992 683 9 330 0
10.9 0.107535 0.0460792 0.0522598 0.176797 0.104536 0.093684 0.103727 0.0593642 0.0502638 -0.330935 0.0410704 0.0514582 10.8 11 3195 389 4 187 0
11.1 0.066315 0.0448749 0.0404181 -0.373771 0.0570926 0.04872 0.0740004 0.0488317 0.0490586 -0.378688 0.0521815 0.0457098 11 11.2 1658 213 1 118 0
11.3 -0.0132482 0.0317483 0.0342351 -0.437223 0.0543338 0.0442584 0.00868484 0.0539031 0.0514843 -0.437223 0.0543338 0.0442584 11.2 11.4 731 79 1 56 0
11.5 0.0321839 0.0973206 0.0742178 -0.453608 0.0641852 0.0517109 0.0730994 0.0934882 0.0959489 -0.453608 0.0641852 0.0517109 11.4 11.6 217 23 0 15 0
11.7 -0.182692 0.177272 0.176755 -0.513514 0.101749 0.0726934 -0.177358 0.190872 0.189308 -0.513514 0.101749 0.0726934 11.6 11.8 40 8 0 5 0
11.9 -0.416667 0.166667 0.138889 -0.428571 0.178571 0.142857 -0.428571 0.178571 0.142857 -0.428571 0.178571 0.142857 11.8 12 11 0 0 0 0
12.1 -0.4 0.4 0.266667 -0.4 0.4 0.266667 -0.4 0.4 0.266667 -0.4 0.4 0.266667 12 12.2 2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
