#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 206619 204088 2531 46 3 0
9.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 332689 329202 3487 214 31 0
9.25 8.89753e-07 2.66898e-06 8.89753e-07 0 0 0 0 0 0 0 0 0 0 0 0 9.125 9.375 1.14561e+06 1.12391e+06 21701 2525 358 0
9.50 2.26829e-06 1.90982e-05 1.29659e-06 5.32105e-06 9.01692e-05 4.43624e-08 0 0.000224175 0 0 0 0 0 0 0 9.375 9.625 3.27395e+06 3.08602e+06 187933 21824 2512 0
9.75 3.54776e-06 4.62589e-05 5.1698e-09 1.80091e-05 0.000118871 4.72572e-06 2.18847e-05 0.000204229 1.09296e-06 0 0.000221926 0 0 0 0 9.625 9.875 4.67224e+06 4.22802e+06 444219 45694 4449 0
10.00 5.91996e-06 4.60977e-05 -3.27615e-07 4.31173e-06 0.000112375 1.11293e-07 0 0.000330532 0 0 0.000205086 0 0 0 0 9.875 10.125 3.50441e+06 3.04056e+06 463851 50061 4599 0
10.25 0 1.29149e-05 0 2.62553e-06 0.000114934 3.24253e-07 0 0.000172147 0 0.000220459 1.28048e-05 0.000220459 0 0 0 10.125 10.375 2.08897e+06 1.70809e+06 380876 47676 4536 0
10.50 1.08703e-06 1.9548e-05 1.08703e-06 1.80856e-05 0.000339701 1.80856e-05 5.01505e-05 0.000465008 5.01505e-05 0 0.00117096 0 0 0 0 10.375 10.625 1.1964e+06 919935 276463 39880 3764 0
10.75 5.96468e-06 6.35947e-05 5.96468e-06 0.000233819 0.00146445 0.000233819 0.000252598 0.00212376 0.000252598 0.00120724 0.00345894 0.00120724 0 0 0 10.625 10.875 635542 502961 132581 27712 2485 0
11.00 8.28366e-05 0.000346341 8.28366e-05 0.00134565 0.00494035 0.00134565 0.0015136 0.00682595 0.0015136 0.00190235 0.0106404 0.00190235 0 0 0 10.875 11.125 326520 265583 60937 18499 1577 0
11.25 0.000742281 0.00144034 0.000742281 0.00743667 0.015233 0.00743667 0.00767286 0.0161944 0.00767286 0.0160833 0.0323322 0.0160833 0 0 0 11.125 11.375 161885 136067 25818 11469 1057 0
11.50 0.0042806 0.00543264 0.0042806 0.0296362 0.0318519 0.0296362 0.0229926 0.0267184 0.0229926 0.0601399 0.0478224 0.0601399 0 0 0 11.375 11.625 77037 66813 10224 5654 715 0
11.75 0.0191369 0.0205298 0.0191369 0.0753407 0.0667788 0.0753407 0.04 0.0441523 0.04 0.131291 0.0986439 0.131291 0 0 0 11.625 11.875 35451 31562 3889 1575 457 0
12.00 0.0623403 0.038543 0.0622673 0.192872 0.085529 0.185908 0.0890411 0.0482138 0.0825052 0.288591 0.103301 0.265101 0 0 0 11.875 12.125 15130 13699 1431 146 298 0
12.25 0.18161 0.0543249 0.172293 0.30719 0.0790765 0.242254 0.75 0 0.5 0.42487 0.106057 0.342819 0 0 0 12.125 12.375 6147 5688 459 4 193 0
12.50 0.345032 0.081562 0.231834 0.484375 0.0737646 0.197553 1 0 1 0.521277 0.0787234 0.19836 0 0 0 12.375 12.625 2151 2023 128 1 94 0
12.75 0.576677 0.190096 0.202875 0.625 0.15625 0.15625 0 0 0 0.612903 0.16129 0.16129 0 0 0 12.625 12.875 658 626 32 0 31 0
13.00 0.812834 0.149733 0.15508 0.666667 0.166667 0.166667 0 0 0 0.333333 0.333333 0.333333 0 0 0 12.875 13.125 193 187 6 0 3 0
13.25 0.852941 0.117647 0.0588235 1 0 0 0 0 0 0 0 0 0 0 0 13.125 13.375 35 34 1 0 0 0
13.50 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.375 13.625 4 4 0 0 0 0
13.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 0 0 0 0 0 0
14.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0 0 0
14.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.125 14.375 0 0 0 0 0 0
14.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.375 14.625 0 0 0 0 0 0
14.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0 0 0
