#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 2.33133e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 44754 42894 1860 264 317 92
9.00 1.34387e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 80104 74412 5692 893 1180 348
9.25 9.02527e-06 1.50378e-05 1.30331e-09 0 7.08232e-05 0 0 0.000152114 0 0 0 0 0 0 0 9.125 9.375 374678 332400 42278 6556 8483 2591
9.50 9.19365e-05 0.000464019 7.08181e-06 0.000197729 0.00117629 5.11433e-06 0.000223389 0.00149544 -2.57127e-05 0.000263217 0.00151978 7.64019e-06 0.000531703 0.00185905 3.2314e-06 9.375 9.625 1.47138e+06 1.29437e+06 177010 26859 26594 7523
9.75 0.000525953 0.00254568 2.33027e-05 0.000819237 0.0049676 1.53866e-06 0.00109309 0.0065107 0 0.000997475 0.00722666 -3.43084e-05 0.00149078 0.0073772 0.000146163 9.625 9.875 3.51357e+06 3.06681e+06 446757 61294 47119 12745
10.00 0.000288153 0.00148388 -1.5625e-05 0.000454298 0.0026744 -6.89913e-05 0.000527698 0.00320605 -4.22719e-05 0.00038608 0.0040036 -0.000159942 0.00106087 0.00312998 0.000203291 9.875 10.125 3.96635e+06 3.39404e+06 572311 79591 56983 15082
10.25 0.000109585 0.000471293 1.90689e-05 0.000821877 0.00219876 0.000290259 0.000771699 0.0029227 0.000116516 0.00120262 0.00282979 0.000586609 0.00271207 0.00396573 0.00131223 10.125 10.375 2.69503e+06 2.19009e+06 504942 73863 49891 13274
10.50 0.000234628 0.000413059 0.000189803 0.00317576 0.00573391 0.00187997 0.00349882 0.00698875 0.00209091 0.00447847 0.00719819 0.00262737 0.00881738 0.00992717 0.00553112 10.375 10.625 1.66353e+06 1.26583e+06 397700 64879 39969 11001
10.75 0.000957131 0.00102295 0.000816947 0.0107094 0.0124408 0.00557675 0.0116273 0.0139417 0.0057428 0.0143448 0.0158405 0.00745977 0.0264242 0.0170344 0.0164001 10.625 10.875 1.02001e+06 738666 281341 53839 29488 8250
11.00 0.00361029 0.00259148 0.00272107 0.0309548 0.0238253 0.0128096 0.0282789 0.0255259 0.0106024 0.0433841 0.0253737 0.0183533 0.06131 0.0337255 0.0296857 10.875 11.125 596282 431267 165015 39358 19846 5252
11.25 0.0130502 0.00548385 0.00827562 0.0771281 0.0378051 0.0212001 0.067579 0.0383365 0.0204163 0.0933953 0.0380926 0.0232653 0.116444 0.0431055 0.0344964 11.125 11.375 339948 251796 88152 27257 13127 3375
11.50 0.0399731 0.00815102 0.0197343 0.163359 0.044129 0.0255264 0.124959 0.0440653 0.0221017 0.18137 0.0495563 0.0264769 0.245117 0.0435426 0.0542662 11.375 11.625 194158 147249 46909 15341 8717 2048
11.75 0.10327 0.00379866 0.0351421 0.313336 0.0421824 0.0333874 0.221351 0.0415088 0.0221376 0.349137 0.0447355 0.0323084 0.392396 0.0263893 0.0473995 11.625 11.875 109597 84410 25187 4721 6201 1394
12.00 0.217436 0.000319719 0.0502463 0.476372 0.040566 0.018429 0.352827 0.0571921 0.00817454 0.516512 0.042717 0.0176184 0.54108 0.0391671 0.0293659 11.875 12.125 61504 48405 13099 513 4209 852
12.25 0.385745 0.00380975 0.0503651 0.637262 0.036504 0.0075407 0.647059 0.102941 0 0.64236 0.0448323 0.00273722 0.675824 0.0194313 0.0171415 12.125 12.375 33509 27036 6473 51 2729 546
12.50 0.574644 0.0214324 0.0524052 0.768012 0.0364431 0.00992781 0.875 0.125 0 0.751299 0.0406476 0.0110938 0.813889 0.0266908 0.0149758 12.375 12.625 18104 14884 3220 8 1540 360
12.75 0.737245 0.0414823 0.0517857 0.867725 0.0333236 0.010949 1 0 0 0.826446 0.0432075 0.0178923 0.894531 0.0199669 0.00975758 12.625 12.875 9352 7840 1512 3 484 256
13.00 0.85817 0.0369452 0.0369895 0.93323 0.0170808 0.00696254 0 0 0 0.928571 0.00363201 0.0338346 0.959064 0.0162444 0.00784481 12.875 13.125 4677 4033 644 0 56 171
13.25 0.93785 0.0178298 0.0219052 0.947598 0.00775886 0.0100983 0 0 0 1 0 0 0.920792 0.0173522 0.00990099 13.125 13.375 2192 1963 229 0 2 101
