#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.000224939 0.000469263 0.00014706 0.000211907 0.000442539 0.000163181 0.000221112 0.000525046 0.000184206 0.000322373 0.000708201 0.000322373 0 0 0 7.2 7.4 628006 489463 138543 20999 2748 0
7.5 0.000326275 0.000600725 0.000213599 0.000205035 0.000504846 0.000142929 0.000244668 0.000694951 0.00013932 0.000302939 0.000985721 0.000302939 0 0 0 7.4 7.6 504665 379735 124930 21178 2840 0
7.7 0.000393988 0.000628793 0.000245805 0.000229732 0.000766103 0.000152374 0.000289328 0.000971091 0.000205241 0.000337268 0.00130477 0.000337268 0 0 0 7.6 7.8 394842 287600 107242 20423 2749 0
7.9 0.000387445 0.000613056 0.000212929 0.000260615 0.00139244 0.000182538 0.000256805 0.00219536 0.000211511 0.000397298 0.00288812 8.61596e-05 0 0 0 7.8 8 300869 215082 85787 18738 2482 0
8.1 0.000382665 0.00059383 0.000232048 0.000354659 0.00241861 0.00027393 0.000394458 0.00305552 0.000344548 0.000505817 0.0036145 0.000505817 0 0 0 8 8.2 225298 160746 64552 16340 2166 0
8.3 0.000309711 0.000971238 0.000190425 0.000372024 0.00435159 0.000295481 0.000275103 0.00557479 0.000275103 0.000489237 0.00661015 0.000489237 0 0 0 8.2 8.4 165484 118556 46928 13786 1874 0
8.5 0.00028998 0.00170276 0.000189242 0.000577002 0.00852165 0.000478407 0.000574012 0.0113613 0.0005055 0.00119403 0.0128905 0.00119403 0 0 0 8.4 8.6 121545 88662 32883 11325 1552 0
8.7 0.00025277 0.00404201 0.000193769 0.00135449 0.0133939 0.00115597 0.00180645 0.0146982 0.00160367 0.00301887 0.0284277 0.00301887 0 0 0 8.6 8.8 88729 65818 22911 9123 1301 0
8.9 0.000800352 0.00714824 0.000740411 0.00282391 0.0233717 0.00260593 0.00289216 0.0255953 0.00266999 0.00561347 0.035896 0.00561347 0 0 0 8.8 9 64361 48647 15714 6797 1060 0
9.1 0.00167723 0.0127084 0.00152195 0.00609632 0.0352074 0.00578832 0.00508906 0.0337866 0.00492328 0.0104167 0.0529413 0.0104167 0 0 0 9 9.2 46306 35597 10709 4956 825 0
9.3 0.00415065 0.0208923 0.00377608 0.0146901 0.0506124 0.0140007 0.01062 0.0386131 0.01062 0.0211111 0.0778532 0.0198421 0 0 0 9.2 9.4 33898 26592 7306 3376 734 0
9.5 0.00878581 0.0309649 0.00780003 0.0256271 0.0647565 0.0237821 0.0121029 0.0457484 0.0116475 0.0547337 0.0890262 0.0498794 0 0 0 9.4 9.6 24092 19288 4804 1961 632 0
9.7 0.0176895 0.0409336 0.0152252 0.0464081 0.0879438 0.0418154 0.0161453 0.0651682 0.0142424 0.0839552 0.110605 0.0731053 0 0 0 9.6 9.8 17174 13946 3228 1098 531 0
9.9 0.0368971 0.0550593 0.0279021 0.0795455 0.0945143 0.0660378 0.0206718 0.0715413 0.0206718 0.125571 0.105598 0.0912571 0 0 0 9.8 10 12137 10034 2103 477 410 0
10.1 0.0715333 0.0609664 0.0436881 0.128166 0.0998342 0.0944105 0.0355556 0.0738194 0.0355556 0.202899 0.116885 0.138002 0 0 0 10 10.2 8569 7192 1377 226 341 0
10.3 0.109802 0.0738025 0.0584023 0.186264 0.105789 0.110488 0.0581395 0.0918605 0.0427549 0.244373 0.135969 0.115222 0 0 0 10.2 10.4 6175 5290 885 88 293 0
10.5 0.154144 0.0751008 0.0582988 0.239382 0.0939511 0.106712 0.105263 0.125506 0.105263 0.281818 0.110587 0.0911402 0 0 0 10.4 10.6 4252 3708 544 29 225 0
10.7 0.213784 0.0692435 0.0628188 0.28125 0.0897177 0.102303 0.2 0.2 0.2 0.350318 0.117767 0.121019 0 0 0 10.6 10.8 2839 2506 333 8 158 0
10.9 0.259006 0.0663561 0.0591339 0.300546 0.112497 0.0814453 0 0.142857 0 0.380952 0.111801 0.106443 0 0 0 10.8 11 1778 1586 192 5 101 0
11.1 0.294423 0.0817004 0.0527776 0.294872 0.123039 0.0740926 0 0.5 0 0.391304 0.139308 0.0958498 0 0 0 11 11.2 861 786 75 2 42 0
11.3 0.334107 0.0670394 0.0742197 0.3 0.110256 0.1 0 0 0 0.380952 0.119048 0.108225 0 0 0 11.2 11.4 398 359 39 0 23 0
11.5 0.362416 0.0820283 0.067178 0.411765 0.159664 0.145098 0 0 0 0.416667 0.138889 0.116667 0 0 0 11.4 11.6 120 105 15 0 12 0
11.7 0.375 0.14881 0.105769 0.285714 0.214286 0.285714 0 0 0 0.333333 0.166667 0.333333 0 0 0 11.6 11.8 31 26 5 0 4 0
11.9 0.466667 0.133333 0.10303 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 12 12 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0 0
