#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 3.22009e-05 3.22009e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 33138 31055 2083 255 372 196
9.00 1.85901e-05 0 1.85901e-05 0 0.000156421 0 0 0.00125945 0 0 0 0 0 0 0 8.875 9.125 60183 53792 6391 792 1352 664
9.25 8.1698e-06 8.16646e-06 1.66801e-09 0 0 0 0 0 0 0 0 0 0 0 0 9.125 9.375 289562 244804 44758 5989 9284 4750
9.50 7.25701e-05 0.000263321 0 0.00016408 0.000866097 0 0.000227666 0.000720073 6.86667e-06 0.000158724 0.000987364 0 0.000432414 0.000943812 4.03813e-06 9.375 9.625 1.19194e+06 1.03348e+06 158459 21962 25201 11563
9.75 0.000448608 0.00156938 0 0.000841243 0.0034825 -1.72189e-05 0.000853127 0.0042513 -8.23149e-06 0.00121036 0.00560974 5.74738e-05 0.00109046 0.00506536 -1.99236e-05 9.625 9.875 3.12874e+06 2.7329e+06 395843 51575 45441 20175
10.00 0.00030296 0.000952209 3.30791e-06 0.000547259 0.00187012 4.32832e-05 0.000528785 0.00248943 -5.11823e-05 0.000628026 0.00247307 -3.83022e-05 0.00135444 0.00252788 0.000723074 9.875 10.125 3.82803e+06 3.27436e+06 553668 73754 60507 25841
10.25 0.000227884 0.000456895 0.000112111 0.00139118 0.00274408 0.000573432 0.00151868 0.00298406 0.000629013 0.00224494 0.00365837 0.00108588 0.00334201 0.0042302 0.00185303 10.125 10.375 2.64109e+06 2.14583e+06 495263 69139 53899 23040
10.50 0.000559063 0.000634197 0.000417984 0.00551714 0.00761963 0.00198351 0.00571698 0.00912092 0.00193741 0.00726966 0.00964756 0.00258796 0.0118382 0.00963708 0.00607971 10.375 10.625 1.63656e+06 1.25031e+06 386251 59472 42643 18415
10.75 0.00177293 0.00151428 0.00131133 0.018138 0.0159964 0.00633669 0.017405 0.0180095 0.00550046 0.022967 0.0172063 0.00746433 0.0352305 0.0183721 0.0173333 10.625 10.875 1.00704e+06 733249 273790 49411 31480 13880
11.00 0.006164 0.00317987 0.00405597 0.044727 0.0261369 0.0111741 0.0409505 0.0287535 0.0078655 0.0548115 0.0307618 0.0117067 0.0749972 0.0279838 0.027697 10.875 11.125 600222 430727 169495 37411 21729 8987
11.25 0.0193568 0.00597584 0.0105732 0.103337 0.0390547 0.0170662 0.0890213 0.0422787 0.0122378 0.11743 0.0417516 0.0177646 0.15217 0.0344575 0.0429439 11.125 11.375 347351 254277 93074 26342 14119 5783
11.50 0.0530064 0.00727744 0.0227366 0.204919 0.0403468 0.0222701 0.16385 0.0437205 0.0196908 0.220776 0.040776 0.0227303 0.268898 0.0311562 0.0431435 11.375 11.625 200266 149812 50454 14971 9453 3585
11.75 0.121169 0.00336245 0.0366056 0.344237 0.0438722 0.0190342 0.261723 0.0455408 0.0236458 0.369545 0.0445692 0.0174024 0.437553 0.0258405 0.0392792 11.625 11.875 115081 87324 27757 4841 6554 2338
12.00 0.241483 0.0023516 0.0496441 0.511156 0.0371527 0.0108934 0.423598 0.0395774 0.0131349 0.525952 0.043896 0.00791311 0.582029 0.0251859 0.0322722 11.875 12.125 65394 50604 14790 517 4489 1469
12.25 0.402191 0.0055123 0.0489359 0.656434 0.0368621 0.00418353 0.762712 0.062685 0.0164433 0.650085 0.0449007 3.72529e-05 0.690871 0.0284269 0.0266454 12.125 12.375 36681 29026 7655 59 2955 964
12.50 0.588138 0.0276331 0.0517125 0.799244 0.0334838 0.00861204 0.888889 0.0444444 -0.0111111 0.769809 0.0375869 0.00810701 0.832 0.0383704 0.011966 12.375 12.625 20291 16321 3970 9 1729 625
12.75 0.742095 0.0361202 0.04726 0.876823 0.0252029 0.0154268 1 0 0 0.83042 0.0365676 0.0231907 0.896703 0.0170898 0.0115682 12.625 12.875 10876 8887 1989 5 572 455
13.00 0.857474 0.0324689 0.0351349 0.927168 0.016399 0.0112585 1 0 0 0.816667 0.0833333 0 0.959854 0.0115746 0.0184621 12.875 13.125 5608 4743 865 2 60 274
13.25 0.919441 0.0254829 0.025483 0.938667 0.0158788 0.00551158 1 0 0 1 0 0 0.967033 0.0108676 0.00507647 13.125 13.375 2808 2433 375 1 1 182
