#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 3.08109e-05 0 0 3.08109e-05 0 0 3.08109e-05 0 0 3.08109e-05 8.625 8.875 34509 2053 234 377 175
9 0 0 1.78171e-05 0 0 1.78171e-05 0 0 1.78171e-05 0 0 1.78171e-05 8.875 9.125 62420 6294 799 1331 614
9.25 -7.7953e-06 7.7953e-06 7.79256e-06 -7.7953e-06 3.89833e-06 7.79463e-06 -7.7953e-06 7.7953e-06 7.79323e-06 -7.7953e-06 3.89833e-06 7.7953e-06 9.125 9.375 300974 44409 6188 9250 4364
9.5 7.95969e-05 0.000548946 -2.494e-05 9.42663e-05 0.000527297 1.1268e-05 0.000113873 0.000557499 -9.04191e-06 0.000190281 0.000844472 1.0617e-05 9.375 9.625 1.2333e+06 161707 22798 25633 11051
9.75 0.000332583 0.00230263 -4.85264e-05 0.000300072 0.00280146 -3.98814e-05 0.000576532 0.00432374 -9.78722e-05 0.000705315 0.00440979 -0.000108562 9.625 9.875 3.18981e+06 403895 53167 45684 19005
10 0.000259375 0.00104944 1.42359e-05 0.00029871 0.00143226 -8.42888e-06 0.000311239 0.00171779 -3.72157e-05 0.000989469 0.00198983 0.00034497 9.875 10.125 3.85344e+06 557863 75077 60141 24279
10.25 0.00103976 0.002176 0.000416468 0.00100074 0.00264066 0.000384526 0.00176634 0.00308264 0.000749948 0.00319154 0.00424 0.0020188 10.125 10.375 2.65098e+06 496720 69818 53334 21509
