#Observed stellar mass range: 8.6 < log10(M*/Msun) < 8.8
#Quenched: SFR / SM < 1e-11 / yr
#Galaxies at z=0 are selected as quenched via observed SSFR.
#Quenching histories are based on true SSFR.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Galaxies_Remaining Bestfit_Q_Galaxies_Remaining
1.002310 0.00239901 0.00335659 0.000543699 0.995812 0.00105315 0.00678188 181325 21250
0.994717 0.0192417 0.00329361 0.00867914 0.821082 0.0280012 0.00129014 181325 21250
0.987123 0.0288322 0.00466203 0.0121112 0.715012 0.036172 0.00365186 181325 21250
0.979529 0.0338949 0.00522911 0.0144461 0.638776 0.0398193 0.00441575 181325 21250
0.971935 0.0374135 0.00538218 0.0157568 0.584235 0.0381389 0.00938499 181325 21250
0.964342 0.0402813 0.00584447 0.0163318 0.538871 0.042758 0.00866425 181325 21250
0.956748 0.0420847 0.00587101 0.0165537 0.502729 0.039219 0.0124654 181325 21250
0.949154 0.0434855 0.00594214 0.0169323 0.471059 0.038488 0.0158896 181325 21250
0.941560 0.0449855 0.00619775 0.0170054 0.438588 0.0437784 0.00977078 181325 21250
0.933967 0.0455205 0.00642793 0.0163526 0.413694 0.0385592 0.0115156 181325 21250
0.926373 0.0458845 0.00613556 0.0154832 0.390635 0.0391975 0.0117703 181325 21250
0.918779 0.046094 0.00580072 0.0155579 0.366306 0.0367662 0.017454 181325 21250
0.911185 0.0467007 0.00552604 0.015074 0.345176 0.0371004 0.0142124 181325 21250
0.903592 0.0469102 0.00504147 0.0150982 0.325647 0.0378654 0.0171815 181325 21250
0.895998 0.0465573 0.00568884 0.0145923 0.308612 0.0362242 0.0174366 181325 21250
0.888404 0.047379 0.00537265 0.0149081 0.293035 0.0325488 0.0164049 181325 21250
0.880810 0.0471198 0.00575576 0.0143181 0.279341 0.0319049 0.0176004 181325 21250
0.873217 0.047539 0.00547808 0.0143997 0.264188 0.0274283 0.0195923 181325 21250
0.865623 0.0472522 0.00614773 0.0139669 0.247765 0.0284633 0.0194553 181325 21250
0.858029 0.046618 0.00533173 0.0145318 0.236094 0.0270599 0.0178405 181325 21250
0.850435 0.0457962 0.00477926 0.0141437 0.225788 0.0256153 0.0196371 181325 21250
0.842842 0.0448201 0.00463306 0.0130105 0.215059 0.0244406 0.0212667 181325 21250
0.835248 0.0439818 0.0043142 0.0122821 0.201082 0.0293859 0.017303 181325 21250
0.827654 0.0430001 0.00434265 0.012516 0.189741 0.0290694 0.0168597 181325 21250
0.820060 0.0423383 0.00494878 0.01201 0.179576 0.0315703 0.0164714 181325 21250
