#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 64860 261 226 33
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 114319 882 865 120
9.25 0 0 0 0 0 0 0 0 0 9.125 9.375 503412 6883 6857 981
9.50 0.166667 0.0925926 0.0416667 0.166667 0.268116 0.0315315 0.333333 0.166667 0.333333 9.375 9.625 1.84226e+06 32127 25450 3623
9.75 0.243243 0.0567568 0.0537696 0.245283 0.0656414 0.0347567 0.333333 -0.047619 0.261905 9.625 9.875 3.9706e+06 71407 44727 6164
10.00 0.394737 0.150718 0.172156 0.285714 0.32967 0.112161 0.6 0.2 0.302703 9.875 10.125 4.05593e+06 83510 48684 6846
10.25 0.764706 0.0894608 0.333671 0.928571 -0.0685714 0.595238 0.5 0.5 0.233333 10.125 10.375 2.70724e+06 75696 42041 5952
10.50 0.91791 0.00455248 0.0968578 0.885057 0.0572503 0.0332056 0.884615 0.115385 0.157343 10.375 10.625 1.66888e+06 68484 34484 5001
10.75 0.915254 0.00985593 0.0431168 0.902778 0.0195096 0.0373932 0.818182 0.116601 0.0126262 10.625 10.875 1.01412e+06 56032 25290 3744
11.00 0.883378 0.0317563 0.0130286 0.906977 0.011463 0.0298175 0.89011 0.0527472 0.0401099 10.875 11.125 578796 40065 16819 2463
11.25 0.890613 0.0253707 0.0111192 0.85283 0.0576844 -0.00431269 0.906667 0.0175757 0.0452806 11.125 11.375 324273 27010 11191 1549
11.50 0.856582 0.0444025 0.0104277 0.846087 0.0598536 0.00176185 0.875 0.0289548 0.0301724 11.375 11.625 181580 14787 7345 902
11.75 0.795658 0.0715297 0.00110847 0.807642 0.067826 0.0118105 0.862069 0.0374745 0.0415561 11.625 11.875 100504 4382 5241 630
12.00 0.736842 0.0700248 0.0274825 0.729341 0.088514 0.00845885 0.697561 0.131455 0.000313282 11.875 12.125 54734 487 3644 408
12.25 0.809524 0.047619 0.0822511 0.621024 0.0994775 0.00114775 0.629834 0.072186 0.0400906 12.125 12.375 28937 33 2243 250
12.50 1 0 0.4 0.463039 0.068961 0.00487575 0.510204 0.0775822 0.0296846 12.375 12.625 15009 4 1322 171
12.75 0.5 0 0 0.343333 0.0528931 0.020352 0.271739 0.112876 0.01642 12.625 12.875 7388 2 368 104
13.00 0 0 0 0.3 0 0.0804878 0.227273 0.0335968 0.0929444 12.875 13.125 3429 0 49 71
13.25 0 0 0 0 0.5 0 0.145833 0.0625 0.0416667 13.125 13.375 1458 0 2 48
13.50 0 0 0 0 0 0 0.0344828 0.00255428 0 13.375 13.625 559 0 0 29
13.75 0 0 0 0 0 0 0.25 0 0.125 13.625 13.875 198 0 0 8
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 40 0 0 1
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 5 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 1 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 0 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 0 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
