#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -3.22009e-05 0 3.22009e-05 -3.22009e-05 0 3.22009e-05 -3.22009e-05 0 3.22009e-05 -3.22009e-05 0 3.22009e-05 8.625 8.875 33138 2083 255 372 196
9 -1.85901e-05 0.000156421 -1.85901e-05 -1.85901e-05 0.00125945 -1.85901e-05 -1.85901e-05 1.85901e-05 0 -1.85901e-05 1.85901e-05 0 8.875 9.125 60183 6391 792 1352 664
9.25 -8.1698e-06 4.08543e-06 4.0831e-06 -8.1698e-06 4.08533e-06 4.08345e-06 -8.1698e-06 4.08537e-06 4.0833e-06 -8.1698e-06 4.08533e-06 4.08345e-06 9.125 9.375 289562 44758 5989 9284 4750
9.5 9.15102e-05 0.000572502 0 0.000155096 0.0004285 1.07967e-05 8.61537e-05 0.000744385 -6.26263e-06 0.000359844 0.000670948 4.72684e-05 9.375 9.625 1.19194e+06 158459 21962 25201 11563
9.75 0.000392634 0.00198122 -9.27906e-06 0.000404518 0.00263742 -6.81277e-05 0.000761752 0.00406826 6.94524e-05 0.00064185 0.00359223 -6.97484e-05 9.625 9.875 3.12874e+06 395843 51575 45441 20175
10 0.000244299 0.00104605 5.22574e-05 0.000225825 0.00159001 -5.62295e-05 0.000325067 0.00177011 -2.16903e-05 0.00105148 0.00177034 0.000724488 9.875 10.125 3.82803e+06 553668 73754 60507 25841
10.25 0.0011633 0.00218567 0.000481679 0.0012908 0.00259183 0.000534859 0.00201706 0.0029992 0.00100656 0.00311413 0.00380482 0.00175929 10.125 10.375 2.64109e+06 495263 69139 53899 23040
