#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -8.10045e-05 8.10045e-05 0 -8.10045e-05 8.10045e-05 0 -8.10045e-05 8.10045e-05 0 -8.10045e-05 8.10045e-05 0 8.625 8.875 26575 1885 144 359 312
9 -2.39103e-05 0 2.39103e-05 -2.39103e-05 0 2.39103e-05 -2.39103e-05 0 2.39103e-05 -2.39103e-05 0 2.39103e-05 8.875 9.125 47537 5714 492 1125 1107
9.25 -1.05955e-05 5.29832e-06 1.68257e-10 -1.05955e-05 5.29832e-06 5.29599e-06 -1.05955e-05 5.29832e-06 7.85803e-10 -1.05955e-05 5.29832e-06 5.29599e-06 9.125 9.375 224886 36127 3220 7200 6642
9.5 7.08266e-05 0.00019304 -5.24615e-06 2.2992e-05 0.000326801 -9.74327e-05 5.74218e-05 0.000378078 -6.23315e-05 0.000144454 0.000241529 5.6929e-05 9.375 9.625 825162 98335 10578 15508 13889
9.75 0.000291532 0.000585595 0.000132444 0.000200884 0.000725397 9.47433e-05 0.000517814 0.000947781 0.000153553 0.000796323 0.00078152 0.000637616 9.625 9.875 2.26963e+06 267101 28685 31974 27267
10 0.00196034 0.00114474 0.00118735 0.00177046 0.00175731 0.000702604 0.00229808 0.00165308 0.00116586 0.0035568 0.0011397 0.002475 9.875 10.125 3.3757e+06 486458 56788 57110 46869
10.25 0.00588536 0.00299976 0.00236528 0.00513167 0.00414543 0.00157186 0.00739003 0.00413055 0.00275665 0.0101073 0.00188861 0.00514406 10.125 10.375 2.44303e+06 458990 56886 54596 43584
