#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 29743 236 450 273
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 53358 819 1458 932
9.25 0 0 0 0 1 0 0 0 0 9.125 9.375 254776 5400 9735 5942
9.50 0.285714 0.114286 0.119048 0.5 0.0625 0.277778 0 0.727679 -0.1875 9.375 9.625 1.02446e+06 18731 23506 13332
9.75 0.4 0.15 0.103947 0.416667 0.178839 0.132716 0.45 0.181579 0.18494 9.625 9.875 2.833e+06 44647 42630 23447
10.00 0.892857 -0.0335979 0.338402 0.835821 0.0231534 0.322663 0.833333 0.0117371 0.423077 9.875 10.125 3.69643e+06 68412 61454 33281
10.25 0.964789 1.46031e-05 0.0793398 0.928144 0.0188761 0.0465648 0.968944 0.00589871 0.0619673 10.125 10.375 2.58488e+06 65682 55982 29692
10.50 0.955056 0.00579792 0.0204408 0.940928 0.0258614 -0.00343484 0.955 0.00601369 0.0281707 10.375 10.625 1.60768e+06 55191 43873 23279
10.75 0.955182 0.00709337 0.00986958 0.951351 0.0133675 0.00559074 0.962315 0.00421649 0.0193442 10.625 10.875 991223 45621 32390 17340
11.00 0.942949 0.0177337 0.00481284 0.946164 0.0167988 0.00475347 0.943744 0.016708 0.0014891 10.875 11.125 599162 35322 22520 11335
11.25 0.924747 0.0289415 0.00659782 0.925817 0.028255 0.00194752 0.934251 0.0230952 0.00468558 11.125 11.375 348639 25108 14521 7430
11.50 0.873637 0.0576074 -0.00128585 0.886762 0.0471279 0.00466728 0.895628 0.0302706 0.0108899 11.375 11.625 202680 14685 9796 4591
11.75 0.819785 0.0747741 -0.000383973 0.794414 0.0729069 -0.000378966 0.824031 0.0469639 0.0148582 11.625 11.875 117713 4689 6695 2957
12.00 0.748837 0.0765052 -0.00440949 0.683115 0.0758108 -0.00730282 0.718665 0.0651183 -0.00221997 11.875 12.125 67465 514 4754 1806
12.25 0.767857 0.0262605 0.0354628 0.535205 0.0741871 -0.00836748 0.551881 0.0376625 0.00912201 12.125 12.375 38467 74 3110 1190
12.50 0.642857 0.0904762 -0.0238096 0.411598 0.0500752 0.00591877 0.410256 0.0441595 0.00877494 12.375 12.625 21519 15 1805 794
12.75 0.75 0 0.25 0.324111 0.051117 0.0210219 0.316759 0.0425879 0.0340732 12.625 12.875 11833 4 595 589
13.00 0 0 0 0.311475 0.037731 0.0458504 0.182353 0.0268161 0.0313558 12.875 13.125 6229 0 67 360
13.25 0 0 0 0.5 0.25 0.166667 0.109705 0.0258094 0.0333994 13.125 13.375 3220 0 4 240
13.50 0 0 0 0 0 0 0.0724638 0.0126426 0.0280193 13.375 13.625 1554 0 0 139
13.75 0 0 0 0 0 0 0.0697674 0.0254707 0 13.625 13.875 700 0 0 44
14.00 0 0 0 0 0 0 0.25 0 0 13.875 14.125 279 0 0 4
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 99 0 0 1
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 18 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 3 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 1 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
