#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00610631 0.00422665 0.00245956 0.00640352 0.00476776 0.00275909 0.00698709 0.00457955 0.00296772 0.00806567 0.00551823 0.00314139 7.2 7.4 607827 137853 19977 17206 11706
7.5 0.00945821 0.0055947 0.00342672 0.0101877 0.00711747 0.003576 0.00948321 0.00597603 0.00344588 0.0124697 0.00730844 0.004257 7.4 7.6 502648 118528 18217 15502 10470
7.7 0.0181816 0.0105244 0.00603115 0.0183561 0.012388 0.00798223 0.0165622 0.00959391 0.00532732 0.0201155 0.00945936 0.00653975 7.6 7.8 416424 101114 16167 13694 9204
7.9 0.0327054 0.0138938 0.00951507 0.033857 0.0144801 0.0106237 0.0290783 0.0143095 0.00949864 0.032896 0.0150581 0.00880278 7.8 8 346252 90060 15091 12273 8600
8.1 0.0431918 0.0146666 0.0103104 0.0458175 0.0154032 0.0116408 0.0413336 0.0148921 0.0102733 0.0472591 0.0179742 0.0121791 8 8.2 293328 88049 15033 12146 8350
8.3 0.0528827 0.0161475 0.0108863 0.0547444 0.0151472 0.0122793 0.0530852 0.0148035 0.0121963 0.0549604 0.0197968 0.0137718 8.2 8.4 245732 81086 14880 11041 7593
8.5 0.066256 0.0159255 0.0136954 0.0686834 0.0169268 0.0165462 0.0664196 0.0177608 0.0134841 0.0752917 0.021055 0.0131855 8.4 8.6 200663 68179 13424 9828 6558
8.7 0.0825256 0.0164445 0.0153441 0.0833095 0.0185174 0.020016 0.0811982 0.0178866 0.0151246 0.0933413 0.0239662 0.01534 8.6 8.8 160644 54938 11593 8189 5539
8.9 0.10477 0.0154623 0.0191008 0.104998 0.0161849 0.0214014 0.10668 0.0151458 0.0185176 0.122654 0.0242541 0.0207955 8.8 9 129047 44054 9998 6941 4606
9.1 0.128949 0.0181331 0.0206289 0.124434 0.0209346 0.0246221 0.130636 0.0188436 0.021697 0.145197 0.0223648 0.0178757 9 9.2 104161 35189 8301 5753 3959
9.3 0.154136 0.0207538 0.0222529 0.139739 0.0224064 0.0249376 0.16209 0.0191579 0.0206761 0.169209 0.0263891 0.022965 9.2 9.4 85733 28614 6725 5084 3268
9.5 0.17876 0.0227721 0.0249713 0.147215 0.0246827 0.025123 0.183098 0.0246709 0.0248692 0.204062 0.0206133 0.0245146 9.4 9.6 72487 23806 5381 4403 2944
9.7 0.197322 0.025039 0.0271812 0.139713 0.0248251 0.025262 0.212053 0.0284325 0.0296741 0.216101 0.0264188 0.0288499 9.6 9.8 63528 20317 3971 4069 2580
9.9 0.216255 0.026703 0.0248264 0.124845 0.0302109 0.0316322 0.246764 0.0253711 0.0282604 0.268173 0.0202164 0.025807 9.8 10 57421 18083 2836 3694 2448
10.1 0.229679 0.0297931 0.0273011 0.0999307 0.0317713 0.030159 0.262612 0.029288 0.0346517 0.268983 0.0239715 0.0277117 10 10.2 52961 16086 1682 3694 2322
10.3 0.238538 0.0286169 0.0293029 0.0699622 0.0434975 0.0417103 0.270481 0.0299713 0.0278663 0.283137 0.0256515 0.0257455 10.2 10.4 49072 14434 844 3680 2264
10.5 0.246949 0.0287075 0.0316007 0.0449396 0.0526697 0.0386688 0.25565 0.0318862 0.0334835 0.299353 0.0219119 0.0235583 10.4 10.6 43576 12132 353 3433 2009
10.7 0.235418 0.0220427 0.0224257 0.0924431 0.0360113 0.0474347 0.223155 0.0244256 0.0263842 0.2841 0.0183425 0.0232294 10.6 10.8 34525 9242 126 2730 1777
10.9 0.198338 0.0213295 0.0231481 0.117093 0.0679985 0.0660068 0.160191 0.0255438 0.025364 0.254105 0.0179736 0.0203733 10.8 11 22514 5480 39 1525 1263
11.1 0.153905 0.0173372 0.0171682 0.114677 0.0659128 0.0594349 0.0728353 0.0220479 0.0217364 0.203379 0.0138465 0.0140235 11 11.2 11218 2417 12 531 656
11.3 0.0791686 0.0131577 0.0142691 0.207568 0.0166429 0.227167 -0.0191097 0.0300214 0.0254226 0.126372 0.0125672 0.0128718 11.2 11.4 4105 653 2 99 235
11.5 0.000686586 0.0170856 0.0209054 -0.89128 0.0206471 0.0173646 -0.220721 0.0814734 0.0851989 0.0668505 0.0295002 0.0205594 11.4 11.6 1166 116 0 10 46
11.7 -0.044577 0.0323658 0.046556 -0.945545 0.0116924 0.0102788 0.0507614 0.0139868 0.997326 -0.0565218 0.0308301 0.0522501 11.6 11.8 254 14 0 1 9
11.9 -0.958333 0.988636 0.0194445 -0.972222 0.0210027 0.00890988 -0.972222 0.0210027 0.00890988 -0.971429 0.0227106 0.00896358 11.8 12 34 0 0 0 0
12.1 0 0 0 -1 0 0 -1 0 0 -1 0 0 12 12.2 3 1 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
