#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 1.29322e-07 0.000122167 2.27966e-05 -1.65123e-06 0.000349475 3.89939e-05 -1.6394e-06 0.00117384 5.38957e-05 -5.7455e-05 3.95436e-05 0.000202851 7.2 7.4 605590 119848 14600 894 0
7.5 -1.51626e-05 0.000177233 5.25701e-05 6.90783e-05 0.000363878 8.59337e-05 -2.67214e-05 0.00115013 0.000116119 -0.000110174 7.1616e-05 0.000231397 7.4 7.6 477946 106695 14579 980 0
7.7 -2.68762e-05 0.000475286 7.36735e-05 8.10863e-05 0.000785265 0.000104214 -7.99976e-05 0.00138948 0.000124223 -0.000170613 0.000101074 0.000318846 7.6 7.8 365601 89485 14211 964 0
7.9 -2.20029e-05 0.000767761 6.5977e-05 6.6885e-05 0.0012319 0.000110527 -0.000118392 0.00183708 0.000179876 -0.000228876 0.000126769 0.000401173 7.8 8 273279 70310 13243 837 0
8.1 -8.07311e-07 0.00114302 8.3026e-05 3.88608e-05 0.00240012 0.000150246 -0.000155254 0.00288196 0.000177349 -0.0002437 0.000115888 0.000540649 8 8.2 199443 51451 11354 782 0
8.3 9.17184e-05 0.00162998 0.000139702 4.43781e-05 0.00355476 0.000158223 -0.000128371 0.00207018 0.000139575 -0.000202518 8.15931e-05 0.00056914 8.2 8.4 143492 35933 9450 640 0
8.5 0.000192623 0.00343129 0.000170871 0.000135101 0.00631704 0.000244215 -6.49359e-05 0.00734019 0.000156269 -0.000211608 0.000129889 0.00101778 8.4 8.6 101762 24427 7626 548 0
8.7 0.000367233 0.00482457 0.000252125 0.000536772 0.00671669 0.000391444 0 0.0133562 0.00018912 -0.000161143 0.000161143 0.00172912 8.6 8.8 71596 16333 6070 443 0
8.9 0.000511735 0.00806074 0.000388753 0.000597405 0.00857588 0.000601529 -2.18446e-05 0.0263853 9.11849e-05 -0.000155933 0.000126892 0.00391975 8.8 9 50470 10815 4727 340 0
9.1 0.00080887 0.0170069 0.00080887 0.00082774 0.0180686 0.00088699 0.00246782 0.0324239 0.00257465 -0.000393407 0.000360113 0.0077581 9 9.2 35040 7091 3448 290 0
9.3 0.00191259 0.0209611 0.00171468 0.000737924 0.0155254 0.000737924 0.00762955 0.057135 0.00768033 -0.000989031 0.000989031 0.014456 9.2 9.4 24182 4486 2268 229 0
9.5 0.00441761 0.0273752 0.00376931 7.91717e-06 0.0164065 0.000703424 0.0312613 0.06466 0.0313254 -0.00211648 0.00205062 0.02974 9.4 9.6 16675 2788 1376 183 0
9.7 0.00997991 0.0377965 0.00997991 0 0.00871746 0.00422645 0.0571659 0.0937637 0.0571659 -0.00542781 0.00532882 0.0368093 9.6 9.8 11249 1784 776 178 0
9.9 0.0107345 0.0438408 0.0107345 -0.00118081 0.00989683 0.00667156 0.0307129 0.125467 0.024879 -0.0143981 0.0133625 0.0502091 9.8 10 7652 1077 406 130 0
10.1 0.0188786 0.0427687 0.0198574 -0.00825135 0.00946448 0.0178193 0.0856571 0.104726 0.0699799 -0.0322258 0.0270879 0.0669903 10 10.2 5070 635 164 117 0
