#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 25958 127 294 330
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 46433 395 1022 1122
9.25 0 0 0 0 0 0 0 0 0 9.125 9.375 217548 2652 6339 6141
9.50 1 0 1 1 0 1 1 0 0.25 9.375 9.625 786326 8570 13177 12644
9.75 0.714286 0.026455 0.242064 0.76 0.0316667 0.224286 0.898551 -0.00665885 0.291408 9.625 9.875 2.14637e+06 24679 28160 25662
10.00 0.935 0.0189474 0.0637129 0.950893 0.013813 0.0731689 0.958333 -0.00847256 0.0717354 9.875 10.125 3.26517e+06 53084 54791 47049
10.25 0.967213 0.00673771 0.0202252 0.962617 0.0165499 0.00498968 0.97561 0.00291371 0.0164261 10.125 10.375 2.39495e+06 53806 53213 44990
10.50 0.972008 0.00901902 0.00895923 0.972419 0.00837845 0.00794554 0.974982 0.00533283 0.00991309 10.375 10.625 1.51064e+06 44099 42291 35443
10.75 0.966772 0.0127978 0.00440425 0.965682 0.0136442 0.00419146 0.971578 0.00973558 0.00423348 10.625 10.875 938258 35282 31463 26169
11.00 0.950087 0.0244941 0.00125003 0.958117 0.0160643 0.00608367 0.967877 0.00987214 0.00407618 10.875 11.125 578951 27870 22394 18012
11.25 0.922793 0.0354327 0.00306559 0.942434 0.0190276 0.00978053 0.949747 0.0151653 0.00683987 11.125 11.375 344479 20523 14660 11713
11.50 0.879466 0.0513809 -0.00123501 0.870217 0.0505424 0.00111681 0.896907 0.0339814 0.00701803 11.375 11.625 203798 12732 9644 7209
11.75 0.778001 0.0909377 -0.0161507 0.793343 0.0583789 0.000239134 0.829174 0.0372431 0.011411 11.625 11.875 120282 4225 6387 4596
12.00 0.742081 0.0676872 -0.00382018 0.657438 0.0663661 -0.00667381 0.671928 0.0532494 -0.00261861 11.875 12.125 70524 452 4572 2892
12.25 0.677419 0.0519924 0.0152572 0.526241 0.0587929 -0.00589371 0.542687 0.0332213 0.0112758 12.125 12.375 41060 81 3010 1806
12.50 0.444444 0.0849673 -0.031746 0.37371 0.0478813 0.0101934 0.387131 0.0308259 0.0160197 12.375 12.625 23667 19 1816 1145
12.75 0 0.2 0 0.294677 0.0402591 0.0135783 0.288512 0.0338798 0.0223721 12.625 12.875 13528 4 614 844
13.00 0.25 0 0.05 0.164179 0.0302653 0.0134942 0.14 0.0243564 0.0169531 12.875 13.125 7646 4 71 529
13.25 1 0 0 0.25 0 0 0.0813008 0.0114827 0.00773133 13.125 13.375 4135 2 4 378
13.50 0 0 0 1 0 0 0.0486726 0.00988599 0.00919889 13.375 13.625 2200 0 2 230
13.75 0 0 0 0 0 0 0.056338 0.0131064 0.0140845 13.625 13.875 1094 0 0 74
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 513 0 0 7
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 226 0 0 1
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 56 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 24 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 1 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 1 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
