#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.000659123 0.000813336 0.000345584 0.00277269 0.00372373 0.00165532 0.00269713 0.00402051 0.00157869 0.00274707 0.003692 0.00180278 0.00246837 0.0046686 0.00177729 7.2 7.4 575601 442618 132983 23441 14457 3346
7.5 0.000740812 0.0011086 0.000415746 0.00422585 0.00573168 0.00290512 0.00431836 0.00555563 0.00300559 0.00345294 0.00591475 0.00235779 0.00433025 0.00701548 0.00245173 7.4 7.6 470760 350373 120387 22830 13179 3061
7.7 0.00106115 0.00144564 0.000689831 0.00682558 0.00808567 0.00473986 0.00790358 0.00878598 0.00551034 0.00682964 0.00799091 0.00455127 0.00650155 0.0119827 0.00466893 7.6 7.8 390647 276048 114599 22927 12858 3056
7.9 0.00163963 0.00263704 0.00101006 0.0104368 0.0109212 0.00669032 0.0112164 0.0115448 0.00697057 0.011927 0.0106267 0.0078252 0.0145798 0.0146658 0.00835354 7.8 8 324548 217880 106668 22428 12193 3196
8.1 0.00286798 0.00353377 0.00170801 0.0161721 0.013533 0.00983988 0.0173219 0.0137809 0.00995601 0.0182206 0.0150399 0.0108333 0.0204435 0.015853 0.0125793 8 8.2 263865 173288 90577 20756 10827 2813
8.3 0.00488543 0.0052627 0.00255933 0.0259715 0.0167329 0.0142023 0.028524 0.0181739 0.0150939 0.0262552 0.018911 0.0137373 0.0372294 0.0293433 0.0207792 8.2 8.4 210489 138634 71855 17942 9178 2372
8.5 0.00802749 0.00646012 0.00395086 0.0406717 0.0229789 0.0204738 0.0421376 0.02237 0.0209834 0.0444089 0.023321 0.0221919 0.0466702 0.0271791 0.0230741 8.4 8.6 167784 111011 56773 15618 7792 2004
8.7 0.0131446 0.00871188 0.00568526 0.0604906 0.0278862 0.0263354 0.0606636 0.0268301 0.0259907 0.0621849 0.0278362 0.0259884 0.0746363 0.0353637 0.0292347 8.6 8.8 132325 87886 44439 13418 6697 1675
8.9 0.0191418 0.011591 0.00707626 0.0819954 0.0331556 0.0307075 0.0781344 0.0297986 0.0274685 0.0908655 0.0368475 0.0334044 0.0927602 0.0420946 0.0262949 8.8 9 104549 70469 34080 10868 5434 1434
9.1 0.0298162 0.0139383 0.00881905 0.114213 0.034942 0.0342969 0.10326 0.0318966 0.0341001 0.123322 0.0383295 0.0349689 0.132258 0.0494013 0.0437212 9 9.2 82281 55709 26572 8623 4686 1119
9.3 0.0435976 0.0163993 0.0114791 0.153565 0.0339561 0.0377687 0.126804 0.0252953 0.0335764 0.173081 0.0370424 0.0438226 0.164482 0.0446842 0.0430286 9.2 9.4 64186 44186 20000 6010 3939 893
9.5 0.0621763 0.0171534 0.0137113 0.197833 0.0357081 0.037461 0.149482 0.0252925 0.0312356 0.21744 0.0464939 0.0403931 0.232877 0.0495067 0.0387893 9.4 9.6 51466 35826 15640 4122 3291 798
9.7 0.0887102 0.0178291 0.0148728 0.243158 0.0389287 0.0365931 0.166667 0.0269067 0.0303401 0.267706 0.041338 0.0387823 0.280675 0.069399 0.0390082 9.6 9.8 42873 30343 12530 2569 2909 643
9.9 0.123306 0.0183167 0.0159373 0.303178 0.0335642 0.0387561 0.176436 0.0264724 0.0270175 0.339425 0.0380509 0.0422818 0.360825 0.0306776 0.0376649 9.8 10 36974 26313 10661 1572 2843 640
10.1 0.173433 0.0174147 0.0183078 0.355156 0.028922 0.0269146 0.208038 0.0237358 0.0257948 0.418614 0.0250275 0.0273094 0.414683 0.0454504 0.0424603 10 10.2 33644 24513 9131 890 2722 580
10.3 0.22981 0.0168728 0.0179692 0.424068 0.0268418 0.0247056 0.226164 0.0284231 0.0296961 0.463107 0.0286181 0.0287946 0.516779 0.0353798 0.0403292 10.2 10.4 30803 23028 7775 449 2501 592
10.5 0.295687 0.0189404 0.0184714 0.490439 0.0239637 0.0263235 0.3 0.0428571 0.0330097 0.524954 0.0264276 0.0287888 0.590193 0.0227106 0.0259468 10.4 10.6 28139 21399 6740 216 2465 554
10.7 0.371808 0.0213869 0.0201562 0.552164 0.0285835 0.0254264 0.373333 0.0595025 0.0677778 0.551502 0.0303071 0.0275295 0.679245 0.0267681 0.0263041 10.6 10.8 22917 17908 5009 79 1969 512
10.9 0.441718 0.0217781 0.0213152 0.60752 0.0269873 0.0244738 0.318182 0.0664336 0.0601173 0.585114 0.0276158 0.0259426 0.739946 0.0237424 0.0241841 10.8 11 15625 12459 3166 34 1198 388
11.1 0.529851 0.0274969 0.0245825 0.645413 0.0345868 0.0327865 0.4 0.2 0.15 0.589319 0.026651 0.0255135 0.759358 0.0337452 0.0418442 11 11.2 7665 6310 1355 9 537 190
11.3 0.62421 0.0322232 0.0305614 0.713881 0.0422165 0.0501066 0 0 0 0.659574 0.0487589 0.0824316 0.842857 0.0321429 0.0465608 11.2 11.4 2616 2214 402 0 141 66
11.5 0.717668 0.0347682 0.029104 0.796875 0.0364583 0.0290179 1 0 0 0.857143 0.0803571 0.0676692 0.882353 0.0588235 0.0490196 11.4 11.6 573 492 81 1 19 16
11.7 0.855072 0.0306419 0.0455486 0.75 0.107143 0.0833333 0 0 0 1 0 1 1 0 1 11.6 11.8 78 74 4 0 1 1
11.9 1 0 0.2 0 0 0 0 0 0 0 0 0 0 0 0 11.8 12 6 6 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0 0
