#Observed stellar masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ(Centrals) Err+ Err- Median_FQ(Sats) Err+ Err- Median_FQ(Sats_MW) Err+ Err- Median_FQ(Sats_Group) Err+ Err- Median_FQ(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Central_Galaxy_Counts Bestfit_Sat_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.0018188 0.00175319 0.000847597 0.00743261 0.00623242 0.00312018 0.00780801 0.00652195 0.00355845 0.00868561 0.0067449 0.00391564 0.00913127 0.00717099 0.00393164 7.2 7.4 603626 465983 137643 20274 17367 11359
7.5 0.00248926 0.00224065 0.00111254 0.0118947 0.00806388 0.00435809 0.0129283 0.00741495 0.00470097 0.0107933 0.00845123 0.00401218 0.0128764 0.0090299 0.00541755 7.4 7.6 500356 382142 118214 18448 15476 10222
7.7 0.00374781 0.00292905 0.00170241 0.0223626 0.0129387 0.00792216 0.0215967 0.0122311 0.00769939 0.0199356 0.0112004 0.00698305 0.0241912 0.0131887 0.0088246 7.6 7.8 413555 312957 100598 16414 13592 9065
7.9 0.00525205 0.00367728 0.00212457 0.0377341 0.0171339 0.0108282 0.0390755 0.0162197 0.0106269 0.0342853 0.0159222 0.0107165 0.0377179 0.0164932 0.00992352 7.8 8 344352 253579 90773 15230 12424 8260
8.1 0.00823525 0.0045523 0.00300256 0.0497896 0.017922 0.0134059 0.0515582 0.0193911 0.0116143 0.0471901 0.0177196 0.014044 0.0496838 0.023943 0.0141556 8 8.2 291440 203407 88033 15197 12002 8243
8.3 0.0116447 0.00570449 0.00382924 0.0632993 0.0209233 0.0142838 0.0643568 0.0199861 0.0150162 0.0647117 0.020792 0.0162722 0.0657038 0.0222025 0.0155449 8.2 8.4 244562 163417 81145 15114 11258 7348
8.5 0.0172527 0.00737126 0.00546926 0.0816752 0.0225116 0.0158536 0.0850771 0.0196745 0.0171159 0.0842163 0.0214188 0.0172899 0.0882442 0.0264598 0.0167064 8.4 8.6 198875 130975 67900 13280 9715 6378
8.7 0.0250353 0.00768636 0.00700578 0.105237 0.0210332 0.0169645 0.109563 0.0204848 0.0206424 0.105231 0.0209172 0.0169349 0.121764 0.0305207 0.0203124 8.6 8.8 159315 104565 54750 11767 8263 5406
8.9 0.0340822 0.00968988 0.00816051 0.136707 0.0200316 0.0199887 0.140728 0.018501 0.0210539 0.131087 0.0180267 0.019574 0.155377 0.0274092 0.0226148 8.8 9 127137 83952 43185 9957 6756 4374
9.1 0.0449098 0.0105293 0.00951414 0.172448 0.0182287 0.0221627 0.168886 0.0148028 0.0231992 0.177102 0.0194951 0.0215098 0.186574 0.0281067 0.0262603 9 9.2 103340 68433 34907 8495 5834 3690
9.3 0.0592314 0.0118812 0.0105221 0.212087 0.0194201 0.0205491 0.196652 0.0180918 0.0214376 0.213127 0.0197778 0.0189705 0.231569 0.0268883 0.0202164 9.2 9.4 84827 56518 28309 6776 5032 3209
