#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 7.61296e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 28686 26271 2415 222 497 303
9.00 2.28723e-05 2.28723e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 50980 43721 7259 776 1484 1107
9.25 0 5.03307e-06 0 0 2.15068e-05 0 0 0 0 0 0 0 0 0 0 9.125 9.375 245119 198685 46434 5054 9620 6671
9.50 6.09024e-05 0.00015923 6.07434e-06 0.000111317 0.000404016 -4.30138e-06 0.00023818 0.000353221 7.39332e-06 4.53947e-05 0.000570152 5.29526e-07 6.91372e-05 0.000618384 3.85022e-07 9.375 9.625 955736 820986 134750 16794 22029 14464
9.75 0.000458106 0.00100255 4.60939e-05 0.000623819 0.00202991 3.02044e-05 0.000716722 0.00249194 0.000135524 0.000890935 0.00279702 0 0.000823271 0.00262367 0.000192406 9.625 9.875 2.67234e+06 2.3357e+06 336636 40462 40407 25508
10.00 0.000428791 0.000596783 9.37796e-05 0.00109249 0.00180641 0.000402928 0.000858369 0.00221294 0.000210332 0.00108701 0.00238009 0.000196773 0.00234855 0.00207037 0.00126838 9.875 10.125 3.61416e+06 3.09242e+06 521743 65240 60717 37470
10.25 0.000565208 0.000598007 0.000342423 0.0032124 0.0031935 0.00146145 0.00283411 0.00410475 0.000945576 0.00430414 0.00426923 0.00187659 0.00629157 0.00446989 0.00331538 10.125 10.375 2.5512e+06 2.0718e+06 479393 63512 56225 33378
10.50 0.00132894 0.000934669 0.000908659 0.0104698 0.00894397 0.00304235 0.0104468 0.0103749 0.00230335 0.0133327 0.0107734 0.0037594 0.0202672 0.00853769 0.0083324 10.375 10.625 1.58999e+06 1.21902e+06 370971 53318 43952 26200
10.75 0.00374461 0.00184659 0.00236872 0.0299135 0.0181569 0.00684973 0.0280914 0.0215903 0.00442458 0.0338904 0.0190736 0.00763896 0.0505285 0.0154412 0.0183209 10.625 10.875 981053 720769 260284 43216 32192 19395
11.00 0.0106219 0.00367536 0.00593539 0.0680292 0.0254226 0.0121592 0.0619529 0.0277382 0.00767871 0.0765833 0.0263094 0.0102806 0.103553 0.0222745 0.0264504 10.875 11.125 596371 427326 169045 33929 22642 12863
11.25 0.0288522 0.00432795 0.0130692 0.137746 0.0298575 0.0136274 0.116946 0.0367428 0.00632616 0.151738 0.0296632 0.0156369 0.190642 0.0219495 0.0343372 11.125 11.375 348237 252459 95778 24242 14703 8335
11.50 0.0679854 0.00381948 0.0241337 0.244768 0.0331681 0.0124116 0.188684 0.0432086 0.00141691 0.261345 0.0342058 0.0117202 0.305572 0.0211231 0.0349746 11.375 11.625 203737 150650 53087 14405 9872 5187
11.75 0.147709 0.00208786 0.037859 0.385756 0.0371394 0.0103128 0.284381 0.0501358 0.00238332 0.405936 0.0425808 0.00785193 0.446651 0.0230641 0.0319683 11.625 11.875 118237 88708 29529 4501 6671 3374
12.00 0.264022 0.00259998 0.0473199 0.544675 0.0342339 0.00897068 0.476 0.0450792 0.00243172 0.558705 0.0390313 0.00329655 0.595002 0.0205891 0.0233705 11.875 12.125 68478 52026 16452 500 4727 2121
12.25 0.422064 0.00687906 0.0469978 0.683491 0.0374716 0.00420481 0.636364 0.0583732 0.00998998 0.685292 0.0408489 -0.000581384 0.730454 0.0328767 0.0147255 12.125 12.375 39259 30403 8856 66 3114 1343
12.50 0.578546 0.0220541 0.0443432 0.817099 0.0313051 0.00909746 0.863636 0.0426136 -0.0163636 0.784831 0.0349732 0.00606018 0.859865 0.0262952 0.0112108 12.375 12.625 22023 17321 4702 22 1859 892
12.75 0.732128 0.0334185 0.0383674 0.886299 0.0205196 0.0139928 1 0 0 0.850498 0.0305258 0.0112126 0.90625 0.0118603 0.0195505 12.625 12.875 12237 9792 2445 4 602 640
13.00 0.84194 0.0285266 0.0295784 0.92608 0.0148554 0.00725132 1 0 0 0.876923 0.0419958 -0.00879121 0.930693 0.0169509 0.00601774 12.875 13.125 6607 5403 1204 1 65 404
13.25 0.905621 0.0253296 0.01839 0.948029 0.0156737 0.00466585 0 0 0 1 0 0 0.954225 0.0182832 0.00283647 13.125 13.375 3440 2882 558 0 4 284
13.50 0.936529 0.0162053 0.00945312 0.977064 0.000311375 0.00977445 0 0 0 0.5 0 0 0.980645 0.000246525 0.00661922 13.375 13.625 1699 1481 218 0 2 155
