#Observed stellar masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0 0.630176 0 0 0 0 0 0 0 7.2 7.4 517575 6452 97 0
7.5 0 0.733143 0 0 0.467742 0 0 0 0 7.4 7.6 398642 6700 107 0
7.7 0 0.988024 0 0 0 0 0 0 0 7.6 7.8 296489 6381 116 0
7.9 0 0.848295 0 0 0 0 0 0 0 7.8 8 213933 5942 103 0
8.1 0 0.732298 0 0 0 0 0 0 0 8 8.2 150356 5024 101 0
8.3 0 0.726489 0 0 0 0 0 0 0 8.2 8.4 104213 4287 81 0
8.5 0 0.947137 0 0 0 0 0 0 0 8.4 8.6 70726 3404 63 0
8.7 0 0.97006 0 0 0 0 0 0 0 8.6 8.8 47915 2692 57 0
8.9 0 0.975 0 0 1 0 0 0 0 8.8 9 32198 2194 39 0
9.1 0 1 0 0 1 0 0 0 0 9 9.2 21024 1595 30 0
9.3 0 1 0 0 0.846154 0 0 0 0 9.2 9.4 13672 1058 26 0
9.5 0 1 0 0 1 0 0 0 0 9.4 9.6 8950 711 22 0
9.7 0 1 0 0.75 0.25 0.75 0 0 0 9.6 9.8 5662 379 30 0
9.9 0.772727 0.227273 0.772727 0 1 0 0 0 0 9.8 10 3508 193 13 0
10.1 1 0 1 0 1 0 0 0 0 10 10.2 2080 82 9 0
10.3 0 1 0 0.666667 0.333333 0.666667 0 0 0 10.2 10.4 1260 45 13 0
10.5 0 1 0 0 1 0 0 0 0 10.4 10.6 771 17 6 0
10.7 0 0 0 0 1 0 0 0 0 10.6 10.8 440 2 10 0
10.9 0 0 0 0 1 0 0 0 0 10.8 11 200 1 2 0
11.1 0 0 0 0 0 0 0 0 0 11 11.2 85 1 1 0
11.3 0 0 0 0 0 0 0 0 0 11.2 11.4 27 0 0 0
11.5 0 0 0 0 0 0 0 0 0 11.4 11.6 8 0 2 0
11.7 0 0 0 0 1 0 0 0 0 11.6 11.8 1 0 0 0
11.9 0 0 0 0 0 0 0 0 0 11.8 12 0 0 0 0
12.1 0 0 0 0 0 0 0 0 0 12 12.2 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0
