#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 28207 2395 222 463 371
9 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 49759 7450 734 1553 1180
9.25 -5.23103e-06 5.23103e-06 -1.09594e-10 -5.23103e-06 5.23103e-06 -8.18545e-11 -5.23103e-06 5.23103e-06 -1.09594e-10 -5.23103e-06 5.23103e-06 -8.18545e-11 9.125 9.375 235804 44637 4471 9112 7125
9.5 0.000143417 0.000167551 4.32802e-05 2.3875e-05 9.67822e-05 6.35385e-05 0.000258394 0.000417566 6.10583e-05 0.000361116 0.000237681 0.000195299 9.375 9.625 890520 121730 14409 19742 14755
9.75 0.000187678 0.000784481 4.88376e-05 0.000320096 0.00133128 8.23125e-05 0.000299863 0.0013512 -2.15709e-05 0.000404769 0.000709982 0.000177604 9.625 9.875 2.48412e+06 307307 35095 37144 26610
10 0.00100937 0.00114459 0.00052103 0.000934479 0.00131838 0.000496331 0.00126729 0.00154639 0.000477972 0.00255368 0.00154162 0.00164747 9.875 10.125 3.51132e+06 505866 61248 59420 41114
10.25 0.00387423 0.00291057 0.00159399 0.00374244 0.00363444 0.00136632 0.00500526 0.0044909 0.00178329 0.00764371 0.00324161 0.00391444 10.125 10.375 2.50487e+06 469654 60375 55758 37124
