#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -3.78852e-05 0.000403252 -1.89426e-05 -3.78852e-05 3.78852e-05 0 -3.78852e-05 3.78852e-05 0 -3.78852e-05 3.78852e-05 0 8.625 8.875 54426 1635 77 241 331
9 -2.8317e-05 2.8317e-05 5.66328e-05 -2.8317e-05 2.8317e-05 1.41573e-05 -2.8317e-05 2.8317e-05 8.49477e-05 -2.8317e-05 2.8317e-05 1.41573e-05 8.875 9.125 75457 4828 286 810 1015
9.25 3.57677e-05 3.52703e-05 4.75862e-05 -0.000106389 0.000102449 1.57368e-05 0.000108572 0 0.000136153 0.000253 0.000193434 0.000264821 9.125 9.375 281924 28138 1822 4652 5565
9.5 0.000492747 0.000579702 0.000462281 -0.000152109 0.000782734 -5.37716e-05 0.000189448 0.000609989 0.000208851 0.00121869 0.000821191 0.00115813 9.375 9.625 779964 60016 5383 8414 9757
9.75 0.00113958 0.00189193 0.00111815 0.00102335 0.0020286 0.000931485 0.000699283 0.0027645 0.000669973 0.00254948 0.00316916 0.00253017 9.625 9.875 1.87073e+06 158007 14371 17546 19330
10 0.00923928 0.00536131 0.00803148 0.00748102 0.0064964 0.00629772 0.00841929 0.00710887 0.0073154 0.014511 0.00399179 0.0126346 9.875 10.125 2.85927e+06 387278 39555 43916 44910
10.25 0.0225845 0.00788063 0.0174076 0.0190948 0.0107681 0.0147481 0.0255909 0.0110102 0.0190351 0.0335423 0.00659162 0.0263215 10.125 10.375 2.21283e+06 399565 43355 47251 46437
