#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.0133929 0.0218103 0.00930534 0.0141765 0.0243982 0.0101198 0.0135365 0.023149 0.0101205 0.0152224 0.0289108 0.0105142 7.2 7.4 693635 139678 15909 16725 16528
7.5 0.01813 0.0228143 0.0119639 0.0179431 0.0236825 0.0124874 0.018982 0.0242773 0.0127995 0.0227537 0.0319721 0.0156848 7.4 7.6 616254 132729 15457 16298 16040
7.7 0.0236006 0.0266967 0.0138537 0.022732 0.0286918 0.0135095 0.0260803 0.03268 0.0149291 0.0284626 0.0336103 0.0167981 7.6 7.8 528213 120951 14526 15165 15343
7.9 0.0355532 0.0334462 0.0183563 0.0339911 0.0344867 0.0189387 0.0377172 0.036886 0.020479 0.0387064 0.0381169 0.0200999 7.8 8 437728 105965 13641 13986 13860
8.1 0.0573501 0.0462616 0.0274293 0.0533233 0.0437909 0.0273458 0.0570293 0.050838 0.0266656 0.0627702 0.0449857 0.0294391 8 8.2 356248 90941 11945 12517 12402
8.3 0.0887885 0.0541488 0.0361771 0.0856207 0.0561391 0.0391085 0.086244 0.0519746 0.0364791 0.0884692 0.0565714 0.0344267 8.2 8.4 291310 81447 10993 11499 11258
8.5 0.114268 0.0540456 0.0399544 0.105659 0.0531803 0.0403506 0.109872 0.0562571 0.0408429 0.117267 0.0522103 0.0384784 8.4 8.6 242709 75468 10439 10384 10529
8.7 0.130575 0.0486823 0.0376264 0.128585 0.0539621 0.0455045 0.127321 0.0512299 0.0410306 0.130365 0.0521212 0.0347859 8.6 8.8 200853 67403 9592 9471 9446
8.9 0.150488 0.0430029 0.0390639 0.146327 0.0544583 0.0406696 0.143864 0.0409657 0.0410138 0.154268 0.0511863 0.0351414 8.8 9 162087 55090 8417 7732 7995
9.1 0.175028 0.0378742 0.0378926 0.177482 0.0498485 0.0450228 0.172061 0.0375155 0.038517 0.181204 0.0392818 0.0338099 9 9.2 130280 43945 7251 6443 6576
9.3 0.197306 0.0328911 0.034898 0.193793 0.0407534 0.0407306 0.183162 0.0372436 0.0389456 0.213496 0.029218 0.0321337 9.2 9.4 105916 35373 6194 5311 5370
9.5 0.223349 0.0330226 0.0325587 0.208592 0.0523992 0.0365012 0.209735 0.036391 0.0333232 0.234245 0.0285311 0.0282198 9.4 9.6 87462 29060 4735 4512 4742
9.7 0.24345 0.0325307 0.0269937 0.213342 0.0474208 0.0409819 0.233598 0.0396806 0.0311946 0.264583 0.0193976 0.022871 9.6 9.8 74603 24473 3652 3895 4126
9.9 0.265264 0.0332288 0.0258639 0.226397 0.0498529 0.0424148 0.257492 0.0386095 0.030641 0.282356 0.0219257 0.0203865 9.8 10 64282 21053 2482 3559 3643
10.1 0.274604 0.0316998 0.0239567 0.212582 0.0427194 0.0369465 0.278008 0.0377991 0.0283526 0.302464 0.0238905 0.0191265 10 10.2 57134 18571 1436 3264 3389
10.3 0.279288 0.028902 0.0220197 0.198293 0.0566888 0.0444311 0.283909 0.0362858 0.0292863 0.297501 0.0179923 0.021261 10.2 10.4 50935 16299 661 3321 3150
10.5 0.279996 0.0267588 0.025193 0.24521 0.0534206 0.0590627 0.289552 0.0319001 0.0253949 0.287628 0.024358 0.0203774 10.4 10.6 44030 13471 237 2959 2686
10.7 0.259115 0.0266033 0.0235842 0.211738 0.0562057 0.0474311 0.245807 0.0288606 0.0293131 0.27092 0.0248172 0.0229277 10.6 10.8 34860 10281 81 2301 2204
10.9 0.207618 0.029246 0.027168 0.24664 0.0627937 0.0586356 0.171924 0.0323426 0.0287706 0.233955 0.028124 0.0271128 10.8 11 23670 6339 30 1310 1617
11.1 0.160427 0.0307543 0.0311463 0.0196293 0.117635 0.106849 0.100828 0.0411027 0.0356079 0.188389 0.0322584 0.032241 11 11.2 12413 2947 8 415 862
11.3 0.0934994 0.0293503 0.0278281 -0.758992 0.912766 0.0927069 0.00915152 0.0555829 0.0395243 0.106483 0.0382324 0.0319532 11.2 11.4 5412 978 1 49 366
11.5 0.0541667 0.0190714 0.0231363 -0.905132 0.0401424 0.0286832 0.0853658 0.0443584 0.0401059 0.0508497 0.0224708 0.0242692 11.4 11.6 2191 288 0 2 106
11.7 0.0291317 0.0208492 0.015161 -0.942913 0.0213842 0.0172384 -0.942913 0.0213842 0.0172384 0.043933 0.0240731 0.0428759 11.6 11.8 672 69 0 0 20
11.9 0.0364583 0.0235417 0.0168505 -0.96063 0.02463 0.0150785 -0.96063 0.02463 0.0150785 0.0357143 0.0246305 0.0186688 11.8 12 215 10 0 0 2
12.1 -0.938776 0.0276644 0.0304552 -0.94 0.0282353 0.0292308 -0.94 0.0282353 0.0292308 -0.94 0.0282353 0.0292308 12 12.2 35 0 0 0 0
12.3 -1 0.0909091 0 -1 0.0909091 0 -1 0.0909091 0 -1 0.0909091 0 12.2 12.4 2 0 0 0 0
12.5 -1 1 0 -1 1 0 -1 1 0 -1 1 0 12.4 12.6 1 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
