#Observed stellar masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: observed SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(SM_Center) Median_FQ_infall(Sats) Err+ Err- Median_FQ_infall(Sats_MW) Err+ Err- Median_FQ_infall(Sats_Group) Err+ Err- Median_FQ_infall(Sats_Cluster) Err+ Err- SM_Left_Edge SM_Right_Edge Bestfit_Galaxy_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
7.3 0.00252109 0.00331559 0.0016402 0.00250725 0.00389288 0.00170033 0.00244855 0.00336826 0.00154656 0.00320027 0.00395964 0.00204385 7.2 7.4 575555 132986 23270 14686 4298
7.5 0.00446502 0.00528244 0.00293874 0.00474437 0.00580931 0.00305097 0.0037053 0.0053386 0.00238786 0.00491349 0.00622255 0.00339855 7.4 7.6 468677 117974 22139 13539 3882
7.7 0.00762525 0.00838957 0.00481402 0.00806112 0.00769654 0.00482776 0.00688537 0.00716438 0.00427731 0.0110915 0.00939829 0.00699612 7.6 7.8 388569 111600 21874 12893 3760
7.9 0.0113844 0.00977683 0.00684786 0.0124583 0.00952485 0.00793487 0.0108991 0.0105997 0.00632302 0.0144942 0.0132075 0.00846532 7.8 8 325199 105384 21865 12330 3777
8.1 0.0162254 0.0120552 0.00894325 0.0184306 0.0124486 0.00996759 0.016528 0.0127522 0.00968493 0.0183879 0.0171473 0.0113326 8 8.2 266521 91068 20108 11364 3520
8.3 0.0246657 0.0148806 0.0126663 0.0260452 0.0157872 0.0131523 0.0259759 0.0157366 0.0142326 0.0303102 0.0222617 0.0151593 8.2 8.4 213973 73671 17927 9505 2904
8.5 0.035007 0.0182507 0.0151631 0.0388679 0.0188226 0.0173697 0.0384826 0.0218782 0.0166824 0.038665 0.0296257 0.0151964 8.4 8.6 170957 57853 15368 8134 2400
8.7 0.0496351 0.0231251 0.0189004 0.048469 0.0218065 0.0191162 0.0571894 0.0254 0.0220018 0.0583167 0.0284131 0.0237406 8.6 8.8 135436 45358 13075 6762 2084
8.9 0.0687939 0.0248759 0.0232105 0.0656019 0.0227117 0.0222795 0.0755256 0.0280285 0.0231238 0.078029 0.0321494 0.0234594 8.8 9 106717 35287 10923 5785 1634
9.1 0.0873995 0.0261692 0.0247908 0.0729333 0.0239282 0.0219666 0.0933335 0.0262066 0.0235419 0.105613 0.0406397 0.0257844 9 9.2 84458 27458 8651 4725 1425
9.3 0.108614 0.0275972 0.0244539 0.0807904 0.0213216 0.0208716 0.12105 0.030898 0.0281438 0.131693 0.0313562 0.0243559 9.2 9.4 66404 21089 6313 4033 1129
9.5 0.136714 0.031199 0.0290579 0.094819 0.0249457 0.0276515 0.155788 0.0355045 0.028084 0.178214 0.0445454 0.0389532 9.4 9.6 53988 16710 4340 3402 998
9.7 0.158705 0.0282267 0.0331563 0.0819028 0.02809 0.0236859 0.189538 0.0350222 0.0394792 0.200021 0.0375884 0.0428242 9.6 9.8 44595 13397 2848 3080 846
9.9 0.172749 0.0308819 0.0317461 0.0554943 0.0285448 0.0294071 0.22559 0.0359539 0.0354612 0.209376 0.0396139 0.0293693 9.8 10 39651 11559 1774 2988 821
10.1 0.180792 0.0337249 0.0334632 0.0298713 0.0329763 0.0339593 0.242162 0.0329409 0.0340304 0.233325 0.0352271 0.0361247 10 10.2 35996 9944 1018 2812 716
10.3 0.200034 0.0330827 0.0390804 0.0236476 0.0396724 0.0491306 0.24937 0.0390688 0.0375873 0.244898 0.0357313 0.0468367 10.2 10.4 33638 8874 529 2811 794
10.5 0.199613 0.0315631 0.0328733 0.000665277 0.0380602 0.0408219 0.236124 0.0312579 0.0326958 0.285494 0.0383109 0.0335819 10.4 10.6 30513 7374 258 2586 717
10.7 0.198327 0.0263983 0.0338791 -0.025229 0.0528994 0.0571713 0.192579 0.0280631 0.0325389 0.30153 0.0231598 0.0406131 10.6 10.8 25153 5693 104 2153 666
10.9 0.159915 0.0287187 0.0336013 -0.0717669 0.0690719 0.0657396 0.132287 0.0342627 0.034027 0.270328 0.0284746 0.0333307 10.8 11 16866 3412 32 1285 460
11.1 0.136936 0.0205618 0.0280988 0.0940482 0.0823565 0.0784024 0.0779765 0.027514 0.0304717 0.221015 0.0214362 0.0218183 11 11.2 8351 1510 12 515 250
11.3 0.0771671 0.0170969 0.0183758 0.324734 0.0402781 0.946565 -0.0239649 0.036124 0.0303807 0.173689 0.0266913 0.0312306 11.2 11.4 2761 459 1 133 91
11.5 -0.0188239 0.0442274 0.0506003 -0.725339 0.0289406 0.0312289 -0.0982287 0.0587329 0.0889837 0.206263 0.0396473 0.0518341 11.4 11.6 632 93 0 29 17
11.7 -0.0357143 0.121184 0.104396 -0.803419 0.0681247 0.0537241 -0.286667 0.256905 0.162051 0.184211 0.0599755 0.0874363 11.6 11.8 93 7 0 2 1
11.9 -0.75 0.527778 0.125 -0.8 0.1 0.0947368 -0.8 0.1 0.0888889 -0.8 0.133333 0.0888889 11.8 12 7 0 0 0 0
12.1 0 0 1 0 0 1 0 0 1 0 0 1 12 12.2 0 0 0 0 0
12.3 0 0 0 0 0 0 0 0 0 0 0 0 12.2 12.4 0 0 0 0 0
12.5 0 0 0 0 0 0 0 0 0 0 0 0 12.4 12.6 0 0 0 0 0
12.7 0 0 0 0 0 0 0 0 0 0 0 0 12.6 12.8 0 0 0 0 0
12.9 0 0 0 0 0 0 0 0 0 0 0 0 12.8 13 0 0 0 0 0
13.1 0 0 0 0 0 0 0 0 0 0 0 0 13 13.2 0 0 0 0 0
