#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 28888 224 483 301
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 51315 789 1505 1071
9.25 0 0 0 0 0.760417 0 0 0 0 9.125 9.375 246658 5097 9575 6646
9.50 0.4 -0.025 0.4 0 0.444444 0 0.5 0.216767 0.5 9.375 9.625 965636 17061 22276 14434
9.75 0.615385 0.0769231 0.298718 0.363636 0.212121 0.0150125 0.454545 0.262436 0.156038 9.625 9.875 2.69805e+06 40968 40897 25327
10.00 0.85 0.0228813 0.271053 0.877193 0.00375938 0.314086 0.818182 0.0546704 0.294372 9.875 10.125 3.62755e+06 65600 60888 36955
10.25 0.960227 0.00675386 0.0316558 0.932735 0.0336825 0.0171949 0.951691 0.0112722 0.0295351 10.125 10.375 2.55675e+06 63809 56109 32898
10.50 0.950459 0.0183994 0.00414294 0.949731 0.0172893 0.00264072 0.956262 0.0161514 0.00874466 10.375 10.625 1.59307e+06 53620 43961 25820
10.75 0.957166 0.0117707 0.00473148 0.958979 0.00672221 0.00837821 0.962343 0.00636441 0.0121965 10.625 10.875 982725 43773 32189 19185
11.00 0.936562 0.0240256 -0.000473797 0.95676 0.010453 0.0111955 0.965785 0.0033927 0.011692 10.875 11.125 596846 34146 22612 12755
11.25 0.927036 0.0299704 0.00221097 0.933457 0.0214749 0.00665414 0.943335 0.0116819 0.00919163 11.125 11.375 348288 24338 14649 8214
11.50 0.881752 0.0508115 0.00575304 0.882565 0.0528653 0.00407052 0.896993 0.0368861 0.00433141 11.375 11.625 203566 14464 9827 5121
11.75 0.817696 0.0706784 -0.00351572 0.804003 0.0634421 0.00650209 0.821335 0.03913 0.0209332 11.625 11.875 118302 4578 6685 3371
12.00 0.728889 0.0890124 -0.0162092 0.674606 0.0779808 -0.00775087 0.70873 0.0566808 0.00549418 11.875 12.125 68243 476 4724 2088
12.25 0.634615 0.0955434 -0.0320513 0.531105 0.0728244 -0.00782508 0.550209 0.0410171 0.00797772 12.125 12.375 39156 75 3127 1329
12.50 0.588235 0.0784314 0.0326797 0.398065 0.0540068 0.0048551 0.423435 0.0337469 0.0223514 12.375 12.625 21942 21 1847 880
12.75 0.5 0 0.1 0.304348 0.0460171 0.0254104 0.319788 0.0381068 0.0291305 12.625 12.875 12180 4 591 627
13.00 0 0 0 0.296296 0.047966 0.0655271 0.180593 0.0238888 0.0313393 12.875 13.125 6560 1 62 393
13.25 0 0 0 0.2 0.2 0.0333333 0.0892193 0.0100454 0.0267193 13.125 13.375 3405 0 5 283
13.50 0 0 0 0 0 0 0.0608108 0.0150513 0.0199945 13.375 13.625 1658 0 0 150
13.75 0 0 0 0 0 0 0.0816327 0.0204082 0 13.625 13.875 781 0 0 49
14.00 0 0 0 0 0 0 0.166667 0 0 13.875 14.125 314 0 0 6
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 114 0 0 0
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 25 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 3 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 2 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
