#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 90857 89166 1691 195 127 5
9.00 0 6.60698e-06 0 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 155682 151354 4328 795 591 44
9.25 3.29667e-06 1.15383e-05 1.95541e-10 0 0 0 0 0 0 0 0 0 0 0 0 9.125 9.375 640989 606672 34317 6604 4855 293
9.50 6.71322e-05 0.000508245 6.64658e-06 0.000158297 0.00144051 -3.12818e-06 8.45213e-05 0.00207143 -2.55351e-05 0.000234401 0.00200847 4.91468e-05 0.000845309 0.00421371 5.67798e-06 9.375 9.625 2.18963e+06 1.98116e+06 208469 35494 21331 1183
9.75 0.000318913 0.00213846 1.29783e-05 0.000494964 0.00440543 -2.33888e-05 0.000587705 0.00621222 -6.34228e-05 0.000613121 0.0069659 -5.58444e-05 0.000515464 0.00758991 6.03957e-06 9.625 9.875 4.3434e+06 3.81609e+06 527311 76569 37513 1940
10.00 0.000211513 0.00161756 -7.9142e-07 0.000225181 0.0027583 -3.12797e-05 0.000286355 0.00341843 -7.82132e-05 0.000315333 0.00393246 -4.84179e-05 0 0.0022748 0 9.875 10.125 4.04726e+06 3.46551e+06 581755 83812 38055 2119
10.25 3.92757e-05 0.000471949 -1.74896e-06 0.000192484 0.0010243 7.14317e-05 0.000197228 0.00140443 6.23186e-05 0.000240775 0.00153127 6.18844e-05 0.00105042 0.00213092 0.00105042 10.125 10.375 2.66293e+06 2.16419e+06 498743 76054 33226 1904
10.50 2.98651e-05 0.000144181 2.10344e-05 0.000716336 0.00175921 0.000639683 0.000802189 0.00259965 0.000692111 0.00142758 0.00251132 0.0012637 0.00241109 0.00375829 0.00241109 10.375 10.625 1.64234e+06 1.2389e+06 403442 69809 27319 1659
10.75 0.000171989 0.000271401 0.000167802 0.0031845 0.00502565 0.00281637 0.00354495 0.00603982 0.0030787 0.00640801 0.00850971 0.00569079 0.0106996 0.00920853 0.00987722 10.625 10.875 983650 715162 268488 55572 19975 1215
11.00 0.00100864 0.000884685 0.000962174 0.0121094 0.0131012 0.00939115 0.0116041 0.0148466 0.00904972 0.0177663 0.0201535 0.0129024 0.0187266 0.0100159 0.0174935 10.875 11.125 549519 408472 141047 39038 13171 801
11.25 0.00549123 0.00260508 0.0048918 0.0388017 0.0266332 0.025544 0.0349585 0.026291 0.0230254 0.05259 0.0319911 0.0337003 0.0740741 0.0296296 0.0452971 11.125 11.375 302388 231824 70564 25802 8861 540
11.50 0.0200922 0.0056799 0.0160556 0.101096 0.0422045 0.0498955 0.073341 0.0336457 0.0395865 0.131282 0.0516509 0.059664 0.195035 0.053166 0.0743458 11.375 11.625 166252 131295 34957 13894 5850 282
11.75 0.0680634 0.00791823 0.0429252 0.222017 0.047004 0.0722 0.156868 0.0377727 0.0661227 0.248682 0.0547394 0.072686 0.274854 0.0469853 0.0760234 11.625 11.875 89855 72550 17305 3997 4174 171
12.00 0.165906 0.00180368 0.0666598 0.383089 0.0477036 0.0613715 0.238095 0.0525451 0.043028 0.424703 0.0538321 0.0593708 0.459677 0.0244496 0.0916774 11.875 12.125 47259 38992 8267 399 2696 124
12.25 0.324528 -0.00171837 0.0790157 0.561374 0.0421326 0.0431634 0.5 0.166667 0.0483871 0.595965 0.0429541 0.047456 0.701149 0.0655172 0.0386494 12.125 12.375 24165 20556 3609 28 1735 87
12.50 0.53501 0.0236944 0.0704062 0.746592 0.027484 0.0279933 0.666667 0 0 0.733611 0.0288643 0.0280893 0.85 0.0203704 0.0136364 12.375 12.625 11954 10340 1614 6 961 60
12.75 0.720432 0.0652529 0.055261 0.835237 0.041168 0.0297703 0 0 0 0.782456 0.0439327 0.0281309 0.861111 0.0212418 0.0325397 12.625 12.875 5517 4904 613 0 285 36
13.00 0.857143 0.0580796 0.0402811 0.900452 0.040724 0.0265786 0 0 0 0.764706 0.092437 0.0588235 0.96 0.04 0.00166667 12.875 13.125 2356 2135 221 0 34 25
13.25 0.932432 0.0281532 0.027027 0.924528 0.0188679 0.0206822 0 0 0 0 0 0 1 0 0.0588235 13.125 13.375 941 888 53 0 0 17
13.50 0.983713 0 0.00651461 0.941176 0.00326794 0 0 0 0 0 0 0 1 0 0 13.375 13.625 324 307 17 0 0 8
