#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 0 0 2.20032e-05 0 0 2.20032e-05 0 0 2.20032e-05 0 0 2.20032e-05 8.625 8.875 47370 1922 273 331 76
9 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 84596 5559 878 1130 269
9.25 -2.84938e-06 3.81533e-10 1.1395e-05 -2.84938e-06 -6.82348e-10 1.13957e-05 -2.84938e-06 -6.82348e-10 1.13957e-05 -2.84938e-06 -8.18545e-12 1.13957e-05 9.125 9.375 392747 41793 6675 8234 2253
9.5 0.000126736 0.000558884 1.60725e-05 9.07086e-05 0.0007324 8.5108e-06 0.000359186 0.000965082 7.24795e-05 0.000497781 0.00108661 0.000168324 9.375 9.625 1.52677e+06 180068 27692 26724 6807
9.75 0.000330738 0.00230676 -6.32522e-06 0.000627878 0.00404525 -1.44413e-06 0.000450624 0.00422208 2.81724e-05 0.000948951 0.0052909 0.000102 9.625 9.875 3.58388e+06 455087 62864 47517 11593
10 8.80115e-05 0.0011809 -4.07463e-05 9.07416e-05 0.00205474 -0.000119858 0.000131306 0.002233 -3.98594e-05 0.000516058 0.00198969 1.89301e-05 9.875 10.125 3.98728e+06 574707 80408 56325 13566
10.25 0.000577542 0.00153359 0.000287937 0.000640868 0.00207982 0.000261424 0.00112514 0.00225263 0.00062594 0.00191177 0.00392177 0.0011288 10.125 10.375 2.69995e+06 505924 74393 49036 11939
