#Peak halo masses in Msun
#Fractions of satellites that were quenched due to infall (f_q,sat - f_q,cen)
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of galaxies in the bin for the bestfit model.
#Log10(HM_Center) FQ_infall(Sats) Err+ Err- FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts Bestfit_Satellite_Counts Bestfit_Sats_MW_Counts Bestfit_Sats_GR_Counts Bestfit_Sats_Cluster_Counts
8 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0
8.5 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0
8.75 -3.41565e-05 0 0 -3.41565e-05 0 0 -3.41565e-05 0 0 -3.41565e-05 0 0 8.625 8.875 31415 2138 242 430 224
9 0 0 2.00517e-05 0 0 2.00517e-05 0 0 2.00517e-05 0 0 2.00517e-05 8.875 9.125 56502 6632 808 1429 768
9.25 -8.82293e-06 4.33683e-06 8.81951e-06 -8.82293e-06 1.8681e-09 8.81974e-06 -8.82293e-06 1.8681e-09 8.81974e-06 -8.82293e-06 1.8681e-09 8.81974e-06 9.125 9.375 272099 45417 5756 9426 5468
9.5 7.30914e-05 0.000445057 -2.69186e-05 0.000124024 0.000410532 -5.84475e-05 9.1798e-05 0.00059358 1.49751e-05 0.000394281 0.000642285 1.96031e-05 9.375 9.625 1.11582e+06 152054 20448 24481 12879
9.75 0.000276569 0.00175844 -5.9676e-05 0.000450667 0.00243862 -9.6818e-05 0.000399001 0.00325458 -0.00010411 0.000529443 0.0032807 3.83286e-05 9.625 9.875 3.00827e+06 380508 48494 44410 22310
10 0.000224943 0.00110697 4.6032e-05 0.000357121 0.00155863 6.04414e-06 0.000273056 0.00163177 -1.53168e-06 0.000707005 0.00166301 0.00025327 9.875 10.125 3.77713e+06 546078 71320 61362 29896
10.25 0.00156142 0.00261646 0.00069147 0.0017159 0.00310115 0.000751526 0.00259002 0.00361113 0.00112623 0.00416896 0.00413454 0.0028953 10.125 10.375 2.61872e+06 491386 67402 54853 26795
