#Peak halo masses in Msun
#Fractions of *quenched satellites* that were quenched after infall
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ_infall(Sats_MW) Err+ Err- FQ_infall(Sats_Group) Err+ Err- FQ_infall(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 8.625 8.875 31415 242 430 224
9.00 0 0 0 0 0 0 0 0 0 8.875 9.125 56502 808 1429 768
9.25 0 0 0 0 0 0 0 0 0 9.125 9.375 272099 5756 9426 5468
9.50 0.25 0.1 0.125 0.25 0.25 0.25 0.333333 0.111111 0.190476 9.375 9.625 1.11582e+06 20448 24481 12879
9.75 0.431818 0.0681818 0.150265 0.342105 0.128483 0.0639596 0.590909 0.071233 0.322092 9.625 9.875 3.00827e+06 48494 44410 22310
10.00 0.755102 0.0415646 0.306573 0.864865 -0.0295252 0.425374 0.774194 0.0439883 0.274194 9.875 10.125 3.77713e+06 71320 61362 29896
10.25 0.902985 0.0414593 0.0476302 0.955414 0 0.0666672 0.932773 0.030803 0.0534627 10.125 10.375 2.61872e+06 67402 54853 26795
10.50 0.95814 0.00324255 0.0199577 0.94015 0.0238144 0.00508469 0.965517 -0.00100112 0.033699 10.375 10.625 1.62536e+06 57543 43523 21196
10.75 0.941718 0.0163974 0.00485617 0.939712 0.0193127 0.00308543 0.970486 -0.00113308 0.0316372 10.625 10.875 1.00082e+06 47693 31971 15863
11.00 0.936686 0.0181329 0.00457275 0.943273 0.0156123 0.00459349 0.95 0.010199 0.010241 10.875 11.125 600674 36752 22062 10391
11.25 0.920245 0.0309504 0.00522685 0.917431 0.0335283 0 0.930608 0.0161449 0.0124462 11.125 11.375 348239 25658 14358 6682
11.50 0.870635 0.0577385 0 0.877075 0.0501719 0.00579643 0.890678 0.0363737 0.00939459 11.375 11.625 201286 14835 9699 4093
11.75 0.808393 0.0739602 0.000239253 0.807209 0.0687675 0.00313234 0.838235 0.046093 0.0120002 11.625 11.875 116230 4714 6579 2704
12.00 0.751131 0.0759874 -0.00069356 0.684189 0.0850685 -0.00865543 0.701 0.0643391 0.0039382 11.875 12.125 66347 485 4626 1692
12.25 0.76 0.0812699 -0.00119406 0.535032 0.0777133 -0.0146217 0.55641 0.0430662 0.00700313 12.125 12.375 37466 69 3052 1084
12.50 0.642857 0.107143 0.0274725 0.416848 0.0453986 0.00634238 0.419512 0.0364878 0.0167344 12.375 12.625 20859 19 1789 722
12.75 0.75 -0.0833333 0.178571 0.290135 0.0575349 0.0122561 0.316206 0.0420941 0.0302095 12.625 12.875 11298 4 597 558
13.00 0 0 0 0.3125 0.0353261 0.057598 0.213592 0.0259911 0.036377 12.875 13.125 5872 0 51 320
13.25 0 0 0 0.333333 0.333333 0 0.105769 0.0255439 0.0343407 13.125 13.375 2957 0 3 215
13.50 0 0 0 0 0 0 0.0814815 0.00740741 0.0222222 13.375 13.625 1407 0 0 137
13.75 0 0 0 0 0 0 0.075 0.00192308 0.00182927 13.625 13.875 627 0 0 43
14.00 0 0 0 0 0 0 0 0 0 13.875 14.125 236 0 0 4
14.25 0 0 0 0 0 0 0 0 0 14.125 14.375 70 0 0 1
14.50 0 0 0 0 0 0 0 0 0 14.375 14.625 11 0 0 0
14.75 0 0 0 0 0 0 0 0 0 14.625 14.875 2 0 0 0
15.00 0 0 0 0 0 0 0 0 0 14.875 15.125 1 0 0 0
15.25 0 0 0 0 0 0 0 0 0 15.125 15.375 0 0 0 0
15.50 0 0 0 0 0 0 0 0 0 15.375 15.625 0 0 0 0
15.75 0 0 0 0 0 0 0 0 0 15.625 15.875 0 0 0 0
