#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 3.87297e-05 7.74593e-05 3.87297e-05 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 28291 25820 2471 223 479 351
9.00 2.34813e-05 2.34813e-05 2.34813e-05 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 50093 42587 7506 688 1562 1156
9.25 1.03698e-05 5.18425e-06 5.18527e-06 0 2.19515e-05 0 0 0 0 0 0 0 0 0.000143102 0 9.125 9.375 238383 192868 45515 4692 9326 6988
9.50 4.48888e-05 0.000112618 5.1916e-06 0.000119703 0.000333469 1.09264e-05 0 0.000262812 0 0.000147842 0.000637319 7.32209e-07 0.000203915 0.000345951 6.69195e-05 9.375 9.625 905015 779705 125310 14996 20292 14712
9.75 0.00050287 0.000808289 8.15612e-05 0.000723872 0.00159613 0.000109642 0.000794151 0.00184039 0.00017796 0.000895373 0.00248833 9.24222e-05 0.00100089 0.00181937 0.000363968 9.625 9.875 2.52827e+06 2.2133e+06 314973 36517 37973 25977
10.00 0.000547516 0.000527323 0.00019081 0.00142653 0.00165613 0.000615471 0.00130035 0.00207267 0.000575051 0.0017433 0.00215779 0.000655937 0.00233598 0.00205266 0.00125554 9.875 10.125 3.53673e+06 3.0264e+06 510330 62291 59657 39812
10.25 0.00078715 0.000584745 0.000496097 0.00424872 0.0033569 0.00190836 0.00385101 0.00394782 0.0011959 0.00557468 0.00478101 0.00234575 0.00727668 0.00387953 0.00392463 10.125 10.375 2.51646e+06 2.04408e+06 472378 61023 55788 35868
10.50 0.00170098 0.00089951 0.00114065 0.0126284 0.00863626 0.00355634 0.0124469 0.0107466 0.00220457 0.0152633 0.0107076 0.00384178 0.0227385 0.010125 0.00972668 10.375 10.625 1.57235e+06 1.20754e+06 364812 50615 43634 28366
10.75 0.00458821 0.00175459 0.00274758 0.0356087 0.0182431 0.00724574 0.0331634 0.0221064 0.00358214 0.04 0.0204317 0.00746521 0.0563591 0.0144614 0.0183091 10.625 10.875 971366 715530 255836 41190 32100 20742
11.00 0.0131125 0.00351178 0.00680481 0.0776963 0.0252658 0.01278 0.0682819 0.0300297 0.00541577 0.084613 0.0252188 0.0115906 0.114151 0.0192902 0.0264605 10.875 11.125 593373 425244 168129 32483 22727 13964
11.25 0.0325043 0.00415132 0.0146177 0.150021 0.0271098 0.0138096 0.130621 0.0355657 0.00511515 0.157494 0.0256033 0.0138196 0.19791 0.0217215 0.0304571 11.125 11.375 347511 251351 96160 23396 14699 8994
11.50 0.0754699 0.00158545 0.0259319 0.258009 0.0312319 0.0118011 0.200128 0.0385143 0 0.269243 0.0321547 0.00738958 0.322109 0.0175339 0.0359497 11.375 11.625 204242 150550 53692 14041 9809 5672
11.75 0.156113 0.00107086 0.0389688 0.399553 0.035072 0.00645584 0.308352 0.0439732 0.00169671 0.407312 0.0425937 0.000352263 0.477864 0.0196971 0.0288295 11.625 11.875 118826 88820 30006 4430 6619 3614
12.00 0.268774 0.00136134 0.0411624 0.550832 0.0342609 0.00472414 0.462777 0.0558569 -0.0057548 0.55831 0.0399727 -0.00075525 0.596195 0.0160165 0.0284646 11.875 12.125 69113 52293 16820 497 4639 2313
12.25 0.422744 0.00827828 0.0459898 0.694512 0.0374892 0.00323588 0.675325 0.049446 -0.0128474 0.683279 0.0469482 -0.00491911 0.738526 0.0201952 0.016062 12.125 12.375 39842 30768 9074 77 3050 1438
12.50 0.585822 0.0214941 0.0395487 0.81726 0.0303827 0.00658727 0.909091 0.0194805 -0.00757575 0.78481 0.0337533 0.0026319 0.835574 0.0320109 0.00875825 12.375 12.625 22380 17548 4832 22 1817 967
12.75 0.734388 0.0272456 0.038 0.884793 0.0205242 0.01162 1 0 0 0.844156 0.0197585 0.0118482 0.890511 0.0192311 0.00484025 12.625 12.875 12596 9992 2604 7 616 685
13.00 0.834974 0.0277675 0.0252031 0.92638 0.0218021 0.00342202 1 0 0 0.881356 0.0248941 -0.000997007 0.939535 0.014907 0.00294954 12.875 13.125 6891 5587 1304 3 59 430
13.25 0.90287 0.0253672 0.0163551 0.960133 0.00626713 0.00717121 1 0 0 1 0 0 0.953237 0.0103989 0.00396204 13.125 13.375 3598 2996 602 1 8 278
