#Peak halo masses in Msun
#MW Mass Range: 10^11.75 - 10^12.25 Msun.
#Group Mass Range: 10^12.75 - 10^13.25 Msun.
#Cluster Mass Range: 10^13.75 - 10^14.25 Msun.
#Quenched threshold: true SSFR < 1e-11/yr
#Bestfit_X_Counts is the number of halos in the bin for the bestfit model.
#Log10(HM) FQ(Centrals) Err+ Err- FQ(Sats) Err+ Err- FQ(Sats_MW) Err+ Err- FQ(Sats_Group) Err+ Err- FQ(Sats_Cluster) Err+ Err- HM_Left_Edge HM_Right_Edge Bestfit_Halo_Counts  Bestfit_Cen_Halo_Counts Bestfit_Sat_Halo_Counts Bestfit_Sat_MW_Counts Bestfit_Sat_GR_Counts Bestfit_Sat_CL_Counts
8.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.875 8.125 0 0 0 0 0 0
8.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.125 8.375 0 0 0 0 0 0
8.50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.375 8.625 0 0 0 0 0 0
8.75 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.625 8.875 142487 140464 2023 144 48 0
9.00 0 1.72762e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 8.875 9.125 235031 231531 3500 539 213 0
9.25 2.33401e-06 2.33382e-05 1.16706e-06 0 3.57628e-05 0 0 0.000189609 0 0 0 0 0 0 0 9.125 9.375 884812 856894 27918 5262 2158 16
9.50 1.87446e-05 0.000262506 7.85505e-07 5.19849e-05 0.00080119 -4.03152e-06 5.85652e-05 0.00108006 7.60014e-07 8.48033e-05 0.00109147 -8.22951e-05 0 0 0 9.375 9.625 2.71898e+06 2.50738e+06 211600 34150 11792 98
9.75 9.30538e-05 0.000821467 1.12768e-05 0.000141443 0.00169142 8.94222e-06 0.000287786 0.00243351 5.58778e-05 0.000488902 0.00309434 0.000104157 0 0.00487805 0 9.625 9.875 4.74286e+06 4.21262e+06 530248 72971 20454 202
10.00 6.71012e-05 0.000645875 0 6.8277e-05 0.00119788 -2.44776e-06 0.000117843 0.00167069 0 4.91666e-05 0.00180864 1.79571e-06 0 0.00446429 0 9.875 10.125 3.9097e+06 3.35314e+06 556556 76373 20339 216
10.25 1.23792e-05 0.00019971 5.2514e-07 3.8585e-05 0.000512847 1.81625e-05 4.27442e-05 0.000779843 -3.89948e-07 5.5534e-05 0.000846912 5.5534e-05 0 0 0 10.125 10.375 2.48601e+06 2.01951e+06 466502 70185 18007 187
10.50 6.11054e-06 4.87028e-05 4.36941e-06 0.000161306 0.000927959 0.000154461 0.000172687 0.00123347 0.000172687 0.000257782 0.00160615 0.000198399 0 0 0 10.375 10.625 1.52372e+06 1.14556e+06 378164 63699 15517 192
10.75 4.73828e-05 0.000106843 4.58567e-05 0.00104696 0.00265335 0.00103346 0.00156635 0.00354733 0.00153662 0.00216756 0.00485078 0.00216756 0 0 0 10.625 10.875 877751 654246 223505 47882 10611 113
11.00 0.000415915 0.00052549 0.000415915 0.00589316 0.00848498 0.00578547 0.00663461 0.00978768 0.00654355 0.0120209 0.0114912 0.0115189 0.0222222 0.0321256 0.0222222 10.875 11.125 475926 365459 110467 32858 7071 90
11.25 0.00226441 0.00211871 0.00226441 0.0217811 0.0205204 0.0205789 0.0199124 0.0202438 0.0190942 0.0364267 0.0277625 0.0327837 0.0377358 0.0210877 0.0377358 11.125 11.375 253274 200935 52339 21243 4612 53
11.50 0.0110466 0.00736931 0.010818 0.0643625 0.0425091 0.0558043 0.0452501 0.0361698 0.0414151 0.0976714 0.0530762 0.0808826 0.155556 0.0262626 0.112077 11.375 11.625 132878 109355 23523 10674 3092 45
11.75 0.0428236 0.0126362 0.0382631 0.15672 0.0614686 0.109734 0.0917492 0.0445387 0.0706547 0.20539 0.0654142 0.13704 0.347826 0.110507 0.222826 11.625 11.875 68152 57445 10707 3030 2152 23
12.00 0.124083 0.0189221 0.0917393 0.318595 0.050945 0.148298 0.218069 0.055741 0.122138 0.375181 0.0645349 0.159108 0.272727 0 0.0909091 11.875 12.125 33635 28908 4727 321 1378 11
12.25 0.27148 0.0158685 0.124518 0.478284 0.0582629 0.102293 0.625 0 0.375 0.527132 0.0547056 0.106079 0.692308 0 0.0769231 12.125 12.375 15832 13990 1842 8 903 13
12.50 0.474879 0.0460166 0.10925 0.662242 0.0615953 0.0733206 0 0 0 0.64978 0.0578474 0.0679213 1 0 0 12.375 12.625 7067 6389 678 1 454 4
12.75 0.689133 0.0912533 0.096933 0.810427 0.065764 0.0687997 0 0 0 0.778689 0.057377 0.0901639 1 0 0 12.625 12.875 2852 2641 211 0 122 3
13.00 0.855847 0.0715726 0.0705645 0.84 0.0666667 0.0666667 0 0 0 0.647059 0.176471 0.117647 0.875 0 0.125 12.875 13.125 1067 992 75 0 17 8
13.25 0.939683 0.0349206 0.0380952 1 0 0 0 0 0 0 0 0 1 0 0 13.125 13.375 325 315 10 0 0 1
13.50 0.978022 0 0 1 0 0 0 0 0 0 0 0 1 0 0 13.375 13.625 97 91 6 0 0 1
13.75 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.625 13.875 12 12 0 0 0 0
14.00 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13.875 14.125 0 0 0 0 0 0
