#Peak halo mass range: 14.125 < log10(Mh/Msun) < 14.375
#Quenched threshold: True SFR / True SM < 1e-11 / yr
#True SFHs in units of Msun/yr.
#See documentation for explanation of true vs. observed SFRs and SMs.
#Bestfit_X_Galaxies_Remaining: number of galaxies with most-massive progenitor trees extending to the scale factor in question.
#Scale_factor F(Q)_given_SF@z=0 Err+ Err- F(Q)_given_Q@z=0 Err+ Err- Bestfit_SF_Halos_Remaining Bestfit_Q_Halos_Remaining
1.002310 0 0 0 1 0 0 19 335
0.994717 0.473684 0.226316 0.18797 0.970149 0.0269772 -0.00597012 19 335
0.987123 0.578947 0.421053 0 0.943284 0.0510346 -0.00808424 19 335
0.979529 0.578947 0.171053 0.0789474 0.952239 0.0420305 -0.0181754 19 335
0.971935 0.473684 0.526316 -0.0888158 0.940298 0.0511055 -0.00910628 19 335
0.964342 0.578947 0.135338 0.0789474 0.937313 0.0513229 -0.00863248 19 335
0.956748 0.842105 0.157895 0.0679117 0.946269 0.0450357 -0.0066725 19 335
0.949154 0.789474 0.0855263 0.189474 0.928358 0.0630948 -0.0180704 19 335
0.941560 0.736842 0.263158 -0.0131579 0.940298 0.0540035 -0.0206625 19 335
0.933967 0.736842 0.109312 0.111842 0.931343 0.0572931 -0.0124068 19 335
0.926373 0.736842 0.263158 0.0309597 0.934328 0.0599245 -0.0136485 19 335
0.918779 0.736842 0.263158 -0.0131579 0.943284 0.0481694 -0.00627136 19 335
0.911185 0.789474 0.0855263 0.122807 0.946269 0.0394047 -0.00611228 19 335
0.903592 0.789474 0.210526 0.075188 0.955224 0.0275841 -0.00323313 19 335
0.895998 0.789474 0.210526 0.0394737 0.955224 0.0333802 -0.000528336 19 335
0.888404 0.842105 0.157895 0.0921053 0.961194 0.0273446 0.0058369 19 335
0.880810 0.894737 0.105263 0.0822368 0.976119 0.0151597 0.0198694 19 335
0.873217 0.894737 0.105263 0.0712074 0.973134 0.0183429 0.0118248 19 335
0.865623 0.842105 0.157895 0.056391 0.979104 0.0123728 0.0166045 19 335
0.858029 0.894737 0.105263 0.037594 0.961194 0.0273774 0.0185959 19 335
0.850435 0.947368 0.0526316 0.0473685 0.958209 0.0303624 0.0039407 19 335
0.842842 0.894737 0.105263 0.0822368 0.964179 0.0216163 0.016965 19 335
0.835248 0.894737 0.105263 0.0947368 0.970149 0.0125597 0.0165889 19 335
0.827654 0.894737 0.105263 0.076555 0.964179 0.029973 0.00779283 19 335
0.820060 0.894737 0.105263 0.109023 0.964179 0.0213701 0.00703627 19 335
0.812467 0.842105 0.157895 0.0921053 0.961194 0.0156845 0.00770569 19 335
0.804873 0.894737 0.105263 0.109023 0.949254 0.0216765 0.00188529 19 335
0.797279 0.894737 0.105263 0.105263 0.955224 0.0128921 0.00385606 19 335
0.789685 0.894737 0.105263 0.076555 0.955224 0.0149254 0.00658339 19 335
0.782092 0.894737 0.105263 0.0822368 0.961194 0.00402337 0.00454664 19 335
0.774498 0.894737 0.105263 0.076555 0.973134 0.00276929 0.00474352 19 335
0.766904 0.947368 0.0526316 0.0584795 0.961194 0.00755596 -0.000682771 19 335
0.759310 0.894737 0.105263 0.0614035 0.964179 0.00523984 0.00241441 19 335
